Gene stable ID,9d2de465-a059-4a82-a861-911e45dc27a2
ENSG00000260229,5
ENSG00000260230,37
ENSG00000260231,404
ENSG00000260232,0
ENSG00000260233,148
ENSG00000260234,8
ENSG00000260235,1
ENSG00000260236,156
ENSG00000260237,0
ENSG00000260238,55
ENSG00000260239,5
ENSG00000260240,0
ENSG00000260242,0
ENSG00000260244,916
ENSG00000260246,36
ENSG00000260247,1
ENSG00000260249,19
ENSG00000260251,0
ENSG00000260252,4
ENSG00000260253,3
ENSG00000260254,0
ENSG00000260255,0
ENSG00000260256,1
ENSG00000260257,546
ENSG00000260258,0
ENSG00000260259,43
ENSG00000260260,1164
ENSG00000260261,177
ENSG00000260262,0
ENSG00000260264,0
ENSG00000260265,1
ENSG00000260266,7
ENSG00000260267,497
ENSG00000260268,0
ENSG00000260269,8
ENSG00000260271,1
ENSG00000260272,1
ENSG00000260273,16
ENSG00000260274,124
ENSG00000260275,0
ENSG00000260276,130
ENSG00000260277,2
ENSG00000260278,3
ENSG00000260279,49
ENSG00000260280,0
ENSG00000260281,2
ENSG00000260282,0
ENSG00000260284,55
ENSG00000260285,177
ENSG00000260286,0
ENSG00000260287,3
ENSG00000260288,8
ENSG00000260289,0
ENSG00000260290,59
ENSG00000260291,0
ENSG00000260293,64
ENSG00000260296,60
ENSG00000260298,0
ENSG00000260300,27
ENSG00000260302,1
ENSG00000260303,1
ENSG00000260304,3
ENSG00000260305,1
ENSG00000260306,33
ENSG00000260307,0
ENSG00000260308,0
ENSG00000260310,1
ENSG00000260311,0
ENSG00000260312,0
ENSG00000260314,614
ENSG00000260316,11
ENSG00000260317,78
ENSG00000260318,6
ENSG00000260322,0
ENSG00000260325,10
ENSG00000260326,2
ENSG00000260327,0
ENSG00000260328,0
ENSG00000260329,53
ENSG00000260331,24
ENSG00000260332,0
ENSG00000260335,2
ENSG00000260337,44
ENSG00000260338,0
ENSG00000260339,35
ENSG00000260340,1
ENSG00000260341,0
ENSG00000260342,7
ENSG00000260343,0
ENSG00000260344,0
ENSG00000260345,0
ENSG00000260347,1
ENSG00000260348,0
ENSG00000260349,0
ENSG00000260350,8
ENSG00000260351,6
ENSG00000260352,12
ENSG00000260357,0
ENSG00000260360,35
ENSG00000260361,51
ENSG00000260362,0
ENSG00000260364,0
ENSG00000260366,4
ENSG00000260367,34
ENSG00000260368,5
ENSG00000260369,9
ENSG00000260370,0
ENSG00000260371,0
ENSG00000260372,47
ENSG00000260375,0
ENSG00000260377,0
ENSG00000260378,0
ENSG00000260379,3
ENSG00000260381,1
ENSG00000260382,2
ENSG00000260385,0
ENSG00000260386,9
ENSG00000260387,0
ENSG00000260388,15
ENSG00000260389,5
ENSG00000260390,1
ENSG00000260391,0
ENSG00000260392,6
ENSG00000260393,0
ENSG00000260394,23
ENSG00000260395,1
ENSG00000260398,5
ENSG00000260399,0
ENSG00000260400,127
ENSG00000260401,376
ENSG00000260402,0
ENSG00000260403,0
ENSG00000260404,594
ENSG00000260405,0
ENSG00000260406,0
ENSG00000260409,3
ENSG00000260410,0
ENSG00000260411,0
ENSG00000260412,1
ENSG00000260413,1
ENSG00000260414,0
ENSG00000260416,1
ENSG00000260417,1
ENSG00000260418,82
ENSG00000260419,0
ENSG00000260420,6
ENSG00000260422,1
ENSG00000260423,54
ENSG00000260425,44
ENSG00000260426,0
ENSG00000260427,0
ENSG00000260428,147
ENSG00000260430,29
ENSG00000260431,0
ENSG00000260433,0
ENSG00000260436,0
ENSG00000260438,0
ENSG00000260439,16
ENSG00000260440,1
ENSG00000260441,2
ENSG00000260442,116
ENSG00000260443,1
ENSG00000260444,0
ENSG00000260445,0
ENSG00000260447,3
ENSG00000260448,23
ENSG00000260449,0
ENSG00000260450,0
ENSG00000260451,0
ENSG00000260452,1
ENSG00000260454,0
ENSG00000260455,16
ENSG00000260456,63
ENSG00000260457,0
ENSG00000260458,0
ENSG00000260459,12
ENSG00000260460,0
ENSG00000260461,239
ENSG00000260464,46
ENSG00000260465,0
ENSG00000260466,1
ENSG00000260467,1
ENSG00000260468,17
ENSG00000260469,6
ENSG00000260470,63
ENSG00000260471,4
ENSG00000260472,0
ENSG00000260473,4
ENSG00000260475,12
ENSG00000260476,0
ENSG00000260477,0
ENSG00000260478,0
ENSG00000260479,0
ENSG00000260480,0
ENSG00000260482,0
ENSG00000260483,0
ENSG00000260484,1
ENSG00000260487,6
ENSG00000260488,3
ENSG00000260490,19
ENSG00000260492,0
ENSG00000260493,13
ENSG00000260494,0
ENSG00000260495,36
ENSG00000260496,5
ENSG00000260497,0
ENSG00000260498,0
ENSG00000260500,19
ENSG00000260504,0
ENSG00000260505,0
ENSG00000260507,1
ENSG00000260509,7
ENSG00000260510,3
ENSG00000260511,0
ENSG00000260514,0
ENSG00000260515,2
ENSG00000260516,0
ENSG00000260517,186
ENSG00000260518,1
ENSG00000260519,2
ENSG00000260520,2
ENSG00000260521,51
ENSG00000260522,0
ENSG00000260524,0
ENSG00000260525,0
ENSG00000260526,100
ENSG00000260528,15
ENSG00000260530,0
ENSG00000260532,1
ENSG00000260534,0
ENSG00000260536,3
ENSG00000260537,0
ENSG00000260540,0
ENSG00000260541,17
ENSG00000260542,0
ENSG00000260545,4
ENSG00000260548,1
ENSG00000260549,135
ENSG00000260550,0
ENSG00000260551,0
ENSG00000260552,57
ENSG00000260555,13
ENSG00000260558,2
ENSG00000260563,494
ENSG00000260564,0
ENSG00000260565,1143
ENSG00000260566,0
ENSG00000260568,1
ENSG00000260569,0
ENSG00000260570,0
ENSG00000260571,6
ENSG00000260572,67
ENSG00000260573,0
ENSG00000260574,0
ENSG00000260575,0
ENSG00000260576,0
ENSG00000260577,28
ENSG00000260578,28
ENSG00000260579,0
ENSG00000260580,0
ENSG00000260581,3
ENSG00000260582,0
ENSG00000260583,5
ENSG00000260584,0
ENSG00000260585,0
ENSG00000260586,0
ENSG00000260588,38
ENSG00000260589,31
ENSG00000260590,0
ENSG00000260592,14
ENSG00000260593,9
ENSG00000260594,0
ENSG00000260595,0
ENSG00000260596,0
ENSG00000260597,129
ENSG00000260598,0
ENSG00000260599,4
ENSG00000260600,0
ENSG00000260601,0
ENSG00000260602,4
ENSG00000260603,0
ENSG00000260604,5
ENSG00000260605,0
ENSG00000260608,5
ENSG00000260610,0
ENSG00000260611,0
ENSG00000260612,0
ENSG00000260613,3
ENSG00000260614,1
ENSG00000260615,6
ENSG00000260616,0
ENSG00000260617,0
ENSG00000260618,194
ENSG00000260619,21
ENSG00000260620,0
ENSG00000260621,0
ENSG00000260622,0
ENSG00000260624,0
ENSG00000260625,30
ENSG00000260626,0
ENSG00000260628,5
ENSG00000260629,0
ENSG00000260630,104
ENSG00000260631,0
ENSG00000260633,23
ENSG00000260634,1
ENSG00000260635,16
ENSG00000260636,1
ENSG00000260639,0
ENSG00000260640,0
ENSG00000260641,9
ENSG00000260642,0
ENSG00000260643,35
ENSG00000260644,4
ENSG00000260645,25
ENSG00000260646,27
ENSG00000260647,21
ENSG00000260648,1
ENSG00000260649,0
ENSG00000260650,1
ENSG00000260651,7
ENSG00000260653,23
ENSG00000260657,16
ENSG00000260658,2
ENSG00000260659,0
ENSG00000260660,0
ENSG00000260661,2
ENSG00000260662,0
ENSG00000260664,0
ENSG00000260668,14
ENSG00000260669,146
ENSG00000260670,0
ENSG00000260671,2
ENSG00000260672,12
ENSG00000260673,0
ENSG00000260674,0
ENSG00000260675,0
ENSG00000260676,2
ENSG00000260677,3
ENSG00000260678,0
ENSG00000260679,15
ENSG00000260680,0
ENSG00000260681,0
ENSG00000260682,0
ENSG00000260683,0
ENSG00000260685,2
ENSG00000260686,78
ENSG00000260687,0
ENSG00000260688,0
ENSG00000260689,1
ENSG00000260690,1
ENSG00000260691,2
ENSG00000260693,0
ENSG00000260694,0
ENSG00000260695,3
ENSG00000260698,41
ENSG00000260701,0
ENSG00000260702,0
ENSG00000260704,2
ENSG00000260706,0
ENSG00000260708,263
ENSG00000260710,20
ENSG00000260711,907
ENSG00000260714,0
ENSG00000260715,0
ENSG00000260719,3
ENSG00000260720,0
ENSG00000260721,0
ENSG00000260722,0
ENSG00000260723,0
ENSG00000260724,0
ENSG00000260725,0
ENSG00000260726,0
ENSG00000260727,5
ENSG00000260729,44
ENSG00000260731,3
ENSG00000260733,0
ENSG00000260734,0
ENSG00000260735,15
ENSG00000260737,2
ENSG00000260738,0
ENSG00000260739,0
ENSG00000260740,12
ENSG00000260741,0
ENSG00000260742,37
ENSG00000260743,7
ENSG00000260744,2
ENSG00000260746,0
ENSG00000260747,23
ENSG00000260750,4
ENSG00000260751,93
ENSG00000260755,0
ENSG00000260756,0
ENSG00000260757,1
ENSG00000260758,0
ENSG00000260759,0
ENSG00000260760,0
ENSG00000260761,1
ENSG00000260762,0
ENSG00000260763,0
ENSG00000260764,0
ENSG00000260765,0
ENSG00000260766,572
ENSG00000260769,0
ENSG00000260771,0
ENSG00000260772,0
ENSG00000260773,16
ENSG00000260774,98
ENSG00000260776,5
ENSG00000260777,2
ENSG00000260778,107
ENSG00000260779,0
ENSG00000260780,0
ENSG00000260781,1
ENSG00000260782,2
ENSG00000260784,1
ENSG00000260785,0
ENSG00000260786,0
ENSG00000260788,0
ENSG00000260790,4
ENSG00000260792,77
ENSG00000260793,676
ENSG00000260795,0
ENSG00000260796,7
ENSG00000260797,0
ENSG00000260798,4
ENSG00000260799,0
ENSG00000260802,2
ENSG00000260803,22
ENSG00000260804,378
ENSG00000260805,209
ENSG00000260806,70
ENSG00000260807,225
ENSG00000260808,40
ENSG00000260809,1
ENSG00000260810,9
ENSG00000260811,0
ENSG00000260812,0
ENSG00000260814,0
ENSG00000260815,1
ENSG00000260816,17
ENSG00000260817,0
ENSG00000260818,3
ENSG00000260822,1734
ENSG00000260823,1
ENSG00000260827,0
ENSG00000260828,1
ENSG00000260830,8
ENSG00000260832,0
ENSG00000260834,0
ENSG00000260835,1
ENSG00000260836,0
ENSG00000260837,99
ENSG00000260838,1
ENSG00000260840,0
ENSG00000260841,76
ENSG00000260844,4
ENSG00000260845,0
ENSG00000260846,0
ENSG00000260847,0
ENSG00000260848,0
ENSG00000260850,0
ENSG00000260851,0
ENSG00000260852,504
ENSG00000260853,127
ENSG00000260854,0
ENSG00000260855,121
ENSG00000260857,0
ENSG00000260858,0
ENSG00000260859,3
ENSG00000260860,3
ENSG00000260861,0
ENSG00000260862,3
ENSG00000260863,0
ENSG00000260864,0
ENSG00000260865,2
ENSG00000260866,0
ENSG00000260867,0
ENSG00000260868,26
ENSG00000260869,0
ENSG00000260870,2
ENSG00000260871,4
ENSG00000260872,91
ENSG00000260874,6
ENSG00000260876,7
ENSG00000260877,61
ENSG00000260878,6
ENSG00000260879,0
ENSG00000260880,2
ENSG00000260882,0
ENSG00000260883,0
ENSG00000260884,17
ENSG00000260886,4
ENSG00000260887,0
ENSG00000260889,2
ENSG00000260891,4
ENSG00000260892,0
ENSG00000260894,0
ENSG00000260895,7
ENSG00000260896,10
ENSG00000260897,0
ENSG00000260898,13
ENSG00000260899,21
ENSG00000260900,0
ENSG00000260902,0
ENSG00000260903,7
ENSG00000260905,0
ENSG00000260907,24
ENSG00000260908,5
ENSG00000260909,0
ENSG00000260910,88
ENSG00000260911,65
ENSG00000260912,657
ENSG00000260913,1
ENSG00000260914,0
ENSG00000260916,1459
ENSG00000260917,329
ENSG00000260918,0
ENSG00000260919,2
ENSG00000260920,219
ENSG00000260921,0
ENSG00000260922,0
ENSG00000260923,42
ENSG00000260924,78
ENSG00000260926,0
ENSG00000260927,10
ENSG00000260928,2
ENSG00000260929,5
ENSG00000260930,0
ENSG00000260932,1
ENSG00000260933,0
ENSG00000260934,0
ENSG00000260936,16
ENSG00000260937,0
ENSG00000260939,0
ENSG00000260940,9
ENSG00000260941,37
ENSG00000260942,290
ENSG00000260943,0
ENSG00000260944,1
ENSG00000260945,0
ENSG00000260947,63
ENSG00000260948,37
ENSG00000260949,6
ENSG00000260951,1
ENSG00000260953,20
ENSG00000260954,7
ENSG00000260955,7
ENSG00000260957,0
ENSG00000260958,0
ENSG00000260959,0
ENSG00000260962,0
ENSG00000260963,0
ENSG00000260965,1
ENSG00000260966,294
ENSG00000260967,0
ENSG00000260969,2
ENSG00000260970,0
ENSG00000260971,14
ENSG00000260972,0
ENSG00000260973,0
ENSG00000260974,0
ENSG00000260975,0
ENSG00000260976,0
ENSG00000260977,27
ENSG00000260978,0
ENSG00000260979,1
ENSG00000260981,0
ENSG00000260983,0
ENSG00000260984,0
ENSG00000260986,0
ENSG00000260988,5
ENSG00000260989,7
ENSG00000260990,0
ENSG00000260991,0
ENSG00000260992,89
ENSG00000260994,0
ENSG00000260995,0
ENSG00000260996,30
ENSG00000260997,75
ENSG00000260999,0
ENSG00000261000,13
ENSG00000261002,7
ENSG00000261003,7
ENSG00000261007,0
ENSG00000261008,17
ENSG00000261009,0
ENSG00000261010,0
ENSG00000261011,0
ENSG00000261012,0
ENSG00000261013,0
ENSG00000261014,0
ENSG00000261017,0
ENSG00000261018,0
ENSG00000261019,9
ENSG00000261020,0
ENSG00000261024,1
ENSG00000261025,0
ENSG00000261026,366
ENSG00000261028,1
ENSG00000261029,0
ENSG00000261030,0
ENSG00000261033,13
ENSG00000261035,0
ENSG00000261036,0
ENSG00000261037,0
ENSG00000261038,0
ENSG00000261039,677
ENSG00000261040,83
ENSG00000261041,0
ENSG00000261043,1
ENSG00000261044,0
ENSG00000261045,0
ENSG00000261046,0
ENSG00000261047,0
ENSG00000261048,0
ENSG00000261049,1
ENSG00000261051,83
ENSG00000261052,8
ENSG00000261053,0
ENSG00000261054,13
ENSG00000261055,0
ENSG00000261056,2
ENSG00000261057,1
ENSG00000261058,0
ENSG00000261060,15
ENSG00000261061,135
ENSG00000261063,0
ENSG00000261064,17
ENSG00000261065,0
ENSG00000261066,0
ENSG00000261067,102
ENSG00000261068,318
ENSG00000261069,24
ENSG00000261070,0
ENSG00000261071,0
ENSG00000261072,1
ENSG00000261075,0
ENSG00000261076,28
ENSG00000261077,0
ENSG00000261078,0
ENSG00000261079,12
ENSG00000261080,0
ENSG00000261081,0
ENSG00000261082,0
ENSG00000261083,37
ENSG00000261084,0
ENSG00000261087,150
ENSG00000261089,5
ENSG00000261090,1
ENSG00000261092,0
ENSG00000261093,0
ENSG00000261094,153
ENSG00000261095,0
ENSG00000261096,1
ENSG00000261097,0
ENSG00000261098,232
ENSG00000261101,14
ENSG00000261102,0
ENSG00000261103,0
ENSG00000261104,1
ENSG00000261105,46
ENSG00000261108,0
ENSG00000261111,0
ENSG00000261113,4
ENSG00000261114,28
ENSG00000261115,97
ENSG00000261116,254
ENSG00000261117,0
ENSG00000261118,28
ENSG00000261120,1
ENSG00000261121,3
ENSG00000261122,0
ENSG00000261123,40
ENSG00000261124,3
ENSG00000261126,190
ENSG00000261127,0
ENSG00000261129,0
ENSG00000261130,0
ENSG00000261131,15
ENSG00000261135,23
ENSG00000261136,167
ENSG00000261140,4
ENSG00000261141,21
ENSG00000261143,24
ENSG00000261144,0
ENSG00000261145,0
ENSG00000261146,0
ENSG00000261147,9
ENSG00000261150,938
ENSG00000261151,0
ENSG00000261153,0
ENSG00000261154,0
ENSG00000261156,1
ENSG00000261158,1
ENSG00000261159,73
ENSG00000261161,0
ENSG00000261166,0
ENSG00000261167,131
ENSG00000261168,10
ENSG00000261170,0
ENSG00000261171,0
ENSG00000261172,37
ENSG00000261173,4
ENSG00000261174,1
ENSG00000261175,216
ENSG00000261176,0
ENSG00000261177,0
ENSG00000261178,0
ENSG00000261181,0
ENSG00000261182,0
ENSG00000261183,765
ENSG00000261184,0
ENSG00000261186,7
ENSG00000261187,21
ENSG00000261188,239
ENSG00000261189,50
ENSG00000261190,0
ENSG00000261191,0
ENSG00000261192,14
ENSG00000261193,1
ENSG00000261194,0
ENSG00000261195,6
ENSG00000261196,0
ENSG00000261197,0
ENSG00000261198,0
ENSG00000261199,0
ENSG00000261200,0
ENSG00000261202,7
ENSG00000261203,0
ENSG00000261204,5
ENSG00000261205,1
ENSG00000261206,0
ENSG00000261207,35
ENSG00000261208,5
ENSG00000261209,0
ENSG00000261210,0
ENSG00000261211,141
ENSG00000261212,1
ENSG00000261213,0
ENSG00000261215,13
ENSG00000261216,7
ENSG00000261217,0
ENSG00000261218,13
ENSG00000261219,0
ENSG00000261220,58
ENSG00000261221,1745
ENSG00000261222,3
ENSG00000261226,27
ENSG00000261227,1
ENSG00000261229,20
ENSG00000261231,2
ENSG00000261232,0
ENSG00000261233,0
ENSG00000261234,0
ENSG00000261235,7
ENSG00000261236,3020
ENSG00000261238,0
ENSG00000261239,0
ENSG00000261240,0
ENSG00000261241,0
ENSG00000261242,8
ENSG00000261243,3
ENSG00000261244,1
ENSG00000261245,1
ENSG00000261247,1
ENSG00000261248,0
ENSG00000261249,0
ENSG00000261250,4
ENSG00000261251,12
ENSG00000261253,19
ENSG00000261254,215
ENSG00000261257,6
ENSG00000261259,0
ENSG00000261260,0
ENSG00000261261,0
ENSG00000261263,0
ENSG00000261265,4
ENSG00000261266,1
ENSG00000261267,3
ENSG00000261268,0
ENSG00000261269,628
ENSG00000261270,44
ENSG00000261272,0
ENSG00000261273,1
ENSG00000261274,0
ENSG00000261275,1
ENSG00000261276,3
ENSG00000261277,0
ENSG00000261278,1
ENSG00000261279,0
ENSG00000261281,0
ENSG00000261282,0
ENSG00000261284,0
ENSG00000261285,0
ENSG00000261286,16
ENSG00000261288,0
ENSG00000261289,3
ENSG00000261290,0
ENSG00000261291,3
ENSG00000261292,0
ENSG00000261293,0
ENSG00000261294,0
ENSG00000261295,263
ENSG00000261296,0
ENSG00000261298,0
ENSG00000261299,0
ENSG00000261302,5
ENSG00000261303,0
ENSG00000261304,0
ENSG00000261305,13
ENSG00000261307,1
ENSG00000261308,14
ENSG00000261310,0
ENSG00000261312,5
ENSG00000261313,0
ENSG00000261314,2
ENSG00000261315,1
ENSG00000261316,0
ENSG00000261317,0
ENSG00000261318,1
ENSG00000261319,0
ENSG00000261320,5
ENSG00000261324,593
ENSG00000261325,0
ENSG00000261326,1132
ENSG00000261327,355
ENSG00000261329,7
ENSG00000261330,2
ENSG00000261331,0
ENSG00000261332,10
ENSG00000261333,0
ENSG00000261334,0
ENSG00000261335,12
ENSG00000261336,4
ENSG00000261338,125
ENSG00000261340,0
ENSG00000261341,3
ENSG00000261342,41
ENSG00000261346,0
ENSG00000261347,0
ENSG00000261348,0
ENSG00000261349,33
ENSG00000261350,0
ENSG00000261351,129
ENSG00000261353,78
ENSG00000261356,0
ENSG00000261357,8
ENSG00000261359,9
ENSG00000261360,71
ENSG00000261362,0
ENSG00000261363,0
ENSG00000261364,0
ENSG00000261365,0
ENSG00000261366,41
ENSG00000261367,3
ENSG00000261368,0
ENSG00000261369,0
ENSG00000261371,19647
ENSG00000261373,345
ENSG00000261375,0
ENSG00000261376,0
ENSG00000261377,22
ENSG00000261379,38
ENSG00000261382,0
ENSG00000261384,0
ENSG00000261385,0
ENSG00000261386,37
ENSG00000261390,24
ENSG00000261391,0
ENSG00000261392,0
ENSG00000261393,1
ENSG00000261394,0
ENSG00000261395,1
ENSG00000261396,21
ENSG00000261397,0
ENSG00000261398,0
ENSG00000261399,7
ENSG00000261400,0
ENSG00000261401,0
ENSG00000261402,9
ENSG00000261403,0
ENSG00000261404,1
ENSG00000261405,0
ENSG00000261407,0
ENSG00000261408,144
ENSG00000261409,11
ENSG00000261410,0
ENSG00000261411,0
ENSG00000261416,35
ENSG00000261418,1
ENSG00000261419,0
ENSG00000261420,5
ENSG00000261421,0
ENSG00000261423,42
ENSG00000261424,0
ENSG00000261426,0
ENSG00000261427,0
ENSG00000261428,41
ENSG00000261429,0
ENSG00000261430,0
ENSG00000261431,1
ENSG00000261432,0
ENSG00000261433,2
ENSG00000261434,11
ENSG00000261435,2
ENSG00000261436,0
ENSG00000261437,83
ENSG00000261438,63
ENSG00000261439,0
ENSG00000261440,0
ENSG00000261441,17
ENSG00000261442,1
ENSG00000261444,0
ENSG00000261445,0
ENSG00000261446,0
ENSG00000261447,1
ENSG00000261448,12
ENSG00000261449,0
ENSG00000261451,7
ENSG00000261453,0
ENSG00000261455,635
ENSG00000261456,85
ENSG00000261457,2
ENSG00000261458,0
ENSG00000261459,9
ENSG00000261460,95
ENSG00000261461,35
ENSG00000261462,7
ENSG00000261465,2
ENSG00000261466,1
ENSG00000261467,0
ENSG00000261468,83
ENSG00000261469,11
ENSG00000261470,0
ENSG00000261471,2
ENSG00000261472,5
ENSG00000261474,175
ENSG00000261475,0
ENSG00000261476,3
ENSG00000261478,0
ENSG00000261480,1
ENSG00000261481,5
ENSG00000261482,0
ENSG00000261485,86
ENSG00000261486,0
ENSG00000261487,12
ENSG00000261488,133
ENSG00000261489,2
ENSG00000261490,214
ENSG00000261491,0
ENSG00000261496,12
ENSG00000261497,0
ENSG00000261498,0
ENSG00000261499,4
ENSG00000261501,0
ENSG00000261502,3
ENSG00000261504,29
ENSG00000261505,595
ENSG00000261507,0
ENSG00000261509,0
ENSG00000261510,0
ENSG00000261511,0
ENSG00000261512,130
ENSG00000261513,2
ENSG00000261514,0
ENSG00000261515,0
ENSG00000261517,0
ENSG00000261519,0
ENSG00000261520,6
ENSG00000261522,4
ENSG00000261523,0
ENSG00000261524,2
ENSG00000261526,314
ENSG00000261527,1
ENSG00000261528,3
ENSG00000261529,2
ENSG00000261532,0
ENSG00000261533,26
ENSG00000261534,192
ENSG00000261535,0
ENSG00000261536,1
ENSG00000261537,1
ENSG00000261538,14
ENSG00000261540,0
ENSG00000261541,0
ENSG00000261542,39
ENSG00000261543,3
ENSG00000261544,0
ENSG00000261546,8
ENSG00000261548,1
ENSG00000261549,4
ENSG00000261550,6
ENSG00000261552,0
ENSG00000261553,36
ENSG00000261554,0
ENSG00000261555,0
ENSG00000261556,124
ENSG00000261557,81
ENSG00000261558,0
ENSG00000261559,2
ENSG00000261560,29
ENSG00000261561,0
ENSG00000261564,0
ENSG00000261566,0
ENSG00000261567,2
ENSG00000261568,10
ENSG00000261569,0
ENSG00000261570,1
ENSG00000261572,189
ENSG00000261573,0
ENSG00000261574,2
ENSG00000261575,27
ENSG00000261578,122
ENSG00000261580,0
ENSG00000261581,3
ENSG00000261582,12
ENSG00000261583,0
ENSG00000261584,1
ENSG00000261586,69
ENSG00000261587,13
ENSG00000261588,9
ENSG00000261590,0
ENSG00000261592,6
ENSG00000261593,0
ENSG00000261594,90
ENSG00000261595,0
ENSG00000261596,16
ENSG00000261598,0
ENSG00000261599,0
ENSG00000261600,18
ENSG00000261602,0
ENSG00000261603,10
ENSG00000261604,23
ENSG00000261606,8
ENSG00000261607,0
ENSG00000261608,0
ENSG00000261609,588
ENSG00000261610,3
ENSG00000261611,5
ENSG00000261612,11
ENSG00000261613,4
ENSG00000261614,8
ENSG00000261615,0
ENSG00000261616,53
ENSG00000261617,2
ENSG00000261618,8
ENSG00000261620,24
ENSG00000261621,0
ENSG00000261622,0
ENSG00000261623,0
ENSG00000261624,1
ENSG00000261625,33
ENSG00000261627,0
ENSG00000261628,0
ENSG00000261629,1
ENSG00000261630,1
ENSG00000261632,6
ENSG00000261633,0
ENSG00000261634,1
ENSG00000261635,2
ENSG00000261636,0
ENSG00000261637,0
ENSG00000261638,1
ENSG00000261641,0
ENSG00000261642,0
ENSG00000261643,51
ENSG00000261644,19
ENSG00000261645,1
ENSG00000261646,2
ENSG00000261647,0
ENSG00000261648,0
ENSG00000261649,1
ENSG00000261650,0
ENSG00000261651,0
ENSG00000261652,140
ENSG00000261653,0
ENSG00000261654,64
ENSG00000261655,65
ENSG00000261656,11
ENSG00000261659,235
ENSG00000261662,161
ENSG00000261663,92
ENSG00000261664,130
ENSG00000261665,0
ENSG00000261666,0
ENSG00000261667,0
ENSG00000261668,1
ENSG00000261669,27
ENSG00000261670,4
ENSG00000261671,21
ENSG00000261672,6
ENSG00000261673,0
ENSG00000261675,0
ENSG00000261678,5
ENSG00000261679,0
ENSG00000261680,0
ENSG00000261682,0
ENSG00000261683,0
ENSG00000261684,0
ENSG00000261685,215
ENSG00000261687,9
ENSG00000261689,0
ENSG00000261691,0
ENSG00000261692,0
ENSG00000261693,17
ENSG00000261695,0
ENSG00000261696,0
ENSG00000261697,0
ENSG00000261701,3
ENSG00000261702,0
ENSG00000261703,0
ENSG00000261704,8
ENSG00000261706,12
ENSG00000261707,10
ENSG00000261708,0
ENSG00000261709,0
ENSG00000261710,1
ENSG00000261711,0
ENSG00000261713,2
ENSG00000261714,1
ENSG00000261715,0
ENSG00000261716,2705
ENSG00000261717,0
ENSG00000261719,0
ENSG00000261720,0
ENSG00000261722,0
ENSG00000261723,6
ENSG00000261725,0
ENSG00000261727,1
ENSG00000261728,1
ENSG00000261729,0
ENSG00000261730,1
ENSG00000261731,0
ENSG00000261732,28
ENSG00000261733,0
ENSG00000261734,2
ENSG00000261736,1
ENSG00000261737,60
ENSG00000261738,0
ENSG00000261739,4
ENSG00000261740,300
ENSG00000261741,0
ENSG00000261742,299
ENSG00000261743,0
ENSG00000261744,11
ENSG00000261745,0
ENSG00000261747,0
ENSG00000261748,0
ENSG00000261749,0
ENSG00000261751,0
ENSG00000261752,0
ENSG00000261754,94
ENSG00000261757,1
ENSG00000261758,2
ENSG00000261759,0
ENSG00000261760,1
ENSG00000261761,0
ENSG00000261762,20
ENSG00000261763,0
ENSG00000261764,4
ENSG00000261765,0
ENSG00000261766,31
ENSG00000261770,46
ENSG00000261771,2
ENSG00000261773,6
ENSG00000261774,0
ENSG00000261775,10
ENSG00000261776,0
ENSG00000261777,28
ENSG00000261778,0
ENSG00000261779,0
ENSG00000261780,3
ENSG00000261781,0
ENSG00000261782,0
ENSG00000261783,16
ENSG00000261786,28
ENSG00000261787,2
ENSG00000261789,1
ENSG00000261790,0
ENSG00000261792,0
ENSG00000261793,0
ENSG00000261794,20
ENSG00000261795,13
ENSG00000261796,1
ENSG00000261797,0
ENSG00000261798,12
ENSG00000261799,489
ENSG00000261800,0
ENSG00000261801,940
ENSG00000261802,0
ENSG00000261803,0
ENSG00000261804,13
ENSG00000261806,0
ENSG00000261807,1
ENSG00000261809,0
ENSG00000261810,0
ENSG00000261811,0
ENSG00000261812,2
ENSG00000261813,1
ENSG00000261815,0
ENSG00000261816,1
ENSG00000261817,0
ENSG00000261818,1
ENSG00000261819,94
ENSG00000261820,0
ENSG00000261821,24
ENSG00000261822,0
ENSG00000261823,5
ENSG00000261824,503
ENSG00000261826,0
ENSG00000261829,2
ENSG00000261831,3
ENSG00000261832,6
ENSG00000261833,0
ENSG00000261834,1
ENSG00000261835,0
ENSG00000261836,0
ENSG00000261837,0
ENSG00000261838,1
ENSG00000261839,4
ENSG00000261840,70
ENSG00000261842,3
ENSG00000261845,0
ENSG00000261848,1
ENSG00000261856,2
ENSG00000261857,35
ENSG00000261863,1
ENSG00000261864,4
ENSG00000261866,0
ENSG00000261868,0
ENSG00000261872,0
ENSG00000261873,0
ENSG00000261879,288
ENSG00000261882,0
ENSG00000261884,144
ENSG00000261886,5
ENSG00000261888,212
ENSG00000261889,105
ENSG00000261898,1
ENSG00000261904,0
ENSG00000261914,0
ENSG00000261915,5
ENSG00000261916,5
ENSG00000261924,9
ENSG00000261934,103
ENSG00000261938,0
ENSG00000261939,2
ENSG00000261949,0
ENSG00000261959,1
ENSG00000261963,0
ENSG00000261965,0
ENSG00000261970,0
ENSG00000261971,1239
ENSG00000261976,0
ENSG00000261978,2
ENSG00000261987,0
ENSG00000261996,4
ENSG00000261997,31
ENSG00000262000,0
ENSG00000262001,169
ENSG00000262003,43
ENSG00000262006,0
ENSG00000262008,0
ENSG00000262011,0
ENSG00000262020,6
ENSG00000262031,0
ENSG00000262038,0
