Gene stable ID,62407fba-fb7c-46cb-ab66-f2a49470a0e9
ENSG00000275377,0
ENSG00000275378,0
ENSG00000275379,2
ENSG00000275381,3
ENSG00000275382,0
ENSG00000275383,13
ENSG00000275385,703
ENSG00000275386,0
ENSG00000275387,0
ENSG00000275389,16
ENSG00000275390,3
ENSG00000275391,0
ENSG00000275392,12
ENSG00000275393,43
ENSG00000275395,1073
ENSG00000275398,0
ENSG00000275400,1270
ENSG00000275401,4
ENSG00000275402,0
ENSG00000275403,0
ENSG00000275406,2
ENSG00000275409,23
ENSG00000275410,16
ENSG00000275411,0
ENSG00000275413,54
ENSG00000275414,0
ENSG00000275417,4
ENSG00000275418,96
ENSG00000275419,0
ENSG00000275423,0
ENSG00000275425,0
ENSG00000275426,34
ENSG00000275427,1
ENSG00000275429,0
ENSG00000275431,0
ENSG00000275432,3
ENSG00000275437,26
ENSG00000275438,11
ENSG00000275439,0
ENSG00000275441,76
ENSG00000275443,9
ENSG00000275445,5
ENSG00000275446,0
ENSG00000275447,0
ENSG00000275448,0
ENSG00000275449,0
ENSG00000275450,11
ENSG00000275451,0
ENSG00000275453,0
ENSG00000275454,35
ENSG00000275455,0
ENSG00000275457,76
ENSG00000275458,0
ENSG00000275459,0
ENSG00000275460,0
ENSG00000275461,0
ENSG00000275464,475
ENSG00000275465,14
ENSG00000275466,0
ENSG00000275467,6
ENSG00000275468,6
ENSG00000275469,0
ENSG00000275475,0
ENSG00000275476,81
ENSG00000275479,85
ENSG00000275480,0
ENSG00000275481,37
ENSG00000275484,41
ENSG00000275485,40
ENSG00000275488,1
ENSG00000275489,0
ENSG00000275490,0
ENSG00000275491,14
ENSG00000275493,0
ENSG00000275494,99
ENSG00000275496,0
ENSG00000275497,0
ENSG00000275502,0
ENSG00000275503,0
ENSG00000275504,0
ENSG00000275505,0
ENSG00000275506,0
ENSG00000275507,0
ENSG00000275508,0
ENSG00000275509,0
ENSG00000275510,0
ENSG00000275512,8
ENSG00000275515,0
ENSG00000275516,4
ENSG00000275518,0
ENSG00000275519,0
ENSG00000275520,0
ENSG00000275523,1
ENSG00000275524,0
ENSG00000275527,0
ENSG00000275529,0
ENSG00000275530,0
ENSG00000275532,18
ENSG00000275533,0
ENSG00000275534,0
ENSG00000275535,0
ENSG00000275537,0
ENSG00000275538,7
ENSG00000275540,4
ENSG00000275541,0
ENSG00000275542,29
ENSG00000275547,0
ENSG00000275549,14
ENSG00000275550,0
ENSG00000275552,0
ENSG00000275553,0
ENSG00000275554,0
ENSG00000275557,38
ENSG00000275558,0
ENSG00000275559,0
ENSG00000275560,45
ENSG00000275562,0
ENSG00000275563,0
ENSG00000275567,0
ENSG00000275569,9
ENSG00000275572,0
ENSG00000275576,12
ENSG00000275578,0
ENSG00000275580,276
ENSG00000275582,5
ENSG00000275585,0
ENSG00000275586,1
ENSG00000275588,0
ENSG00000275589,0
ENSG00000275591,22
ENSG00000275592,0
ENSG00000275595,0
ENSG00000275597,0
ENSG00000275598,0
ENSG00000275601,35
ENSG00000275603,0
ENSG00000275604,0
ENSG00000275607,0
ENSG00000275609,1
ENSG00000275610,0
ENSG00000275611,6
ENSG00000275612,7
ENSG00000275613,1
ENSG00000275614,0
ENSG00000275616,0
ENSG00000275620,5
ENSG00000275622,0
ENSG00000275625,0
ENSG00000275628,0
ENSG00000275630,12
ENSG00000275631,0
ENSG00000275632,391
ENSG00000275634,0
ENSG00000275635,0
ENSG00000275636,31
ENSG00000275638,0
ENSG00000275640,0
ENSG00000275642,2
ENSG00000275643,0
ENSG00000275645,18
ENSG00000275646,0
ENSG00000275647,0
ENSG00000275649,0
ENSG00000275651,0
ENSG00000275652,0
ENSG00000275653,0
ENSG00000275654,0
ENSG00000275655,3
ENSG00000275656,0
ENSG00000275657,0
ENSG00000275662,0
ENSG00000275663,1
ENSG00000275664,0
ENSG00000275665,0
ENSG00000275666,0
ENSG00000275667,0
ENSG00000275668,0
ENSG00000275669,0
ENSG00000275670,0
ENSG00000275672,3
ENSG00000275673,0
ENSG00000275674,0
ENSG00000275675,0
ENSG00000275676,0
ENSG00000275677,0
ENSG00000275678,0
ENSG00000275680,0
ENSG00000275681,0
ENSG00000275682,0
ENSG00000275685,0
ENSG00000275686,1
ENSG00000275687,0
ENSG00000275688,0
ENSG00000275689,0
ENSG00000275690,0
ENSG00000275691,0
ENSG00000275692,0
ENSG00000275693,2
ENSG00000275694,0
ENSG00000275695,2
ENSG00000275696,0
ENSG00000275700,7356
ENSG00000275701,0
ENSG00000275702,0
ENSG00000275703,15
ENSG00000275704,0
ENSG00000275707,0
ENSG00000275708,0
ENSG00000275709,27
ENSG00000275710,4
ENSG00000275711,0
ENSG00000275713,308
ENSG00000275714,32
ENSG00000275716,0
ENSG00000275718,4
ENSG00000275719,56
ENSG00000275720,51
ENSG00000275722,2
ENSG00000275725,0
ENSG00000275726,0
ENSG00000275727,5
ENSG00000275728,4
ENSG00000275729,0
ENSG00000275733,0
ENSG00000275734,19
ENSG00000275739,0
ENSG00000275740,0
ENSG00000275741,0
ENSG00000275742,0
ENSG00000275743,68
ENSG00000275745,0
ENSG00000275747,1
ENSG00000275756,0
ENSG00000275759,71
ENSG00000275761,0
ENSG00000275763,16
ENSG00000275764,1952
ENSG00000275765,136
ENSG00000275767,0
ENSG00000275768,0
ENSG00000275769,54
ENSG00000275770,0
ENSG00000275771,0
ENSG00000275772,58
ENSG00000275773,0
ENSG00000275774,0
ENSG00000275776,0
ENSG00000275778,15
ENSG00000275783,0
ENSG00000275784,23
ENSG00000275785,0
ENSG00000275787,0
ENSG00000275788,0
ENSG00000275789,0
ENSG00000275790,0
ENSG00000275791,214
ENSG00000275793,20
ENSG00000275799,0
ENSG00000275800,0
ENSG00000275801,7
ENSG00000275802,0
ENSG00000275803,0
ENSG00000275805,1
ENSG00000275807,27
ENSG00000275808,0
ENSG00000275810,0
ENSG00000275811,0
ENSG00000275812,7
ENSG00000275813,0
ENSG00000275816,0
ENSG00000275818,0
ENSG00000275820,0
ENSG00000275823,0
ENSG00000275826,1
ENSG00000275827,0
ENSG00000275828,0
ENSG00000275829,0
ENSG00000275830,16
ENSG00000275831,0
ENSG00000275832,3166
ENSG00000275833,0
ENSG00000275834,2
ENSG00000275835,1390
ENSG00000275836,0
ENSG00000275839,0
ENSG00000275840,0
ENSG00000275842,0
ENSG00000275845,0
ENSG00000275846,2
ENSG00000275847,0
ENSG00000275849,0
ENSG00000275850,2
ENSG00000275852,4
ENSG00000275853,0
ENSG00000275854,146
ENSG00000275856,0
ENSG00000275857,0
ENSG00000275858,58
ENSG00000275859,0
ENSG00000275860,0
ENSG00000275862,0
ENSG00000275863,2
ENSG00000275864,0
ENSG00000275866,0
ENSG00000275868,0
ENSG00000275870,0
ENSG00000275871,0
ENSG00000275874,673
ENSG00000275875,7
ENSG00000275876,0
ENSG00000275877,0
ENSG00000275878,0
ENSG00000275880,27
ENSG00000275881,0
ENSG00000275882,0
ENSG00000275883,0
ENSG00000275884,0
ENSG00000275888,31
ENSG00000275891,0
ENSG00000275892,0
ENSG00000275894,11
ENSG00000275895,30
ENSG00000275896,9
ENSG00000275897,9
ENSG00000275898,2
ENSG00000275899,0
ENSG00000275900,0
ENSG00000275901,0
ENSG00000275902,0
ENSG00000275904,0
ENSG00000275905,0
ENSG00000275906,0
ENSG00000275908,0
ENSG00000275909,2
ENSG00000275910,61
ENSG00000275912,14
ENSG00000275915,0
ENSG00000275916,0
ENSG00000275919,0
ENSG00000275922,0
ENSG00000275923,0
ENSG00000275924,0
ENSG00000275925,0
ENSG00000275926,0
ENSG00000275927,0
ENSG00000275928,0
ENSG00000275929,0
ENSG00000275930,0
ENSG00000275933,0
ENSG00000275934,0
ENSG00000275936,8
ENSG00000275939,1
ENSG00000275940,1
ENSG00000275942,0
ENSG00000275943,3
ENSG00000275944,0
ENSG00000275945,4
ENSG00000275948,0
ENSG00000275950,0
ENSG00000275952,0
ENSG00000275953,0
ENSG00000275954,0
ENSG00000275955,1
ENSG00000275956,5
ENSG00000275957,0
ENSG00000275958,0
ENSG00000275959,0
ENSG00000275961,2
ENSG00000275963,61
ENSG00000275964,263
ENSG00000275965,4
ENSG00000275966,0
ENSG00000275967,0
ENSG00000275968,0
ENSG00000275969,0
ENSG00000275971,0
ENSG00000275975,0
ENSG00000275976,0
ENSG00000275977,0
ENSG00000275978,0
ENSG00000275980,0
ENSG00000275981,1
ENSG00000275982,0
ENSG00000275986,0
ENSG00000275989,3
ENSG00000275992,0
ENSG00000275993,330
ENSG00000275994,0
ENSG00000275995,13
ENSG00000275996,0
ENSG00000275997,0
ENSG00000275998,0
ENSG00000276002,3
ENSG00000276003,0
ENSG00000276006,0
ENSG00000276007,191
ENSG00000276012,5
ENSG00000276014,4
ENSG00000276015,0
ENSG00000276018,0
ENSG00000276019,0
ENSG00000276023,1881
ENSG00000276024,0
ENSG00000276026,43
ENSG00000276027,0
ENSG00000276029,0
ENSG00000276030,16
ENSG00000276031,0
ENSG00000276032,0
ENSG00000276036,0
ENSG00000276037,0
ENSG00000276038,0
ENSG00000276039,0
ENSG00000276040,0
ENSG00000276043,2674
ENSG00000276045,7117
ENSG00000276046,0
ENSG00000276047,0
ENSG00000276048,6
ENSG00000276050,0
ENSG00000276054,9
ENSG00000276055,0
ENSG00000276056,0
ENSG00000276057,0
ENSG00000276058,18
ENSG00000276059,0
ENSG00000276063,3
ENSG00000276064,0
ENSG00000276067,0
ENSG00000276070,910
ENSG00000276071,19
ENSG00000276073,227
ENSG00000276074,0
ENSG00000276075,39
ENSG00000276076,6
ENSG00000276077,0
ENSG00000276078,0
ENSG00000276079,0
ENSG00000276081,0
ENSG00000276083,0
ENSG00000276085,240
ENSG00000276087,0
ENSG00000276088,0
ENSG00000276089,0
ENSG00000276090,0
ENSG00000276092,3
ENSG00000276093,0
ENSG00000276094,0
ENSG00000276095,0
ENSG00000276096,5
ENSG00000276097,12
ENSG00000276098,0
ENSG00000276100,0
ENSG00000276101,0
ENSG00000276102,0
ENSG00000276103,1
ENSG00000276104,0
ENSG00000276105,0
ENSG00000276107,9
ENSG00000276108,0
ENSG00000276109,3
ENSG00000276110,0
ENSG00000276115,81
ENSG00000276116,16
ENSG00000276117,0
ENSG00000276118,0
ENSG00000276119,0
ENSG00000276121,3
ENSG00000276122,0
ENSG00000276123,0
ENSG00000276124,0
ENSG00000276127,26
ENSG00000276128,0
ENSG00000276131,19
ENSG00000276135,0
ENSG00000276136,367
ENSG00000276137,0
ENSG00000276138,0
ENSG00000276140,0
ENSG00000276141,194
ENSG00000276144,0
ENSG00000276147,0
ENSG00000276148,226
ENSG00000276149,0
ENSG00000276150,0
ENSG00000276151,0
ENSG00000276156,0
ENSG00000276157,0
ENSG00000276158,0
ENSG00000276160,0
ENSG00000276161,0
ENSG00000276162,0
ENSG00000276164,0
ENSG00000276165,0
ENSG00000276166,10
ENSG00000276168,0
ENSG00000276169,0
ENSG00000276170,425
ENSG00000276171,71
ENSG00000276172,0
ENSG00000276174,26
ENSG00000276176,0
ENSG00000276178,0
ENSG00000276179,0
ENSG00000276180,4109
ENSG00000276181,0
ENSG00000276182,84
ENSG00000276183,0
ENSG00000276185,0
ENSG00000276188,39
ENSG00000276189,0
ENSG00000276193,0
ENSG00000276198,0
ENSG00000276200,1
ENSG00000276201,0
ENSG00000276202,0
ENSG00000276203,0
ENSG00000276204,0
ENSG00000276205,0
ENSG00000276206,0
ENSG00000276208,0
ENSG00000276210,0
ENSG00000276213,0
ENSG00000276214,0
ENSG00000276215,0
ENSG00000276216,10
ENSG00000276221,0
ENSG00000276223,3
ENSG00000276225,0
ENSG00000276229,0
ENSG00000276231,647
ENSG00000276232,0
ENSG00000276233,0
ENSG00000276234,2276
ENSG00000276235,0
ENSG00000276236,1
ENSG00000276237,2
ENSG00000276240,0
ENSG00000276241,0
ENSG00000276242,0
ENSG00000276244,0
ENSG00000276246,0
ENSG00000276248,47
ENSG00000276250,53
ENSG00000276251,10
ENSG00000276252,0
ENSG00000276255,16
ENSG00000276257,0
ENSG00000276259,310
ENSG00000276261,75
ENSG00000276266,0
ENSG00000276269,3
ENSG00000276270,0
ENSG00000276271,0
ENSG00000276272,11
ENSG00000276273,0
ENSG00000276277,0
ENSG00000276278,0
ENSG00000276280,0
ENSG00000276281,0
ENSG00000276282,11
ENSG00000276283,0
ENSG00000276288,1
ENSG00000276289,18
ENSG00000276290,0
ENSG00000276291,609
ENSG00000276292,5
ENSG00000276293,7490
ENSG00000276294,0
ENSG00000276298,4
ENSG00000276301,0
ENSG00000276302,0
ENSG00000276304,0
ENSG00000276305,5
ENSG00000276308,0
ENSG00000276309,5
ENSG00000276311,0
ENSG00000276314,0
ENSG00000276315,0
ENSG00000276316,0
ENSG00000276317,19
ENSG00000276318,0
ENSG00000276319,0
ENSG00000276322,0
ENSG00000276325,0
ENSG00000276326,0
ENSG00000276331,3
ENSG00000276332,0
ENSG00000276334,191
ENSG00000276335,77
ENSG00000276337,89
ENSG00000276338,7
ENSG00000276347,0
ENSG00000276348,0
ENSG00000276350,0
ENSG00000276352,0
ENSG00000276353,2
ENSG00000276354,21
ENSG00000276359,0
ENSG00000276362,0
ENSG00000276365,0
ENSG00000276366,0
ENSG00000276368,9
ENSG00000276369,0
ENSG00000276372,0
ENSG00000276373,0
ENSG00000276375,2
ENSG00000276376,0
ENSG00000276380,0
ENSG00000276381,19
ENSG00000276384,15
ENSG00000276385,0
ENSG00000276386,41
ENSG00000276388,0
ENSG00000276389,0
ENSG00000276390,43
ENSG00000276391,0
ENSG00000276393,0
ENSG00000276396,0
ENSG00000276397,1
ENSG00000276398,0
ENSG00000276399,2
ENSG00000276400,0
ENSG00000276401,0
ENSG00000276403,0
ENSG00000276404,2
ENSG00000276405,47
ENSG00000276406,1
ENSG00000276407,0
ENSG00000276408,37
ENSG00000276409,268
ENSG00000276410,5
ENSG00000276411,0
ENSG00000276412,1
ENSG00000276413,7
ENSG00000276417,27
ENSG00000276418,24
ENSG00000276419,0
ENSG00000276422,0
ENSG00000276426,0
ENSG00000276427,0
ENSG00000276428,0
ENSG00000276430,1
ENSG00000276431,0
ENSG00000276434,5
ENSG00000276436,6
ENSG00000276442,0
ENSG00000276443,0
ENSG00000276444,0
ENSG00000276445,94
ENSG00000276449,85
ENSG00000276454,25
ENSG00000276456,0
ENSG00000276457,0
ENSG00000276460,0
ENSG00000276462,45
ENSG00000276467,0
ENSG00000276470,0
ENSG00000276471,0
ENSG00000276472,0
ENSG00000276473,0
ENSG00000276474,0
ENSG00000276475,0
ENSG00000276476,78
ENSG00000276477,0
ENSG00000276478,0
ENSG00000276479,0
ENSG00000276484,0
ENSG00000276486,0
ENSG00000276487,0
ENSG00000276488,23
ENSG00000276489,0
ENSG00000276490,0
ENSG00000276493,3
ENSG00000276494,0
ENSG00000276496,0
ENSG00000276499,0
ENSG00000276500,0
ENSG00000276502,0
ENSG00000276505,20
ENSG00000276506,0
ENSG00000276507,0
ENSG00000276508,3
ENSG00000276509,5
ENSG00000276510,1
ENSG00000276511,0
ENSG00000276513,0
ENSG00000276514,0
ENSG00000276515,0
ENSG00000276517,61
ENSG00000276519,0
ENSG00000276520,0
ENSG00000276521,0
ENSG00000276522,0
ENSG00000276523,38
ENSG00000276524,13
ENSG00000276525,0
ENSG00000276527,2
ENSG00000276528,0
ENSG00000276529,594
ENSG00000276530,0
ENSG00000276531,7
ENSG00000276532,1
ENSG00000276533,59
ENSG00000276535,0
ENSG00000276538,0
ENSG00000276540,0
ENSG00000276542,0
ENSG00000276543,0
ENSG00000276544,0
ENSG00000276545,4
ENSG00000276546,0
ENSG00000276547,5
ENSG00000276548,0
ENSG00000276550,2305
ENSG00000276554,0
ENSG00000276555,10
ENSG00000276556,0
ENSG00000276557,275
ENSG00000276558,0
ENSG00000276562,0
ENSG00000276563,3
ENSG00000276564,100
ENSG00000276566,13
ENSG00000276568,0
ENSG00000276569,0
ENSG00000276570,103
ENSG00000276571,52
ENSG00000276573,12
ENSG00000276574,0
ENSG00000276575,0
ENSG00000276576,4
ENSG00000276577,0
ENSG00000276578,20
ENSG00000276580,0
ENSG00000276581,0
ENSG00000276584,0
ENSG00000276586,0
ENSG00000276587,0
ENSG00000276588,1
ENSG00000276591,0
ENSG00000276592,0
ENSG00000276593,68
ENSG00000276596,0
ENSG00000276597,6
ENSG00000276598,0
ENSG00000276599,0
ENSG00000276600,714
ENSG00000276601,0
ENSG00000276602,0
ENSG00000276603,17
ENSG00000276605,0
ENSG00000276607,0
ENSG00000276609,0
ENSG00000276610,0
ENSG00000276612,0
ENSG00000276614,0
ENSG00000276617,0
ENSG00000276619,0
ENSG00000276620,0
ENSG00000276621,3
ENSG00000276622,0
ENSG00000276623,0
ENSG00000276624,0
ENSG00000276626,0
ENSG00000276627,8
ENSG00000276629,0
ENSG00000276631,0
ENSG00000276632,0
ENSG00000276633,1
ENSG00000276635,0
ENSG00000276637,0
ENSG00000276638,0
ENSG00000276639,0
ENSG00000276641,0
ENSG00000276642,0
ENSG00000276643,0
ENSG00000276644,96
ENSG00000276645,2
ENSG00000276647,0
ENSG00000276648,0
ENSG00000276649,186
ENSG00000276650,0
ENSG00000276651,7
ENSG00000276652,0
ENSG00000276653,0
ENSG00000276656,0
ENSG00000276659,0
ENSG00000276660,0
ENSG00000276661,0
ENSG00000276662,0
ENSG00000276663,18
ENSG00000276664,0
ENSG00000276667,1
ENSG00000276668,9
ENSG00000276669,0
ENSG00000276670,1
ENSG00000276672,143
ENSG00000276673,1
ENSG00000276674,1
ENSG00000276675,0
ENSG00000276677,0
ENSG00000276678,5
ENSG00000276680,0
ENSG00000276682,0
ENSG00000276683,0
ENSG00000276685,0
ENSG00000276687,0
ENSG00000276688,0
ENSG00000276689,0
ENSG00000276690,0
ENSG00000276691,14
ENSG00000276692,0
ENSG00000276693,3
ENSG00000276694,0
ENSG00000276695,0
ENSG00000276696,3
ENSG00000276698,146
ENSG00000276699,5
ENSG00000276702,22
ENSG00000276703,0
ENSG00000276704,21
ENSG00000276706,0
ENSG00000276707,0
ENSG00000276710,292
ENSG00000276712,3
ENSG00000276713,0
ENSG00000276715,5
ENSG00000276717,0
ENSG00000276718,238
ENSG00000276721,0
ENSG00000276722,0
ENSG00000276723,0
ENSG00000276724,0
ENSG00000276727,3
ENSG00000276728,128
ENSG00000276729,2
ENSG00000276730,0
ENSG00000276733,0
ENSG00000276735,6
ENSG00000276737,0
ENSG00000276738,0
ENSG00000276740,1
ENSG00000276741,0
ENSG00000276742,11
ENSG00000276743,0
ENSG00000276744,48
ENSG00000276745,0
ENSG00000276746,1
ENSG00000276747,14
ENSG00000276748,0
ENSG00000276750,0
ENSG00000276751,0
ENSG00000276752,0
ENSG00000276753,0
ENSG00000276754,18
ENSG00000276755,0
ENSG00000276756,0
ENSG00000276757,12
ENSG00000276758,16
ENSG00000276759,0
ENSG00000276762,0
ENSG00000276763,6
ENSG00000276764,0
ENSG00000276765,0
ENSG00000276768,12
ENSG00000276769,0
ENSG00000276770,0
ENSG00000276771,0
ENSG00000276772,13
ENSG00000276773,0
ENSG00000276775,131
ENSG00000276778,14
ENSG00000276782,0
ENSG00000276783,0
ENSG00000276784,0
ENSG00000276786,0
ENSG00000276788,0
ENSG00000276789,0
ENSG00000276790,0
ENSG00000276791,206
ENSG00000276792,0
ENSG00000276793,0
ENSG00000276795,0
ENSG00000276796,0
ENSG00000276797,0
ENSG00000276800,0
ENSG00000276801,0
ENSG00000276805,217
ENSG00000276807,0
ENSG00000276809,40
ENSG00000276810,0
ENSG00000276811,0
ENSG00000276812,0
ENSG00000276813,0
ENSG00000276814,103
ENSG00000276815,0
ENSG00000276817,0
ENSG00000276818,0
ENSG00000276819,110
ENSG00000276822,0
ENSG00000276823,0
ENSG00000276824,0
ENSG00000276827,0
ENSG00000276828,0
ENSG00000276829,0
ENSG00000276830,0
ENSG00000276831,0
ENSG00000276832,50
ENSG00000276835,0
ENSG00000276839,0
ENSG00000276840,25
ENSG00000276841,0
ENSG00000276842,17
ENSG00000276844,0
ENSG00000276845,17
ENSG00000276846,128
ENSG00000276850,111
ENSG00000276851,2
ENSG00000276852,0
ENSG00000276853,24
ENSG00000276854,0
ENSG00000276855,501
ENSG00000276857,0
ENSG00000276859,0
ENSG00000276861,0
ENSG00000276862,0
ENSG00000276863,8
ENSG00000276866,0
ENSG00000276867,13
ENSG00000276868,5
ENSG00000276869,0
ENSG00000276871,0
ENSG00000276873,0
ENSG00000276874,0
ENSG00000276877,0
ENSG00000276878,0
ENSG00000276883,0
ENSG00000276884,0
ENSG00000276888,0
ENSG00000276889,0
ENSG00000276890,0
ENSG00000276891,0
ENSG00000276892,0
ENSG00000276893,0
ENSG00000276894,0
ENSG00000276897,0
ENSG00000276898,0
ENSG00000276899,0
ENSG00000276900,199
ENSG00000276902,0
ENSG00000276903,9
ENSG00000276904,0
ENSG00000276908,0
ENSG00000276911,0
ENSG00000276915,0
ENSG00000276916,2
ENSG00000276917,0
ENSG00000276918,0
ENSG00000276919,0
ENSG00000276921,0
ENSG00000276922,0
ENSG00000276923,11
ENSG00000276924,0
ENSG00000276925,0
ENSG00000276926,3
ENSG00000276927,0
ENSG00000276928,0
ENSG00000276929,0
ENSG00000276931,74
ENSG00000276933,0
ENSG00000276934,6
ENSG00000276939,0
ENSG00000276940,1
ENSG00000276941,0
ENSG00000276942,0
ENSG00000276943,0
ENSG00000276945,25
ENSG00000276949,0
ENSG00000276950,0
ENSG00000276951,0
ENSG00000276952,49
ENSG00000276953,191
ENSG00000276955,0
ENSG00000276956,0
ENSG00000276957,37
ENSG00000276958,0
ENSG00000276960,0
ENSG00000276961,2
ENSG00000276962,0
ENSG00000276963,0
ENSG00000276964,0
ENSG00000276965,0
ENSG00000276966,62
ENSG00000276967,3
ENSG00000276968,50
ENSG00000276972,1
ENSG00000276975,51
ENSG00000276978,0
ENSG00000276980,168
ENSG00000276984,11
ENSG00000276987,0
ENSG00000276988,6
ENSG00000276989,5
ENSG00000276990,0
ENSG00000276991,0
ENSG00000276992,0
ENSG00000276993,0
ENSG00000276995,64
ENSG00000276997,15
ENSG00000276998,0
ENSG00000277000,0
ENSG00000277001,0
ENSG00000277002,0
ENSG00000277003,0
ENSG00000277004,0
ENSG00000277007,116
ENSG00000277008,0
ENSG00000277009,0
ENSG00000277010,0
ENSG00000277011,36
ENSG00000277013,99
ENSG00000277014,0
ENSG00000277017,0
ENSG00000277020,7
ENSG00000277021,0
ENSG00000277022,2
ENSG00000277023,0
ENSG00000277024,0
ENSG00000277026,0
ENSG00000277027,0
ENSG00000277029,0
ENSG00000277030,462
ENSG00000277031,0
ENSG00000277034,0
ENSG00000277035,0
ENSG00000277039,3
ENSG00000277040,0
ENSG00000277041,0
ENSG00000277043,1
ENSG00000277045,0
ENSG00000277047,0
ENSG00000277049,0
ENSG00000277050,76
ENSG00000277051,8
ENSG00000277052,0
ENSG00000277053,73
ENSG00000277054,257
ENSG00000277056,0
ENSG00000277057,0
ENSG00000277058,0
ENSG00000277061,0
ENSG00000277062,0
ENSG00000277063,0
ENSG00000277064,0
ENSG00000277066,0
ENSG00000277067,0
ENSG00000277072,328
ENSG00000277073,0
ENSG00000277074,0
ENSG00000277075,810
ENSG00000277077,0
ENSG00000277081,0
ENSG00000277082,0
ENSG00000277083,2
ENSG00000277084,0
ENSG00000277087,2
ENSG00000277089,1
ENSG00000277095,0
ENSG00000277096,1
ENSG00000277097,0
ENSG00000277099,0
ENSG00000277100,0
ENSG00000277102,0
ENSG00000277103,1
ENSG00000277105,0
ENSG00000277108,0
ENSG00000277109,1
ENSG00000277112,1
ENSG00000277115,0
ENSG00000277116,0
ENSG00000277117,342
ENSG00000277118,1
ENSG00000277119,0
ENSG00000277120,0
ENSG00000277121,0
ENSG00000277122,0
ENSG00000277123,4
ENSG00000277124,0
ENSG00000277125,0
ENSG00000277127,0
ENSG00000277128,4
ENSG00000277129,0
ENSG00000277130,8
ENSG00000277133,0
ENSG00000277135,17
ENSG00000277136,0
ENSG00000277137,0
ENSG00000277138,0
ENSG00000277141,0
ENSG00000277142,41
ENSG00000277143,3
ENSG00000277144,19
ENSG00000277146,0
ENSG00000277147,546
ENSG00000277149,661
ENSG00000277150,1
ENSG00000277151,38
ENSG00000277152,9
ENSG00000277155,0
ENSG00000277156,16
ENSG00000277157,55
ENSG00000277158,0
ENSG00000277159,48
ENSG00000277160,0
ENSG00000277161,1129
ENSG00000277162,0
ENSG00000277168,2
ENSG00000277169,0
ENSG00000277170,9
ENSG00000277171,0
ENSG00000277172,0
ENSG00000277173,4
ENSG00000277174,0
ENSG00000277180,0
ENSG00000277182,32
ENSG00000277184,0
ENSG00000277186,3
ENSG00000277188,0
ENSG00000277189,0
ENSG00000277191,0
ENSG00000277192,0
ENSG00000277194,0
ENSG00000277197,0
ENSG00000277198,4
ENSG00000277199,0
ENSG00000277200,46
ENSG00000277201,3
ENSG00000277202,0
ENSG00000277203,1636
ENSG00000277204,1
ENSG00000277206,1
ENSG00000277207,0
ENSG00000277208,0
ENSG00000277209,0
ENSG00000277210,0
ENSG00000277211,1
ENSG00000277212,0
ENSG00000277213,0
ENSG00000277214,0
ENSG00000277215,5
ENSG00000277216,0
ENSG00000277217,0
ENSG00000277218,45
ENSG00000277223,0
ENSG00000277224,49
ENSG00000277225,0
ENSG00000277227,0
ENSG00000277228,0
ENSG00000277229,4
ENSG00000277231,0
ENSG00000277232,98
ENSG00000277233,0
ENSG00000277234,0
ENSG00000277235,6
ENSG00000277239,0
ENSG00000277241,0
ENSG00000277243,0
ENSG00000277244,0
ENSG00000277245,25
ENSG00000277246,26
ENSG00000277247,44
ENSG00000277248,0
ENSG00000277249,0
ENSG00000277250,1
ENSG00000277252,0
ENSG00000277253,1
ENSG00000277255,0
ENSG00000277257,0
ENSG00000277258,2200
ENSG00000277259,0
ENSG00000277260,1
ENSG00000277264,0
ENSG00000277265,0
ENSG00000277268,0
ENSG00000277269,0
ENSG00000277270,0
ENSG00000277274,0
ENSG00000277275,0
ENSG00000277277,0
ENSG00000277282,38
ENSG00000277283,691
ENSG00000277284,0
ENSG00000277285,0
ENSG00000277287,280
ENSG00000277288,8
ENSG00000277289,0
ENSG00000277290,37
ENSG00000277294,0
ENSG00000277295,0
ENSG00000277296,0
ENSG00000277297,0
ENSG00000277299,59
ENSG00000277300,0
ENSG00000277301,35
ENSG00000277302,0
ENSG00000277304,0
ENSG00000277305,0
ENSG00000277306,0
ENSG00000277308,0
ENSG00000277310,14
ENSG00000277311,7
ENSG00000277312,0
ENSG00000277313,0
ENSG00000277315,0
ENSG00000277319,0
ENSG00000277320,0
ENSG00000277321,0
ENSG00000277322,0
ENSG00000277323,0
ENSG00000277324,9
ENSG00000277325,0
ENSG00000277326,0
ENSG00000277327,3
ENSG00000277328,0
ENSG00000277329,0
ENSG00000277330,0
ENSG00000277331,0
ENSG00000277332,0
ENSG00000277333,0
ENSG00000277338,0
ENSG00000277340,0
ENSG00000277341,0
ENSG00000277342,38
ENSG00000277344,0
ENSG00000277346,0
ENSG00000277347,0
ENSG00000277348,0
ENSG00000277349,3
ENSG00000277350,0
ENSG00000277351,56
ENSG00000277352,1
ENSG00000277353,5
ENSG00000277357,0
ENSG00000277358,2
ENSG00000277360,0
ENSG00000277363,239
ENSG00000277367,0
ENSG00000277368,13
ENSG00000277369,80
ENSG00000277370,0
ENSG00000277371,1
ENSG00000277372,0
ENSG00000277373,20
ENSG00000277379,0
ENSG00000277382,6
ENSG00000277383,43
ENSG00000277385,1
ENSG00000277386,1
ENSG00000277387,4
ENSG00000277388,0
ENSG00000277391,0
ENSG00000277393,0
ENSG00000277394,597
ENSG00000277396,0
ENSG00000277397,0
ENSG00000277399,6
ENSG00000277402,0
