Gene stable ID,3a36d513-6e54-4f58-acb4-e7bda5135b99
ENSG00000265682,0
ENSG00000265683,10
ENSG00000265684,1
ENSG00000265686,0
ENSG00000265688,791
ENSG00000265689,0
ENSG00000265690,0
ENSG00000265691,0
ENSG00000265692,2
ENSG00000265693,0
ENSG00000265694,0
ENSG00000265695,0
ENSG00000265696,0
ENSG00000265697,0
ENSG00000265698,0
ENSG00000265699,0
ENSG00000265700,0
ENSG00000265702,10
ENSG00000265705,0
ENSG00000265706,0
ENSG00000265708,0
ENSG00000265709,0
ENSG00000265711,1
ENSG00000265712,0
ENSG00000265713,0
ENSG00000265714,0
ENSG00000265717,22
ENSG00000265719,0
ENSG00000265720,0
ENSG00000265722,0
ENSG00000265724,2
ENSG00000265725,0
ENSG00000265727,0
ENSG00000265728,0
ENSG00000265730,0
ENSG00000265733,0
ENSG00000265734,0
ENSG00000265735,3
ENSG00000265736,0
ENSG00000265737,2
ENSG00000265739,0
ENSG00000265740,0
ENSG00000265743,103
ENSG00000265744,0
ENSG00000265745,0
ENSG00000265746,0
ENSG00000265749,27
ENSG00000265750,30
ENSG00000265751,0
ENSG00000265752,11
ENSG00000265753,3
ENSG00000265758,0
ENSG00000265759,0
ENSG00000265763,21
ENSG00000265764,0
ENSG00000265766,3
ENSG00000265767,0
ENSG00000265768,0
ENSG00000265771,0
ENSG00000265774,0
ENSG00000265775,0
ENSG00000265776,0
ENSG00000265777,2
ENSG00000265778,23
ENSG00000265780,2
ENSG00000265781,0
ENSG00000265783,0
ENSG00000265784,0
ENSG00000265786,0
ENSG00000265787,24
ENSG00000265788,0
ENSG00000265789,0
ENSG00000265790,0
ENSG00000265791,30
ENSG00000265793,0
ENSG00000265794,0
ENSG00000265798,26
ENSG00000265799,0
ENSG00000265800,11
ENSG00000265801,0
ENSG00000265802,2
ENSG00000265804,0
ENSG00000265806,24
ENSG00000265808,2093
ENSG00000265810,1
ENSG00000265812,0
ENSG00000265813,1
ENSG00000265814,0
ENSG00000265815,0
ENSG00000265817,0
ENSG00000265818,0
ENSG00000265819,0
ENSG00000265820,0
ENSG00000265822,0
ENSG00000265827,0
ENSG00000265828,0
ENSG00000265829,0
ENSG00000265831,0
ENSG00000265833,0
ENSG00000265835,0
ENSG00000265836,0
ENSG00000265837,0
ENSG00000265840,0
ENSG00000265841,0
ENSG00000265843,0
ENSG00000265844,0
ENSG00000265845,2
ENSG00000265846,0
ENSG00000265847,0
ENSG00000265848,0
ENSG00000265850,0
ENSG00000265853,0
ENSG00000265855,0
ENSG00000265856,0
ENSG00000265858,0
ENSG00000265859,0
ENSG00000265861,0
ENSG00000265863,0
ENSG00000265864,0
ENSG00000265865,0
ENSG00000265866,0
ENSG00000265867,0
ENSG00000265869,0
ENSG00000265870,0
ENSG00000265871,0
ENSG00000265872,0
ENSG00000265873,0
ENSG00000265874,1
ENSG00000265875,0
ENSG00000265878,0
ENSG00000265879,0
ENSG00000265881,0
ENSG00000265882,0
ENSG00000265883,0
ENSG00000265885,0
ENSG00000265888,3
ENSG00000265889,0
ENSG00000265891,0
ENSG00000265892,0
ENSG00000265893,0
ENSG00000265894,0
ENSG00000265897,0
ENSG00000265898,0
ENSG00000265899,0
ENSG00000265902,1
ENSG00000265904,0
ENSG00000265905,0
ENSG00000265907,0
ENSG00000265908,2
ENSG00000265911,1
ENSG00000265912,2
ENSG00000265916,2
ENSG00000265917,39
ENSG00000265918,0
ENSG00000265919,0
ENSG00000265924,0
ENSG00000265927,0
ENSG00000265929,1
ENSG00000265931,0
ENSG00000265932,0
ENSG00000265933,0
ENSG00000265934,0
ENSG00000265935,0
ENSG00000265936,5
ENSG00000265939,8
ENSG00000265942,0
ENSG00000265943,15
ENSG00000265944,0
ENSG00000265946,0
ENSG00000265948,0
ENSG00000265954,0
ENSG00000265956,0
ENSG00000265957,0
ENSG00000265959,0
ENSG00000265960,0
ENSG00000265961,0
ENSG00000265962,12
ENSG00000265964,0
ENSG00000265965,0
ENSG00000265967,0
ENSG00000265971,5
ENSG00000265972,84078
ENSG00000265973,0
ENSG00000265975,14
ENSG00000265976,0
ENSG00000265978,0
ENSG00000265979,0
ENSG00000265980,0
ENSG00000265981,0
ENSG00000265982,10
ENSG00000265984,10
ENSG00000265985,0
ENSG00000265986,0
ENSG00000265987,0
ENSG00000265990,0
ENSG00000265991,0
ENSG00000265992,2
ENSG00000265993,0
ENSG00000265994,0
ENSG00000265995,0
ENSG00000265996,9
ENSG00000266002,1
ENSG00000266003,0
ENSG00000266006,0
ENSG00000266009,0
ENSG00000266010,16
ENSG00000266012,0
ENSG00000266013,0
ENSG00000266014,7
ENSG00000266015,0
ENSG00000266016,0
ENSG00000266017,170
ENSG00000266018,0
ENSG00000266019,0
ENSG00000266020,0
ENSG00000266025,0
ENSG00000266028,2411
ENSG00000266029,0
ENSG00000266030,0
ENSG00000266032,21
ENSG00000266036,66
ENSG00000266038,0
ENSG00000266039,0
ENSG00000266041,0
ENSG00000266042,0
ENSG00000266043,0
ENSG00000266044,0
ENSG00000266047,0
ENSG00000266048,0
ENSG00000266049,0
ENSG00000266050,0
ENSG00000266051,0
ENSG00000266052,0
ENSG00000266053,128
ENSG00000266055,0
ENSG00000266057,0
ENSG00000266058,0
ENSG00000266059,0
ENSG00000266060,0
ENSG00000266061,0
ENSG00000266063,0
ENSG00000266065,0
ENSG00000266066,155
ENSG00000266069,0
ENSG00000266070,0
ENSG00000266071,0
ENSG00000266072,0
ENSG00000266073,0
ENSG00000266074,614
ENSG00000266075,9
ENSG00000266076,0
ENSG00000266077,0
ENSG00000266078,0
ENSG00000266079,0
ENSG00000266082,0
ENSG00000266083,0
ENSG00000266085,0
ENSG00000266086,2
ENSG00000266088,47
ENSG00000266090,0
ENSG00000266094,1004
ENSG00000266097,0
ENSG00000266099,0
ENSG00000266100,0
ENSG00000266101,0
ENSG00000266102,0
ENSG00000266104,2
ENSG00000266105,0
ENSG00000266106,1
ENSG00000266107,0
ENSG00000266108,0
ENSG00000266109,0
ENSG00000266110,0
ENSG00000266111,0
ENSG00000266112,0
ENSG00000266114,0
ENSG00000266115,0
ENSG00000266117,0
ENSG00000266120,280
ENSG00000266121,0
ENSG00000266124,0
ENSG00000266125,0
ENSG00000266126,0
ENSG00000266127,0
ENSG00000266128,0
ENSG00000266129,0
ENSG00000266133,0
ENSG00000266136,1
ENSG00000266139,0
ENSG00000266140,0
ENSG00000266143,1
ENSG00000266144,0
ENSG00000266145,1
ENSG00000266146,0
ENSG00000266148,0
ENSG00000266149,0
ENSG00000266150,0
ENSG00000266151,0
ENSG00000266153,0
ENSG00000266154,0
ENSG00000266155,0
ENSG00000266156,0
ENSG00000266158,0
ENSG00000266160,0
ENSG00000266162,0
ENSG00000266163,0
ENSG00000266166,0
ENSG00000266168,0
ENSG00000266171,1
ENSG00000266173,457
ENSG00000266174,0
ENSG00000266176,15
ENSG00000266179,0
ENSG00000266180,0
ENSG00000266181,0
ENSG00000266183,1
ENSG00000266184,1
ENSG00000266185,0
ENSG00000266186,0
ENSG00000266187,1
ENSG00000266188,0
ENSG00000266189,0
ENSG00000266190,2
ENSG00000266192,0
ENSG00000266193,0
ENSG00000266194,0
ENSG00000266195,1
ENSG00000266196,0
ENSG00000266200,219
ENSG00000266201,0
ENSG00000266202,2
ENSG00000266203,0
ENSG00000266204,0
ENSG00000266205,0
ENSG00000266206,0
ENSG00000266207,0
ENSG00000266208,642
ENSG00000266209,0
ENSG00000266210,0
ENSG00000266211,0
ENSG00000266213,0
ENSG00000266215,0
ENSG00000266216,0
ENSG00000266217,0
ENSG00000266218,0
ENSG00000266220,0
ENSG00000266222,0
ENSG00000266224,0
ENSG00000266226,0
ENSG00000266227,0
ENSG00000266228,0
ENSG00000266229,0
ENSG00000266230,0
ENSG00000266232,1
ENSG00000266233,0
ENSG00000266235,2
ENSG00000266236,18
ENSG00000266237,0
ENSG00000266239,5
ENSG00000266240,0
ENSG00000266241,0
ENSG00000266242,0
ENSG00000266243,0
ENSG00000266244,0
ENSG00000266245,1
ENSG00000266246,0
ENSG00000266248,0
ENSG00000266251,0
ENSG00000266252,0
ENSG00000266254,0
ENSG00000266255,0
ENSG00000266256,41
ENSG00000266257,0
ENSG00000266258,17
ENSG00000266259,0
ENSG00000266261,4
ENSG00000266262,0
ENSG00000266264,0
ENSG00000266265,8
ENSG00000266268,0
ENSG00000266269,0
ENSG00000266270,0
ENSG00000266272,0
ENSG00000266273,0
ENSG00000266274,22
ENSG00000266275,0
ENSG00000266276,0
ENSG00000266277,0
ENSG00000266278,1
ENSG00000266279,0
ENSG00000266282,3
ENSG00000266283,2
ENSG00000266287,0
ENSG00000266288,0
ENSG00000266289,17
ENSG00000266290,1
ENSG00000266291,0
ENSG00000266293,0
ENSG00000266294,0
ENSG00000266296,1
ENSG00000266297,0
ENSG00000266299,0
ENSG00000266302,4
ENSG00000266304,2
ENSG00000266305,0
ENSG00000266306,0
ENSG00000266307,0
ENSG00000266308,0
ENSG00000266309,0
ENSG00000266310,0
ENSG00000266311,0
ENSG00000266312,1
ENSG00000266313,2
ENSG00000266315,2
ENSG00000266317,0
ENSG00000266318,0
ENSG00000266319,0
ENSG00000266320,1
ENSG00000266321,0
ENSG00000266324,0
ENSG00000266325,0
ENSG00000266327,0
ENSG00000266328,0
ENSG00000266329,0
ENSG00000266330,0
ENSG00000266333,0
ENSG00000266335,0
ENSG00000266336,0
ENSG00000266338,214
ENSG00000266340,4
ENSG00000266341,0
ENSG00000266344,0
ENSG00000266347,0
ENSG00000266349,0
ENSG00000266354,0
ENSG00000266355,0
ENSG00000266356,1
ENSG00000266357,0
ENSG00000266358,0
ENSG00000266360,0
ENSG00000266363,0
ENSG00000266364,0
ENSG00000266365,0
ENSG00000266368,4
ENSG00000266369,0
ENSG00000266370,0
ENSG00000266371,1
ENSG00000266373,6
ENSG00000266374,0
ENSG00000266376,0
ENSG00000266378,2
ENSG00000266379,3
ENSG00000266382,0
ENSG00000266383,0
ENSG00000266385,0
ENSG00000266388,0
ENSG00000266389,5
ENSG00000266390,0
ENSG00000266391,0
ENSG00000266392,2
ENSG00000266393,0
ENSG00000266396,0
ENSG00000266397,0
ENSG00000266398,0
ENSG00000266399,2
ENSG00000266400,0
ENSG00000266401,0
ENSG00000266402,54
ENSG00000266403,0
ENSG00000266405,31
ENSG00000266407,0
ENSG00000266409,0
ENSG00000266411,1
ENSG00000266412,7579
ENSG00000266415,0
ENSG00000266416,0
ENSG00000266417,0
ENSG00000266420,0
ENSG00000266421,0
ENSG00000266423,0
ENSG00000266426,0
ENSG00000266429,0
ENSG00000266430,0
ENSG00000266431,3
ENSG00000266432,0
ENSG00000266433,0
ENSG00000266436,0
ENSG00000266437,0
ENSG00000266439,0
ENSG00000266441,1
ENSG00000266443,0
ENSG00000266445,0
ENSG00000266446,1
ENSG00000266448,0
ENSG00000266449,0
ENSG00000266450,0
ENSG00000266451,0
ENSG00000266454,0
ENSG00000266456,34
ENSG00000266457,0
ENSG00000266458,0
ENSG00000266459,0
ENSG00000266460,0
ENSG00000266461,0
ENSG00000266463,1
ENSG00000266466,0
ENSG00000266467,0
ENSG00000266469,628
ENSG00000266470,0
ENSG00000266472,3802
ENSG00000266473,6
ENSG00000266476,0
ENSG00000266477,0
ENSG00000266478,0
ENSG00000266479,0
ENSG00000266481,0
ENSG00000266482,0
ENSG00000266483,0
ENSG00000266485,0
ENSG00000266486,0
ENSG00000266489,0
ENSG00000266490,48
ENSG00000266491,0
ENSG00000266493,0
ENSG00000266494,0
ENSG00000266495,7
ENSG00000266496,0
ENSG00000266497,0
ENSG00000266498,1
ENSG00000266499,0
ENSG00000266500,0
ENSG00000266501,1
ENSG00000266502,0
ENSG00000266503,1
ENSG00000266504,0
ENSG00000266505,0
ENSG00000266507,0
ENSG00000266508,0
ENSG00000266509,0
ENSG00000266510,0
ENSG00000266511,0
ENSG00000266513,0
ENSG00000266514,0
ENSG00000266515,0
ENSG00000266517,0
ENSG00000266518,0
ENSG00000266520,0
ENSG00000266521,13
ENSG00000266522,1
ENSG00000266524,221
ENSG00000266525,0
ENSG00000266526,0
ENSG00000266527,3
ENSG00000266529,0
ENSG00000266530,0
ENSG00000266531,0
ENSG00000266533,0
ENSG00000266535,0
ENSG00000266537,0
ENSG00000266538,0
ENSG00000266539,0
ENSG00000266541,5
ENSG00000266542,0
ENSG00000266543,0
ENSG00000266545,0
ENSG00000266546,0
ENSG00000266547,0
ENSG00000266549,0
ENSG00000266550,0
ENSG00000266552,0
ENSG00000266553,0
ENSG00000266554,0
ENSG00000266555,0
ENSG00000266556,0
ENSG00000266559,0
ENSG00000266560,0
ENSG00000266561,0
ENSG00000266563,8
ENSG00000266564,0
ENSG00000266567,0
ENSG00000266569,0
ENSG00000266570,0
ENSG00000266573,1
ENSG00000266575,0
ENSG00000266578,3
ENSG00000266579,0
ENSG00000266580,0
ENSG00000266581,0
ENSG00000266582,0
ENSG00000266583,0
ENSG00000266584,0
ENSG00000266586,0
ENSG00000266587,1
ENSG00000266588,0
ENSG00000266589,1
ENSG00000266590,0
ENSG00000266591,0
ENSG00000266593,0
ENSG00000266594,0
ENSG00000266595,0
ENSG00000266597,0
ENSG00000266598,0
ENSG00000266599,0
ENSG00000266601,34
ENSG00000266602,0
ENSG00000266604,0
ENSG00000266605,0
ENSG00000266608,0
ENSG00000266609,0
ENSG00000266610,0
ENSG00000266611,0
ENSG00000266613,1
ENSG00000266614,2
ENSG00000266616,0
ENSG00000266617,0
ENSG00000266618,0
ENSG00000266619,0
ENSG00000266620,0
ENSG00000266621,0
ENSG00000266624,0
ENSG00000266625,0
ENSG00000266627,0
ENSG00000266630,0
ENSG00000266631,0
ENSG00000266634,0
ENSG00000266636,0
ENSG00000266637,0
ENSG00000266640,1
ENSG00000266642,0
ENSG00000266643,4
ENSG00000266644,1
ENSG00000266645,0
ENSG00000266647,0
ENSG00000266648,2
ENSG00000266649,0
ENSG00000266651,12
ENSG00000266652,0
ENSG00000266654,1
ENSG00000266655,0
ENSG00000266656,0
ENSG00000266663,0
ENSG00000266664,0
ENSG00000266665,0
ENSG00000266666,0
ENSG00000266667,0
ENSG00000266668,0
ENSG00000266669,0
ENSG00000266671,0
ENSG00000266673,0
ENSG00000266675,0
ENSG00000266676,2
ENSG00000266677,3
ENSG00000266678,0
ENSG00000266680,61
ENSG00000266682,0
ENSG00000266683,0
ENSG00000266685,0
ENSG00000266687,0
ENSG00000266688,0
ENSG00000266690,0
ENSG00000266691,0
ENSG00000266692,0
ENSG00000266693,0
ENSG00000266696,1
ENSG00000266697,0
ENSG00000266698,0
ENSG00000266699,0
ENSG00000266700,0
ENSG00000266701,1
ENSG00000266703,0
ENSG00000266704,0
ENSG00000266705,0
ENSG00000266706,1
ENSG00000266707,0
ENSG00000266708,12
ENSG00000266709,8
ENSG00000266710,0
ENSG00000266711,0
ENSG00000266712,0
ENSG00000266713,0
ENSG00000266714,5044
ENSG00000266715,0
ENSG00000266717,7
ENSG00000266718,13
ENSG00000266719,0
ENSG00000266720,0
ENSG00000266721,2
ENSG00000266722,0
ENSG00000266724,0
ENSG00000266727,0
ENSG00000266728,0
ENSG00000266729,0
ENSG00000266733,0
ENSG00000266734,0
ENSG00000266736,0
ENSG00000266737,0
ENSG00000266738,0
ENSG00000266739,0
ENSG00000266740,0
ENSG00000266743,72
ENSG00000266744,0
ENSG00000266745,0
ENSG00000266746,0
ENSG00000266750,2
ENSG00000266751,0
ENSG00000266754,0
ENSG00000266756,0
ENSG00000266758,0
ENSG00000266760,0
ENSG00000266761,0
ENSG00000266763,0
ENSG00000266765,0
ENSG00000266767,0
ENSG00000266768,0
ENSG00000266769,0
ENSG00000266770,0
ENSG00000266771,0
ENSG00000266772,0
ENSG00000266774,0
ENSG00000266775,0
ENSG00000266776,0
ENSG00000266777,39
ENSG00000266778,0
ENSG00000266780,0
ENSG00000266782,0
ENSG00000266783,20
ENSG00000266786,1
ENSG00000266793,0
ENSG00000266794,0
ENSG00000266799,0
ENSG00000266800,0
ENSG00000266801,0
ENSG00000266802,0
ENSG00000266803,1
ENSG00000266804,0
ENSG00000266805,3
ENSG00000266806,0
ENSG00000266807,0
ENSG00000266808,0
ENSG00000266809,0
ENSG00000266814,0
ENSG00000266816,0
ENSG00000266817,0
ENSG00000266818,0
ENSG00000266820,0
ENSG00000266821,5
ENSG00000266822,0
ENSG00000266824,10
ENSG00000266825,1
ENSG00000266826,0
ENSG00000266827,0
ENSG00000266828,0
ENSG00000266830,0
ENSG00000266832,0
ENSG00000266835,26
ENSG00000266837,0
ENSG00000266838,0
ENSG00000266839,0
ENSG00000266840,0
ENSG00000266844,0
ENSG00000266846,8
ENSG00000266849,0
ENSG00000266850,5
ENSG00000266852,2
ENSG00000266853,0
ENSG00000266854,0
ENSG00000266855,0
ENSG00000266857,0
ENSG00000266858,0
ENSG00000266859,0
ENSG00000266861,0
ENSG00000266862,0
ENSG00000266863,0
ENSG00000266864,0
ENSG00000266865,179
ENSG00000266868,0
ENSG00000266869,0
ENSG00000266872,0
ENSG00000266875,0
ENSG00000266876,2
ENSG00000266877,2
ENSG00000266881,0
ENSG00000266885,0
ENSG00000266887,0
ENSG00000266890,0
ENSG00000266891,0
ENSG00000266893,0
ENSG00000266896,35
ENSG00000266897,3
ENSG00000266899,0
ENSG00000266900,2
ENSG00000266901,0
ENSG00000266903,36
ENSG00000266904,318
ENSG00000266905,2
ENSG00000266906,0
ENSG00000266907,0
ENSG00000266908,0
ENSG00000266909,1
ENSG00000266910,58
ENSG00000266912,9
ENSG00000266913,5
ENSG00000266915,0
ENSG00000266916,195
ENSG00000266918,2
ENSG00000266919,0
ENSG00000266920,5
ENSG00000266921,33
ENSG00000266922,1
ENSG00000266923,0
ENSG00000266924,0
ENSG00000266925,0
ENSG00000266928,0
ENSG00000266929,0
ENSG00000266931,19
ENSG00000266932,4
ENSG00000266933,4
ENSG00000266934,1
ENSG00000266936,5
ENSG00000266938,0
ENSG00000266941,0
ENSG00000266943,0
ENSG00000266944,0
ENSG00000266946,0
ENSG00000266947,134
ENSG00000266950,1
ENSG00000266951,0
ENSG00000266952,1
ENSG00000266953,1
ENSG00000266954,12
ENSG00000266955,0
ENSG00000266957,0
ENSG00000266958,3
ENSG00000266959,0
ENSG00000266960,0
ENSG00000266961,0
ENSG00000266962,461
ENSG00000266963,2
ENSG00000266964,130
ENSG00000266965,0
ENSG00000266967,398
ENSG00000266968,68
ENSG00000266969,4
ENSG00000266970,60
ENSG00000266971,0
ENSG00000266973,0
ENSG00000266975,1
ENSG00000266976,0
ENSG00000266977,0
ENSG00000266978,0
ENSG00000266979,1
ENSG00000266980,4
ENSG00000266981,0
ENSG00000266983,10
ENSG00000266984,1
ENSG00000266985,0
ENSG00000266987,4
ENSG00000266988,1
ENSG00000266989,1
ENSG00000266990,0
ENSG00000266992,1
ENSG00000266993,9
ENSG00000266994,0
ENSG00000266995,4
ENSG00000266997,0
ENSG00000266998,5
ENSG00000267000,0
ENSG00000267001,0
ENSG00000267002,51
ENSG00000267004,0
ENSG00000267005,5
ENSG00000267006,0
ENSG00000267007,0
ENSG00000267009,81
ENSG00000267011,9
ENSG00000267012,0
ENSG00000267013,7
ENSG00000267014,3
ENSG00000267015,0
ENSG00000267016,1
ENSG00000267019,1
ENSG00000267021,0
ENSG00000267022,0
ENSG00000267023,209
ENSG00000267024,2
ENSG00000267026,1
ENSG00000267027,0
ENSG00000267028,0
ENSG00000267030,0
ENSG00000267032,0
ENSG00000267033,6
ENSG00000267034,6
ENSG00000267035,0
ENSG00000267036,0
ENSG00000267037,0
ENSG00000267038,0
ENSG00000267039,0
ENSG00000267040,189
ENSG00000267041,207
ENSG00000267042,2
ENSG00000267044,0
ENSG00000267045,57
ENSG00000267046,1
ENSG00000267047,0
ENSG00000267048,2
ENSG00000267049,79
ENSG00000267051,0
ENSG00000267052,0
ENSG00000267053,49
ENSG00000267054,0
ENSG00000267055,1
ENSG00000267056,13
ENSG00000267057,0
ENSG00000267058,7
ENSG00000267059,0
ENSG00000267060,29
ENSG00000267061,0
ENSG00000267062,0
ENSG00000267063,0
ENSG00000267064,17
ENSG00000267065,9
ENSG00000267066,0
ENSG00000267069,5
ENSG00000267070,2
ENSG00000267072,0
ENSG00000267073,0
ENSG00000267074,7
ENSG00000267075,0
ENSG00000267076,3
ENSG00000267077,15
ENSG00000267078,10
ENSG00000267079,1
ENSG00000267080,1019
ENSG00000267081,0
ENSG00000267082,27
ENSG00000267083,0
ENSG00000267084,0
ENSG00000267085,0
ENSG00000267088,3
ENSG00000267089,17
ENSG00000267090,0
ENSG00000267091,2
ENSG00000267092,2
ENSG00000267094,0
ENSG00000267095,1
ENSG00000267096,10
ENSG00000267097,10
ENSG00000267098,0
ENSG00000267099,0
ENSG00000267100,1562
ENSG00000267101,0
ENSG00000267102,22
ENSG00000267104,0
ENSG00000267105,4
ENSG00000267106,385
ENSG00000267107,323
ENSG00000267108,3
ENSG00000267109,0
ENSG00000267110,0
ENSG00000267112,0
ENSG00000267113,1
ENSG00000267114,21
ENSG00000267115,3
ENSG00000267116,0
ENSG00000267117,5
ENSG00000267119,23
ENSG00000267120,5
ENSG00000267121,185
ENSG00000267122,9
ENSG00000267123,4
ENSG00000267124,0
ENSG00000267125,0
ENSG00000267127,75
ENSG00000267128,58
ENSG00000267129,0
ENSG00000267130,3
ENSG00000267131,0
ENSG00000267132,0
ENSG00000267133,0
ENSG00000267134,0
ENSG00000267135,3
ENSG00000267136,4
ENSG00000267137,0
ENSG00000267138,2
ENSG00000267139,0
ENSG00000267140,1
ENSG00000267141,1
ENSG00000267142,10
ENSG00000267143,2
ENSG00000267144,1
ENSG00000267145,0
ENSG00000267146,0
ENSG00000267147,0
ENSG00000267148,0
ENSG00000267149,3
ENSG00000267150,5
ENSG00000267151,3
ENSG00000267152,213
ENSG00000267153,0
ENSG00000267154,0
ENSG00000267156,9
ENSG00000267157,4
ENSG00000267159,0
ENSG00000267160,12
ENSG00000267162,0
ENSG00000267163,8
ENSG00000267165,0
ENSG00000267166,1
ENSG00000267168,0
ENSG00000267169,149
ENSG00000267170,1
ENSG00000267172,1
ENSG00000267173,0
ENSG00000267174,35
ENSG00000267175,1
ENSG00000267177,1
ENSG00000267178,1
ENSG00000267179,7
ENSG00000267180,0
ENSG00000267182,0
ENSG00000267184,7
ENSG00000267185,6
ENSG00000267187,0
ENSG00000267188,0
ENSG00000267189,1
ENSG00000267190,0
ENSG00000267191,3
ENSG00000267192,2
ENSG00000267193,2
ENSG00000267194,359
ENSG00000267195,0
ENSG00000267196,2
ENSG00000267197,5
ENSG00000267198,8
ENSG00000267199,13
ENSG00000267200,0
ENSG00000267201,4
ENSG00000267202,0
ENSG00000267203,0
ENSG00000267204,0
ENSG00000267205,1
ENSG00000267206,26
ENSG00000267207,0
ENSG00000267209,4
ENSG00000267211,1
ENSG00000267212,1
ENSG00000267213,36
ENSG00000267214,0
ENSG00000267215,0
ENSG00000267216,14
ENSG00000267218,2
ENSG00000267219,32
ENSG00000267220,1
ENSG00000267221,85
ENSG00000267222,3
ENSG00000267223,0
ENSG00000267224,2
ENSG00000267225,0
ENSG00000267226,5
ENSG00000267227,0
ENSG00000267228,0
ENSG00000267230,3
ENSG00000267231,0
ENSG00000267232,0
ENSG00000267233,0
ENSG00000267234,0
ENSG00000267235,0
ENSG00000267238,0
ENSG00000267239,4
ENSG00000267240,0
ENSG00000267241,0
ENSG00000267243,0
ENSG00000267244,52
ENSG00000267245,0
ENSG00000267246,1
ENSG00000267247,0
ENSG00000267248,39
ENSG00000267249,144
ENSG00000267250,0
ENSG00000267251,190
ENSG00000267252,0
ENSG00000267253,3
ENSG00000267254,188
ENSG00000267255,6
ENSG00000267257,1
ENSG00000267258,2
ENSG00000267259,16
ENSG00000267260,16
ENSG00000267261,1
ENSG00000267262,2
ENSG00000267263,0
ENSG00000267264,3
ENSG00000267265,41
ENSG00000267268,4
ENSG00000267269,0
ENSG00000267270,233
ENSG00000267271,0
ENSG00000267272,140
ENSG00000267273,0
ENSG00000267274,20
ENSG00000267275,0
ENSG00000267277,24
ENSG00000267278,140
ENSG00000267279,14
ENSG00000267280,40
ENSG00000267281,147
ENSG00000267282,13
ENSG00000267283,27
ENSG00000267284,0
ENSG00000267285,0
ENSG00000267286,0
ENSG00000267287,12
ENSG00000267288,83
ENSG00000267289,3
ENSG00000267291,1
ENSG00000267292,0
ENSG00000267293,1
ENSG00000267295,0
ENSG00000267296,123
ENSG00000267298,2
ENSG00000267299,2
ENSG00000267301,0
ENSG00000267302,27
ENSG00000267303,0
ENSG00000267304,1
ENSG00000267305,0
ENSG00000267308,2
ENSG00000267309,135
ENSG00000267310,0
ENSG00000267311,0
ENSG00000267312,0
ENSG00000267313,1
ENSG00000267314,6
ENSG00000267315,0
ENSG00000267316,0
ENSG00000267317,444
ENSG00000267318,0
ENSG00000267319,27
ENSG00000267320,0
ENSG00000267321,583
ENSG00000267322,36
ENSG00000267323,3
ENSG00000267324,0
ENSG00000267325,16
ENSG00000267327,0
ENSG00000267328,13
ENSG00000267332,4
ENSG00000267333,0
ENSG00000267334,0
ENSG00000267335,0
ENSG00000267336,7
ENSG00000267337,0
ENSG00000267338,0
ENSG00000267339,0
ENSG00000267340,1
ENSG00000267341,0
ENSG00000267342,58
ENSG00000267343,0
ENSG00000267344,17
ENSG00000267345,2
ENSG00000267346,2
ENSG00000267348,66
ENSG00000267349,0
ENSG00000267352,0
ENSG00000267353,0
ENSG00000267354,0
ENSG00000267355,67
ENSG00000267356,0
ENSG00000267359,2
ENSG00000267360,1
ENSG00000267361,0
ENSG00000267363,0
ENSG00000267364,56
ENSG00000267365,8
ENSG00000267366,39
ENSG00000267368,97
ENSG00000267369,59
ENSG00000267370,31
ENSG00000267371,0
ENSG00000267372,70
ENSG00000267373,0
ENSG00000267374,85
ENSG00000267375,0
ENSG00000267376,0
ENSG00000267378,0
ENSG00000267379,0
ENSG00000267382,0
ENSG00000267383,42
ENSG00000267384,0
ENSG00000267385,36
ENSG00000267387,5
ENSG00000267388,3
ENSG00000267389,0
ENSG00000267390,75
ENSG00000267391,1
ENSG00000267392,1
ENSG00000267393,1
ENSG00000267394,8
ENSG00000267395,83
ENSG00000267396,0
ENSG00000267397,12
ENSG00000267398,0
ENSG00000267399,0
ENSG00000267400,0
ENSG00000267401,0
ENSG00000267402,0
ENSG00000267404,0
ENSG00000267405,2
ENSG00000267406,1
ENSG00000267407,0
ENSG00000267408,0
ENSG00000267409,4
ENSG00000267412,5
ENSG00000267413,0
ENSG00000267414,257
ENSG00000267415,0
ENSG00000267416,16
ENSG00000267417,3
ENSG00000267418,1
ENSG00000267419,135
ENSG00000267420,0
ENSG00000267421,18
ENSG00000267422,32
ENSG00000267423,0
ENSG00000267424,0
ENSG00000267425,0
ENSG00000267426,4
ENSG00000267428,0
ENSG00000267429,4
ENSG00000267430,0
ENSG00000267432,3
ENSG00000267433,0
ENSG00000267436,0
ENSG00000267437,0
ENSG00000267439,9
ENSG00000267440,2
ENSG00000267441,0
ENSG00000267443,2
ENSG00000267444,0
ENSG00000267446,0
ENSG00000267447,0
ENSG00000267448,1
ENSG00000267449,3
ENSG00000267450,0
ENSG00000267452,8
ENSG00000267453,7
ENSG00000267454,101
ENSG00000267455,0
ENSG00000267456,1
ENSG00000267457,6
ENSG00000267458,0
ENSG00000267459,0
ENSG00000267461,2
ENSG00000267462,0
ENSG00000267463,1
ENSG00000267465,0
ENSG00000267466,7
ENSG00000267467,0
ENSG00000267469,0
ENSG00000267470,39
ENSG00000267471,0
ENSG00000267472,2
ENSG00000267474,5
ENSG00000267475,23
ENSG00000267476,1
ENSG00000267477,0
ENSG00000267478,0
ENSG00000267480,54
