Gene stable ID,8997905f-23b7-4c4d-b4dd-aaa1ec7e8ad8
ENSG00000276556,0
ENSG00000276557,7
ENSG00000276558,0
ENSG00000276562,0
ENSG00000276563,2
ENSG00000276564,16
ENSG00000276566,0
ENSG00000276568,1
ENSG00000276569,2
ENSG00000276570,24
ENSG00000276571,28
ENSG00000276573,2
ENSG00000276574,1
ENSG00000276575,0
ENSG00000276576,0
ENSG00000276577,0
ENSG00000276578,0
ENSG00000276580,1
ENSG00000276581,0
ENSG00000276584,0
ENSG00000276586,0
ENSG00000276587,0
ENSG00000276588,1
ENSG00000276591,0
ENSG00000276592,0
ENSG00000276593,3
ENSG00000276596,0
ENSG00000276597,0
ENSG00000276598,0
ENSG00000276599,0
ENSG00000276600,255
ENSG00000276601,0
ENSG00000276602,0
ENSG00000276603,4
ENSG00000276605,0
ENSG00000276607,0
ENSG00000276609,0
ENSG00000276610,0
ENSG00000276612,0
ENSG00000276614,0
ENSG00000276617,0
ENSG00000276619,0
ENSG00000276620,1
ENSG00000276621,0
ENSG00000276622,0
ENSG00000276623,0
ENSG00000276624,0
ENSG00000276626,0
ENSG00000276627,0
ENSG00000276629,0
ENSG00000276631,0
ENSG00000276632,0
ENSG00000276633,0
ENSG00000276635,0
ENSG00000276637,0
ENSG00000276638,0
ENSG00000276639,0
ENSG00000276641,4
ENSG00000276642,0
ENSG00000276643,0
ENSG00000276644,3615
ENSG00000276645,0
ENSG00000276647,1
ENSG00000276648,0
ENSG00000276649,2
ENSG00000276650,0
ENSG00000276651,5
ENSG00000276652,0
ENSG00000276653,0
ENSG00000276656,0
ENSG00000276659,1
ENSG00000276660,0
ENSG00000276661,0
ENSG00000276662,3
ENSG00000276663,5
ENSG00000276664,0
ENSG00000276667,1
ENSG00000276668,0
ENSG00000276669,0
ENSG00000276670,0
ENSG00000276672,47
ENSG00000276673,0
ENSG00000276674,1
ENSG00000276675,0
ENSG00000276677,0
ENSG00000276678,0
ENSG00000276680,0
ENSG00000276682,0
ENSG00000276683,0
ENSG00000276685,0
ENSG00000276687,0
ENSG00000276688,0
ENSG00000276689,0
ENSG00000276690,0
ENSG00000276691,5
ENSG00000276692,0
ENSG00000276693,0
ENSG00000276694,0
ENSG00000276695,0
ENSG00000276696,0
ENSG00000276698,33
ENSG00000276699,0
ENSG00000276702,1
ENSG00000276703,0
ENSG00000276704,2
ENSG00000276706,0
ENSG00000276707,0
ENSG00000276710,141
ENSG00000276712,3
ENSG00000276713,0
ENSG00000276715,0
ENSG00000276717,0
ENSG00000276718,14
ENSG00000276721,0
ENSG00000276722,0
ENSG00000276723,0
ENSG00000276724,0
ENSG00000276727,1
ENSG00000276728,84
ENSG00000276729,0
ENSG00000276730,0
ENSG00000276733,0
ENSG00000276735,0
ENSG00000276737,0
ENSG00000276738,0
ENSG00000276740,4
ENSG00000276741,0
ENSG00000276742,2
ENSG00000276743,0
ENSG00000276744,5
ENSG00000276745,0
ENSG00000276746,0
ENSG00000276747,0
ENSG00000276748,0
ENSG00000276750,0
ENSG00000276751,0
ENSG00000276752,0
ENSG00000276753,0
ENSG00000276754,4
ENSG00000276755,0
ENSG00000276756,0
ENSG00000276757,1
ENSG00000276758,1
ENSG00000276759,0
ENSG00000276762,0
ENSG00000276763,0
ENSG00000276764,0
ENSG00000276765,0
ENSG00000276768,0
ENSG00000276769,0
ENSG00000276770,0
ENSG00000276771,0
ENSG00000276772,17
ENSG00000276773,0
ENSG00000276775,2
ENSG00000276778,0
ENSG00000276782,0
ENSG00000276783,0
ENSG00000276784,0
ENSG00000276786,0
ENSG00000276788,0
ENSG00000276789,0
ENSG00000276790,13
ENSG00000276791,120
ENSG00000276792,0
ENSG00000276793,1
ENSG00000276795,0
ENSG00000276796,0
ENSG00000276797,3
ENSG00000276800,0
ENSG00000276801,0
ENSG00000276805,105
ENSG00000276807,0
ENSG00000276809,2
ENSG00000276810,0
ENSG00000276811,0
ENSG00000276812,0
ENSG00000276813,0
ENSG00000276814,22
ENSG00000276815,0
ENSG00000276817,0
ENSG00000276818,0
ENSG00000276819,2
ENSG00000276822,1
ENSG00000276823,2
ENSG00000276824,0
ENSG00000276827,0
ENSG00000276828,0
ENSG00000276829,0
ENSG00000276830,1
ENSG00000276831,1
ENSG00000276832,5
ENSG00000276835,0
ENSG00000276839,0
ENSG00000276840,10
ENSG00000276841,0
ENSG00000276842,7
ENSG00000276844,0
ENSG00000276845,0
ENSG00000276846,57
ENSG00000276850,0
ENSG00000276851,0
ENSG00000276852,0
ENSG00000276853,7
ENSG00000276854,0
ENSG00000276855,353
ENSG00000276857,0
ENSG00000276859,0
ENSG00000276861,0
ENSG00000276862,1
ENSG00000276863,17
ENSG00000276866,0
ENSG00000276867,1
ENSG00000276868,0
ENSG00000276869,0
ENSG00000276871,0
ENSG00000276873,0
ENSG00000276874,0
ENSG00000276877,0
ENSG00000276878,0
ENSG00000276883,1
ENSG00000276884,0
ENSG00000276888,0
ENSG00000276889,0
ENSG00000276890,0
ENSG00000276891,0
ENSG00000276892,0
ENSG00000276893,0
ENSG00000276894,0
ENSG00000276897,0
ENSG00000276898,0
ENSG00000276899,2
ENSG00000276900,265
ENSG00000276902,0
ENSG00000276903,4
ENSG00000276904,0
ENSG00000276908,0
ENSG00000276911,0
ENSG00000276915,0
ENSG00000276916,2
ENSG00000276917,0
ENSG00000276918,0
ENSG00000276919,0
ENSG00000276921,0
ENSG00000276922,0
ENSG00000276923,3
ENSG00000276924,2
ENSG00000276925,4
ENSG00000276926,1
ENSG00000276927,0
ENSG00000276928,0
ENSG00000276929,0
ENSG00000276931,7
ENSG00000276933,0
ENSG00000276934,4
ENSG00000276939,0
ENSG00000276940,0
ENSG00000276941,0
ENSG00000276942,0
ENSG00000276943,0
ENSG00000276945,11
ENSG00000276949,0
ENSG00000276950,1
ENSG00000276951,0
ENSG00000276952,6
ENSG00000276953,0
ENSG00000276955,0
ENSG00000276956,0
ENSG00000276957,5
ENSG00000276958,0
ENSG00000276960,0
ENSG00000276961,0
ENSG00000276962,0
ENSG00000276963,0
ENSG00000276964,0
ENSG00000276965,0
ENSG00000276966,16
ENSG00000276967,9
ENSG00000276968,5
ENSG00000276972,1
ENSG00000276975,150
ENSG00000276978,0
ENSG00000276980,41
ENSG00000276984,7
ENSG00000276987,0
ENSG00000276988,1
ENSG00000276989,0
ENSG00000276990,0
ENSG00000276991,0
ENSG00000276992,0
ENSG00000276993,0
ENSG00000276995,8
ENSG00000276997,10
ENSG00000276998,0
ENSG00000277000,0
ENSG00000277001,0
ENSG00000277002,0
ENSG00000277003,0
ENSG00000277004,0
ENSG00000277007,29
ENSG00000277008,0
ENSG00000277009,0
ENSG00000277010,293
ENSG00000277011,0
ENSG00000277013,284
ENSG00000277014,0
ENSG00000277017,0
ENSG00000277020,4
ENSG00000277021,0
ENSG00000277022,25
ENSG00000277023,0
ENSG00000277024,1
ENSG00000277026,0
ENSG00000277027,0
ENSG00000277029,0
ENSG00000277030,1
ENSG00000277031,0
ENSG00000277034,0
ENSG00000277035,2
ENSG00000277039,1
ENSG00000277040,0
ENSG00000277041,0
ENSG00000277043,4
ENSG00000277045,0
ENSG00000277047,0
ENSG00000277049,0
ENSG00000277050,34
ENSG00000277051,1
ENSG00000277052,1
ENSG00000277053,96
ENSG00000277054,1
ENSG00000277056,0
ENSG00000277057,0
ENSG00000277058,0
ENSG00000277061,0
ENSG00000277062,0
ENSG00000277063,0
ENSG00000277064,0
ENSG00000277066,0
ENSG00000277067,0
ENSG00000277072,172
ENSG00000277073,0
ENSG00000277074,0
ENSG00000277075,686
ENSG00000277077,0
ENSG00000277081,0
ENSG00000277082,0
ENSG00000277083,0
ENSG00000277084,0
ENSG00000277087,0
ENSG00000277089,0
ENSG00000277095,0
ENSG00000277096,0
ENSG00000277097,0
ENSG00000277099,0
ENSG00000277100,0
ENSG00000277102,0
ENSG00000277103,0
ENSG00000277105,0
ENSG00000277108,0
ENSG00000277109,0
ENSG00000277112,0
ENSG00000277115,0
ENSG00000277116,1
ENSG00000277117,38
ENSG00000277118,0
ENSG00000277119,0
ENSG00000277120,0
ENSG00000277121,0
ENSG00000277122,0
ENSG00000277123,0
ENSG00000277124,0
ENSG00000277125,0
ENSG00000277127,0
ENSG00000277128,1
ENSG00000277129,0
ENSG00000277130,1
ENSG00000277133,0
ENSG00000277135,0
ENSG00000277136,0
ENSG00000277137,0
ENSG00000277138,1
ENSG00000277141,0
ENSG00000277142,114
ENSG00000277143,0
ENSG00000277144,3
ENSG00000277146,0
ENSG00000277147,501
ENSG00000277149,612
ENSG00000277150,5
ENSG00000277151,8
ENSG00000277152,2
ENSG00000277155,0
ENSG00000277156,7
ENSG00000277157,35
ENSG00000277158,0
ENSG00000277159,12
ENSG00000277160,1
ENSG00000277161,446
ENSG00000277162,0
ENSG00000277168,0
ENSG00000277169,0
ENSG00000277170,4
ENSG00000277171,0
ENSG00000277172,0
ENSG00000277173,3
ENSG00000277174,0
ENSG00000277180,0
ENSG00000277182,112
ENSG00000277184,0
ENSG00000277186,6
ENSG00000277188,0
ENSG00000277189,0
ENSG00000277191,0
ENSG00000277192,0
ENSG00000277194,0
ENSG00000277197,0
ENSG00000277198,0
ENSG00000277199,0
ENSG00000277200,2
ENSG00000277201,6
ENSG00000277202,0
ENSG00000277203,622
ENSG00000277204,0
ENSG00000277206,0
ENSG00000277207,0
ENSG00000277208,0
ENSG00000277209,0
ENSG00000277210,0
ENSG00000277211,0
ENSG00000277212,0
ENSG00000277213,0
ENSG00000277214,1
ENSG00000277215,0
ENSG00000277216,0
ENSG00000277217,0
ENSG00000277218,7
ENSG00000277223,0
ENSG00000277224,48
ENSG00000277225,0
ENSG00000277227,0
ENSG00000277228,0
ENSG00000277229,0
ENSG00000277231,0
ENSG00000277232,62
ENSG00000277233,0
ENSG00000277234,0
ENSG00000277235,7
ENSG00000277239,0
ENSG00000277241,1
ENSG00000277243,0
ENSG00000277244,0
ENSG00000277245,16
ENSG00000277246,1
ENSG00000277247,1
ENSG00000277248,0
ENSG00000277249,0
ENSG00000277250,1
ENSG00000277252,0
ENSG00000277253,0
ENSG00000277255,0
ENSG00000277257,0
ENSG00000277258,3024
ENSG00000277259,0
ENSG00000277260,0
ENSG00000277264,0
ENSG00000277265,1
ENSG00000277268,0
ENSG00000277269,0
ENSG00000277270,0
ENSG00000277274,0
ENSG00000277275,0
ENSG00000277277,0
ENSG00000277282,1
ENSG00000277283,157
ENSG00000277284,0
ENSG00000277285,0
ENSG00000277287,42
ENSG00000277288,1
ENSG00000277289,0
ENSG00000277290,27
ENSG00000277294,0
ENSG00000277295,0
ENSG00000277296,0
ENSG00000277297,0
ENSG00000277299,5
ENSG00000277300,0
ENSG00000277301,15
ENSG00000277302,0
ENSG00000277304,0
ENSG00000277305,0
ENSG00000277306,0
ENSG00000277308,0
ENSG00000277310,18
ENSG00000277311,0
ENSG00000277312,0
ENSG00000277313,0
ENSG00000277315,0
ENSG00000277319,0
ENSG00000277320,0
ENSG00000277321,0
ENSG00000277322,0
ENSG00000277323,0
ENSG00000277324,6
ENSG00000277325,0
ENSG00000277326,0
ENSG00000277327,0
ENSG00000277328,0
ENSG00000277329,0
ENSG00000277330,0
ENSG00000277331,0
ENSG00000277332,0
ENSG00000277333,0
ENSG00000277338,0
ENSG00000277340,0
ENSG00000277341,0
ENSG00000277342,1
ENSG00000277344,0
ENSG00000277346,0
ENSG00000277347,0
ENSG00000277348,0
ENSG00000277349,0
ENSG00000277350,0
ENSG00000277351,3
ENSG00000277352,0
ENSG00000277353,2
ENSG00000277357,0
ENSG00000277358,2
ENSG00000277360,0
ENSG00000277363,2633
ENSG00000277367,0
ENSG00000277368,11
ENSG00000277369,42
ENSG00000277370,0
ENSG00000277371,3
ENSG00000277372,0
ENSG00000277373,2
ENSG00000277379,0
ENSG00000277382,0
ENSG00000277383,11
ENSG00000277385,1
ENSG00000277386,8
ENSG00000277387,0
ENSG00000277388,0
ENSG00000277391,0
ENSG00000277393,0
ENSG00000277394,28
ENSG00000277396,0
ENSG00000277397,0
ENSG00000277399,34
ENSG00000277402,1
ENSG00000277406,24
ENSG00000277408,0
ENSG00000277410,0
ENSG00000277411,0
ENSG00000277412,0
ENSG00000277413,0
ENSG00000277418,0
ENSG00000277420,62
ENSG00000277422,0
ENSG00000277423,4
ENSG00000277425,0
ENSG00000277426,0
ENSG00000277427,2
ENSG00000277433,0
ENSG00000277435,2
ENSG00000277436,0
ENSG00000277437,0
ENSG00000277438,0
ENSG00000277440,0
ENSG00000277441,0
ENSG00000277443,8963
ENSG00000277444,0
ENSG00000277446,0
ENSG00000277447,2
ENSG00000277448,0
ENSG00000277449,46
ENSG00000277450,3
ENSG00000277451,0
ENSG00000277452,7
ENSG00000277453,0
ENSG00000277455,0
ENSG00000277458,0
ENSG00000277459,3
ENSG00000277460,0
ENSG00000277462,359
ENSG00000277463,0
ENSG00000277464,0
ENSG00000277465,0
ENSG00000277466,0
ENSG00000277467,0
ENSG00000277468,0
ENSG00000277469,0
ENSG00000277472,0
ENSG00000277473,0
ENSG00000277474,0
ENSG00000277476,191
ENSG00000277478,0
ENSG00000277479,2
ENSG00000277481,6
ENSG00000277482,0
ENSG00000277483,0
ENSG00000277486,0
ENSG00000277487,0
ENSG00000277488,0
ENSG00000277489,0
ENSG00000277490,0
ENSG00000277491,1
ENSG00000277492,0
ENSG00000277493,8
ENSG00000277494,94
ENSG00000277496,95
ENSG00000277497,0
ENSG00000277498,0
ENSG00000277499,0
ENSG00000277500,0
ENSG00000277501,0
ENSG00000277502,0
ENSG00000277503,0
ENSG00000277504,16
ENSG00000277505,0
ENSG00000277506,0
ENSG00000277508,0
ENSG00000277509,0
ENSG00000277510,1
ENSG00000277511,22
ENSG00000277512,0
ENSG00000277513,0
ENSG00000277514,0
ENSG00000277515,0
ENSG00000277516,0
ENSG00000277519,0
ENSG00000277520,0
ENSG00000277521,0
ENSG00000277524,0
ENSG00000277526,1
ENSG00000277527,0
ENSG00000277528,0
ENSG00000277529,0
ENSG00000277531,0
ENSG00000277532,0
ENSG00000277533,0
ENSG00000277534,822
ENSG00000277535,0
ENSG00000277537,0
ENSG00000277539,1
ENSG00000277541,4
ENSG00000277542,0
ENSG00000277543,1
ENSG00000277544,0
ENSG00000277545,0
ENSG00000277547,0
ENSG00000277548,13
ENSG00000277549,0
ENSG00000277550,0
ENSG00000277553,0
ENSG00000277555,6
ENSG00000277556,0
ENSG00000277558,1
ENSG00000277559,79
ENSG00000277561,1
ENSG00000277562,0
ENSG00000277563,2
ENSG00000277565,0
ENSG00000277566,9
ENSG00000277568,4
ENSG00000277569,0
ENSG00000277572,2
ENSG00000277573,6
ENSG00000277575,0
ENSG00000277576,0
ENSG00000277577,0
ENSG00000277578,0
ENSG00000277579,2
ENSG00000277581,0
ENSG00000277582,0
ENSG00000277583,0
ENSG00000277586,3
ENSG00000277587,9
ENSG00000277588,0
ENSG00000277589,3
ENSG00000277590,0
ENSG00000277591,0
ENSG00000277592,0
ENSG00000277593,0
ENSG00000277595,1
ENSG00000277597,18
ENSG00000277598,0
ENSG00000277599,0
ENSG00000277601,0
ENSG00000277602,3
ENSG00000277604,0
ENSG00000277605,0
ENSG00000277608,0
ENSG00000277609,0
ENSG00000277610,0
ENSG00000277611,0
ENSG00000277612,0
ENSG00000277613,0
ENSG00000277617,1
ENSG00000277618,0
ENSG00000277619,1
ENSG00000277621,0
ENSG00000277622,0
ENSG00000277624,0
ENSG00000277627,0
ENSG00000277628,0
ENSG00000277631,0
ENSG00000277632,210
ENSG00000277634,1
ENSG00000277635,0
ENSG00000277636,0
ENSG00000277637,0
ENSG00000277639,19
ENSG00000277640,0
ENSG00000277644,0
ENSG00000277645,0
ENSG00000277646,0
ENSG00000277647,0
ENSG00000277648,0
ENSG00000277651,3
ENSG00000277652,0
ENSG00000277653,0
ENSG00000277654,0
ENSG00000277655,0
ENSG00000277661,0
ENSG00000277662,16
ENSG00000277663,0
ENSG00000277664,0
ENSG00000277665,0
ENSG00000277668,0
ENSG00000277669,0
ENSG00000277670,0
ENSG00000277671,0
ENSG00000277672,0
ENSG00000277673,0
ENSG00000277675,1
ENSG00000277677,0
ENSG00000277678,0
ENSG00000277681,1
ENSG00000277682,0
ENSG00000277683,0
ENSG00000277684,1
ENSG00000277685,0
ENSG00000277687,36
ENSG00000277688,0
ENSG00000277689,0
ENSG00000277690,0
ENSG00000277692,14
ENSG00000277693,0
ENSG00000277694,0
ENSG00000277695,0
ENSG00000277697,0
ENSG00000277698,0
ENSG00000277699,0
ENSG00000277700,0
ENSG00000277701,1
ENSG00000277702,8
ENSG00000277703,0
ENSG00000277704,0
ENSG00000277705,0
ENSG00000277708,0
ENSG00000277710,0
ENSG00000277711,0
ENSG00000277712,1
ENSG00000277713,0
ENSG00000277714,0
ENSG00000277715,53
ENSG00000277716,0
ENSG00000277717,0
ENSG00000277718,0
ENSG00000277719,0
ENSG00000277720,0
ENSG00000277721,0
ENSG00000277723,0
ENSG00000277724,0
ENSG00000277726,1
ENSG00000277727,0
ENSG00000277728,12
ENSG00000277731,0
ENSG00000277732,0
ENSG00000277734,1198
ENSG00000277735,0
ENSG00000277736,0
ENSG00000277737,3
ENSG00000277738,0
ENSG00000277739,0
ENSG00000277740,0
ENSG00000277741,0
ENSG00000277743,0
ENSG00000277744,28
ENSG00000277745,0
ENSG00000277746,0
ENSG00000277747,0
ENSG00000277748,0
ENSG00000277749,0
ENSG00000277752,0
ENSG00000277754,0
ENSG00000277755,0
ENSG00000277756,0
ENSG00000277757,0
ENSG00000277758,45
ENSG00000277759,2
ENSG00000277760,0
ENSG00000277762,0
ENSG00000277763,6
ENSG00000277764,0
ENSG00000277766,0
ENSG00000277767,5
ENSG00000277769,0
ENSG00000277770,1
ENSG00000277771,0
ENSG00000277772,0
ENSG00000277774,0
ENSG00000277775,7
ENSG00000277777,0
ENSG00000277778,14
ENSG00000277779,0
ENSG00000277780,0
ENSG00000277782,122
ENSG00000277784,0
ENSG00000277785,0
ENSG00000277787,0
ENSG00000277790,1
ENSG00000277791,6041
ENSG00000277792,1
ENSG00000277793,0
ENSG00000277794,0
ENSG00000277795,0
ENSG00000277797,0
ENSG00000277798,0
ENSG00000277801,0
ENSG00000277803,0
ENSG00000277805,0
ENSG00000277806,37
ENSG00000277809,0
ENSG00000277810,0
ENSG00000277812,1
ENSG00000277813,0
ENSG00000277814,0
ENSG00000277815,0
ENSG00000277817,0
ENSG00000277818,0
ENSG00000277819,1
ENSG00000277821,0
ENSG00000277822,0
ENSG00000277825,2
ENSG00000277826,0
ENSG00000277827,0
ENSG00000277828,0
ENSG00000277829,3
ENSG00000277830,0
ENSG00000277831,4
ENSG00000277832,0
ENSG00000277837,0
ENSG00000277838,0
ENSG00000277839,0
ENSG00000277840,10
ENSG00000277841,0
ENSG00000277842,0
ENSG00000277843,0
ENSG00000277846,0
ENSG00000277847,0
ENSG00000277851,12
ENSG00000277852,0
ENSG00000277854,0
ENSG00000277855,3
ENSG00000277858,0
ENSG00000277859,0
ENSG00000277861,0
ENSG00000277862,0
ENSG00000277863,1
ENSG00000277864,0
ENSG00000277865,0
ENSG00000277866,0
ENSG00000277867,0
ENSG00000277869,0
ENSG00000277870,0
ENSG00000277872,0
ENSG00000277873,21
ENSG00000277875,0
ENSG00000277876,0
ENSG00000277877,72
ENSG00000277878,0
ENSG00000277879,49
ENSG00000277880,0
ENSG00000277881,0
ENSG00000277882,0
ENSG00000277883,11
ENSG00000277884,0
ENSG00000277886,0
ENSG00000277887,0
ENSG00000277888,0
ENSG00000277889,0
ENSG00000277892,1
ENSG00000277893,63
ENSG00000277895,8
ENSG00000277896,0
ENSG00000277899,0
ENSG00000277900,1
ENSG00000277901,1
ENSG00000277903,0
ENSG00000277904,0
ENSG00000277907,0
ENSG00000277910,0
ENSG00000277911,1
ENSG00000277912,0
ENSG00000277913,0
ENSG00000277914,0
ENSG00000277916,11
ENSG00000277918,0
ENSG00000277919,0
ENSG00000277920,0
ENSG00000277922,0
ENSG00000277925,0
ENSG00000277929,0
ENSG00000277930,0
ENSG00000277932,0
ENSG00000277933,0
ENSG00000277934,0
ENSG00000277935,0
ENSG00000277937,0
ENSG00000277938,19
ENSG00000277939,0
ENSG00000277941,0
ENSG00000277942,0
ENSG00000277945,0
ENSG00000277946,0
ENSG00000277947,0
ENSG00000277948,2
ENSG00000277950,0
ENSG00000277951,0
ENSG00000277952,0
ENSG00000277954,14
ENSG00000277957,4
ENSG00000277958,0
ENSG00000277959,22
ENSG00000277960,0
ENSG00000277962,0
ENSG00000277965,1
ENSG00000277966,0
ENSG00000277967,0
ENSG00000277968,0
ENSG00000277969,239
ENSG00000277971,0
ENSG00000277972,3393
ENSG00000277973,0
ENSG00000277975,1
ENSG00000277977,6
ENSG00000277978,28
ENSG00000277979,0
ENSG00000277981,0
ENSG00000277984,3
ENSG00000277985,0
ENSG00000277986,0
ENSG00000277987,0
ENSG00000277988,0
ENSG00000277990,0
ENSG00000277991,0
ENSG00000277992,0
ENSG00000277994,0
ENSG00000277997,0
ENSG00000277998,13
ENSG00000277999,15
ENSG00000278000,34
ENSG00000278001,0
ENSG00000278002,12
ENSG00000278004,0
ENSG00000278005,0
ENSG00000278007,0
ENSG00000278008,0
ENSG00000278009,3
ENSG00000278010,0
ENSG00000278011,0
ENSG00000278012,0
ENSG00000278013,0
ENSG00000278014,0
ENSG00000278017,7
ENSG00000278020,0
ENSG00000278022,6
ENSG00000278023,42
ENSG00000278026,0
ENSG00000278027,0
ENSG00000278028,0
ENSG00000278029,22
ENSG00000278030,8
ENSG00000278034,0
ENSG00000278035,5
ENSG00000278038,0
ENSG00000278039,0
ENSG00000278040,0
ENSG00000278041,0
ENSG00000278044,0
ENSG00000278045,0
ENSG00000278047,0
ENSG00000278048,0
ENSG00000278050,0
ENSG00000278052,0
ENSG00000278053,1534
ENSG00000278054,0
ENSG00000278055,0
ENSG00000278056,0
ENSG00000278057,0
ENSG00000278058,8
ENSG00000278059,0
ENSG00000278060,0
ENSG00000278065,0
ENSG00000278067,0
ENSG00000278068,0
ENSG00000278069,0
ENSG00000278071,30
ENSG00000278072,0
ENSG00000278073,0
ENSG00000278075,6
ENSG00000278076,0
ENSG00000278077,0
ENSG00000278078,0
ENSG00000278080,0
ENSG00000278083,1
ENSG00000278084,0
ENSG00000278085,0
ENSG00000278089,0
ENSG00000278090,0
ENSG00000278093,0
ENSG00000278095,0
ENSG00000278097,0
ENSG00000278098,0
ENSG00000278099,0
ENSG00000278100,0
ENSG00000278102,0
ENSG00000278103,0
ENSG00000278104,0
ENSG00000278105,0
ENSG00000278106,0
ENSG00000278107,31
ENSG00000278108,0
ENSG00000278109,2
ENSG00000278110,0
ENSG00000278112,9
ENSG00000278113,0
ENSG00000278122,0
ENSG00000278123,0
ENSG00000278124,0
ENSG00000278125,0
ENSG00000278126,50
ENSG00000278128,0
ENSG00000278129,491
ENSG00000278130,0
ENSG00000278131,0
ENSG00000278133,522
ENSG00000278134,0
ENSG00000278135,0
ENSG00000278136,1
ENSG00000278138,0
ENSG00000278139,0
ENSG00000278142,0
ENSG00000278143,0
ENSG00000278144,0
ENSG00000278146,0
ENSG00000278147,0
ENSG00000278148,0
ENSG00000278150,0
ENSG00000278151,0
ENSG00000278153,4
ENSG00000278156,67
ENSG00000278158,0
ENSG00000278159,0
ENSG00000278160,0
ENSG00000278166,0
ENSG00000278171,0
ENSG00000278172,0
ENSG00000278175,42
ENSG00000278176,3
ENSG00000278177,6
ENSG00000278179,0
ENSG00000278180,0
ENSG00000278181,0
ENSG00000278182,0
ENSG00000278184,0
ENSG00000278185,8
ENSG00000278187,0
ENSG00000278188,0
ENSG00000278189,0
ENSG00000278192,0
ENSG00000278193,0
ENSG00000278195,4
ENSG00000278196,72
ENSG00000278197,0
ENSG00000278200,0
ENSG00000278202,3
ENSG00000278203,0
ENSG00000278204,0
ENSG00000278205,1
ENSG00000278206,14
ENSG00000278212,15
ENSG00000278213,0
ENSG00000278214,0
ENSG00000278215,0
ENSG00000278217,0
ENSG00000278218,0
ENSG00000278219,8
ENSG00000278221,0
ENSG00000278222,0
ENSG00000278223,0
ENSG00000278224,20
ENSG00000278226,0
ENSG00000278227,0
ENSG00000278228,0
ENSG00000278231,16
ENSG00000278233,0
ENSG00000278234,0
ENSG00000278236,5
ENSG00000278237,0
ENSG00000278238,20
ENSG00000278239,1
ENSG00000278242,0
ENSG00000278244,2
ENSG00000278249,0
ENSG00000278250,0
ENSG00000278251,0
ENSG00000278254,0
ENSG00000278255,0
ENSG00000278256,0
ENSG00000278258,0
ENSG00000278259,1520
ENSG00000278260,0
ENSG00000278261,0
ENSG00000278263,1
ENSG00000278264,0
ENSG00000278265,0
ENSG00000278266,12
ENSG00000278267,1
ENSG00000278272,4
ENSG00000278273,0
ENSG00000278274,0
ENSG00000278275,0
ENSG00000278276,0
ENSG00000278278,0
ENSG00000278281,1
ENSG00000278282,0
ENSG00000278283,0
ENSG00000278285,0
ENSG00000278287,0
ENSG00000278289,0
ENSG00000278290,0
ENSG00000278291,45
ENSG00000278292,0
ENSG00000278297,0
ENSG00000278299,0
ENSG00000278301,0
ENSG00000278305,0
ENSG00000278309,12
ENSG00000278311,3009
ENSG00000278313,1
ENSG00000278317,0
ENSG00000278318,95
ENSG00000278319,0
ENSG00000278321,0
ENSG00000278324,0
ENSG00000278328,0
ENSG00000278330,11
ENSG00000278331,0
ENSG00000278332,0
ENSG00000278333,0
ENSG00000278334,0
ENSG00000278335,0
ENSG00000278337,0
ENSG00000278338,11
ENSG00000278340,0
ENSG00000278341,34
ENSG00000278342,0
ENSG00000278343,0
ENSG00000278344,6
ENSG00000278346,0
ENSG00000278348,0
ENSG00000278349,0
ENSG00000278350,3
ENSG00000278351,0
ENSG00000278352,0
ENSG00000278353,1
ENSG00000278356,19
ENSG00000278358,0
ENSG00000278359,0
ENSG00000278366,0
ENSG00000278367,0
ENSG00000278370,0
ENSG00000278371,0
ENSG00000278374,2
ENSG00000278375,0
ENSG00000278376,80
ENSG00000278380,0
ENSG00000278381,0
ENSG00000278382,0
ENSG00000278383,42
ENSG00000278385,147
ENSG00000278388,0
ENSG00000278389,2
ENSG00000278390,30
ENSG00000278391,0
ENSG00000278392,0
ENSG00000278393,0
ENSG00000278395,0
ENSG00000278396,20
ENSG00000278398,0
ENSG00000278399,3
ENSG00000278400,0
ENSG00000278404,0
ENSG00000278405,0
ENSG00000278406,0
ENSG00000278408,0
ENSG00000278410,0
ENSG00000278412,0
ENSG00000278413,0
ENSG00000278416,2
ENSG00000278418,0
ENSG00000278419,1
ENSG00000278420,0
ENSG00000278421,1
ENSG00000278422,0
ENSG00000278423,0
ENSG00000278424,0
ENSG00000278428,0
ENSG00000278431,0
ENSG00000278433,0
ENSG00000278434,3
ENSG00000278435,0
ENSG00000278438,1
ENSG00000278439,1
ENSG00000278441,0
ENSG00000278445,0
ENSG00000278446,0
ENSG00000278447,1
ENSG00000278448,4
ENSG00000278449,0
ENSG00000278451,0
ENSG00000278452,0
ENSG00000278453,0
ENSG00000278454,0
ENSG00000278455,0
ENSG00000278456,4
ENSG00000278459,0
ENSG00000278460,0
ENSG00000278462,0
ENSG00000278463,0
ENSG00000278464,0
ENSG00000278465,0
ENSG00000278467,12
ENSG00000278469,0
ENSG00000278471,0
ENSG00000278472,7
ENSG00000278473,0
ENSG00000278475,1
ENSG00000278477,0
ENSG00000278478,0
ENSG00000278479,0
ENSG00000278480,0
ENSG00000278482,0
ENSG00000278483,0
ENSG00000278484,44
ENSG00000278485,0
ENSG00000278486,0
ENSG00000278487,0
ENSG00000278491,0
ENSG00000278492,8
ENSG00000278493,3
ENSG00000278496,1
ENSG00000278497,0
ENSG00000278498,0
