Gene stable ID,bf53da30-6b9a-41cc-ada0-3a2c7c0547be
ENSG00000276851,1
ENSG00000276852,1
ENSG00000276853,11
ENSG00000276854,0
ENSG00000276855,362
ENSG00000276857,0
ENSG00000276859,0
ENSG00000276861,0
ENSG00000276862,0
ENSG00000276863,7
ENSG00000276866,0
ENSG00000276867,2
ENSG00000276868,1
ENSG00000276869,0
ENSG00000276871,0
ENSG00000276873,0
ENSG00000276874,0
ENSG00000276877,0
ENSG00000276878,0
ENSG00000276883,0
ENSG00000276884,0
ENSG00000276888,0
ENSG00000276889,0
ENSG00000276890,0
ENSG00000276891,0
ENSG00000276892,0
ENSG00000276893,0
ENSG00000276894,0
ENSG00000276897,0
ENSG00000276898,0
ENSG00000276899,0
ENSG00000276900,1527
ENSG00000276902,0
ENSG00000276903,3
ENSG00000276904,0
ENSG00000276908,0
ENSG00000276911,0
ENSG00000276915,0
ENSG00000276916,8
ENSG00000276917,0
ENSG00000276918,2
ENSG00000276919,0
ENSG00000276921,0
ENSG00000276922,0
ENSG00000276923,5
ENSG00000276924,0
ENSG00000276925,2
ENSG00000276926,9
ENSG00000276927,0
ENSG00000276928,0
ENSG00000276929,0
ENSG00000276931,4
ENSG00000276933,0
ENSG00000276934,19
ENSG00000276939,0
ENSG00000276940,0
ENSG00000276941,0
ENSG00000276942,0
ENSG00000276943,0
ENSG00000276945,31
ENSG00000276949,0
ENSG00000276950,0
ENSG00000276951,0
ENSG00000276952,21
ENSG00000276953,7
ENSG00000276955,0
ENSG00000276956,1
ENSG00000276957,12
ENSG00000276958,0
ENSG00000276960,0
ENSG00000276961,1
ENSG00000276962,0
ENSG00000276963,0
ENSG00000276964,0
ENSG00000276965,0
ENSG00000276966,16
ENSG00000276967,7
ENSG00000276968,6
ENSG00000276972,0
ENSG00000276975,77
ENSG00000276978,0
ENSG00000276980,57
ENSG00000276984,13
ENSG00000276987,0
ENSG00000276988,14
ENSG00000276989,0
ENSG00000276990,0
ENSG00000276991,0
ENSG00000276992,0
ENSG00000276993,0
ENSG00000276995,10
ENSG00000276997,31
ENSG00000276998,0
ENSG00000277000,0
ENSG00000277001,0
ENSG00000277002,0
ENSG00000277003,0
ENSG00000277004,0
ENSG00000277007,55
ENSG00000277008,0
ENSG00000277009,0
ENSG00000277010,38
ENSG00000277011,2
ENSG00000277013,1329
ENSG00000277014,0
ENSG00000277017,2
ENSG00000277020,8
ENSG00000277021,0
ENSG00000277022,56
ENSG00000277023,0
ENSG00000277024,0
ENSG00000277026,0
ENSG00000277027,0
ENSG00000277029,0
ENSG00000277030,1
ENSG00000277031,0
ENSG00000277034,0
ENSG00000277035,0
ENSG00000277039,4
ENSG00000277040,0
ENSG00000277041,1
ENSG00000277043,3
ENSG00000277045,0
ENSG00000277047,0
ENSG00000277049,2
ENSG00000277050,30
ENSG00000277051,3
ENSG00000277052,2
ENSG00000277053,132
ENSG00000277054,1
ENSG00000277056,0
ENSG00000277057,0
ENSG00000277058,0
ENSG00000277061,0
ENSG00000277062,0
ENSG00000277063,2
ENSG00000277064,0
ENSG00000277066,0
ENSG00000277067,0
ENSG00000277072,379
ENSG00000277073,0
ENSG00000277074,0
ENSG00000277075,79
ENSG00000277077,0
ENSG00000277081,0
ENSG00000277082,2
ENSG00000277083,0
ENSG00000277084,0
ENSG00000277087,0
ENSG00000277089,1
ENSG00000277095,0
ENSG00000277096,2
ENSG00000277097,0
ENSG00000277099,0
ENSG00000277100,0
ENSG00000277102,0
ENSG00000277103,2
ENSG00000277105,0
ENSG00000277108,0
ENSG00000277109,0
ENSG00000277112,29
ENSG00000277115,0
ENSG00000277116,7
ENSG00000277117,58
ENSG00000277118,0
ENSG00000277119,0
ENSG00000277120,0
ENSG00000277121,0
ENSG00000277122,0
ENSG00000277123,3
ENSG00000277124,0
ENSG00000277125,0
ENSG00000277127,0
ENSG00000277128,33
ENSG00000277129,3
ENSG00000277130,8
ENSG00000277133,0
ENSG00000277135,7
ENSG00000277136,1
ENSG00000277137,0
ENSG00000277138,0
ENSG00000277141,0
ENSG00000277142,55
ENSG00000277143,0
ENSG00000277144,3
ENSG00000277146,0
ENSG00000277147,67
ENSG00000277149,169
ENSG00000277150,4
ENSG00000277151,34
ENSG00000277152,13
ENSG00000277155,0
ENSG00000277156,21
ENSG00000277157,8
ENSG00000277158,0
ENSG00000277159,71
ENSG00000277160,2
ENSG00000277161,1163
ENSG00000277162,0
ENSG00000277168,0
ENSG00000277169,0
ENSG00000277170,16
ENSG00000277171,0
ENSG00000277172,0
ENSG00000277173,4
ENSG00000277174,0
ENSG00000277180,0
ENSG00000277182,133
ENSG00000277184,0
ENSG00000277186,36
ENSG00000277188,0
ENSG00000277189,0
ENSG00000277191,0
ENSG00000277192,0
ENSG00000277194,0
ENSG00000277197,0
ENSG00000277198,0
ENSG00000277199,3
ENSG00000277200,3
ENSG00000277201,20
ENSG00000277202,0
ENSG00000277203,1640
ENSG00000277204,0
ENSG00000277206,0
ENSG00000277207,0
ENSG00000277208,0
ENSG00000277209,0
ENSG00000277210,0
ENSG00000277211,0
ENSG00000277212,0
ENSG00000277213,0
ENSG00000277214,3
ENSG00000277215,1
ENSG00000277216,1
ENSG00000277217,0
ENSG00000277218,28
ENSG00000277223,0
ENSG00000277224,10
ENSG00000277225,0
ENSG00000277227,0
ENSG00000277228,0
ENSG00000277229,0
ENSG00000277231,0
ENSG00000277232,16
ENSG00000277233,0
ENSG00000277234,0
ENSG00000277235,5
ENSG00000277239,0
ENSG00000277241,42
ENSG00000277243,0
ENSG00000277244,0
ENSG00000277245,12
ENSG00000277246,16
ENSG00000277247,1
ENSG00000277248,0
ENSG00000277249,2
ENSG00000277250,4
ENSG00000277252,0
ENSG00000277253,0
ENSG00000277255,0
ENSG00000277257,0
ENSG00000277258,5924
ENSG00000277259,0
ENSG00000277260,0
ENSG00000277264,0
ENSG00000277265,1
ENSG00000277268,352
ENSG00000277269,0
ENSG00000277270,0
ENSG00000277274,0
ENSG00000277275,0
ENSG00000277277,0
ENSG00000277282,13
ENSG00000277283,395
ENSG00000277284,0
ENSG00000277285,0
ENSG00000277287,328
ENSG00000277288,1
ENSG00000277289,0
ENSG00000277290,74
ENSG00000277294,0
ENSG00000277295,0
ENSG00000277296,0
ENSG00000277297,0
ENSG00000277299,28
ENSG00000277300,0
ENSG00000277301,16
ENSG00000277302,0
ENSG00000277304,0
ENSG00000277305,0
ENSG00000277306,0
ENSG00000277308,0
ENSG00000277310,22
ENSG00000277311,2
ENSG00000277312,0
ENSG00000277313,0
ENSG00000277315,0
ENSG00000277319,0
ENSG00000277320,0
ENSG00000277321,0
ENSG00000277322,0
ENSG00000277323,1
ENSG00000277324,83
ENSG00000277325,0
ENSG00000277326,0
ENSG00000277327,0
ENSG00000277328,0
ENSG00000277329,0
ENSG00000277330,0
ENSG00000277331,0
ENSG00000277332,0
ENSG00000277333,0
ENSG00000277338,0
ENSG00000277340,0
ENSG00000277341,0
ENSG00000277342,16
ENSG00000277344,0
ENSG00000277346,0
ENSG00000277347,0
ENSG00000277348,1
ENSG00000277349,4
ENSG00000277350,0
ENSG00000277351,3
ENSG00000277352,0
ENSG00000277353,7
ENSG00000277357,0
ENSG00000277358,15
ENSG00000277360,0
ENSG00000277363,2499
ENSG00000277367,0
ENSG00000277368,28
ENSG00000277369,46
ENSG00000277370,0
ENSG00000277371,2
ENSG00000277372,0
ENSG00000277373,29
ENSG00000277379,0
ENSG00000277382,3
ENSG00000277383,7
ENSG00000277385,2
ENSG00000277386,30
ENSG00000277387,3
ENSG00000277388,0
ENSG00000277391,0
ENSG00000277393,0
ENSG00000277394,106
ENSG00000277396,7
ENSG00000277397,0
ENSG00000277399,29
ENSG00000277402,0
ENSG00000277406,15
ENSG00000277408,0
ENSG00000277410,0
ENSG00000277411,0
ENSG00000277412,0
ENSG00000277413,0
ENSG00000277418,0
ENSG00000277420,25
ENSG00000277422,0
ENSG00000277423,2
ENSG00000277425,4
ENSG00000277426,0
ENSG00000277427,0
ENSG00000277433,0
ENSG00000277435,11
ENSG00000277436,0
ENSG00000277437,0
ENSG00000277438,0
ENSG00000277440,13
ENSG00000277441,0
ENSG00000277443,17836
ENSG00000277444,0
ENSG00000277446,0
ENSG00000277447,6
ENSG00000277448,0
ENSG00000277449,570
ENSG00000277450,3
ENSG00000277451,0
ENSG00000277452,10
ENSG00000277453,5
ENSG00000277455,0
ENSG00000277458,0
ENSG00000277459,13
ENSG00000277460,0
ENSG00000277462,350
ENSG00000277463,5
ENSG00000277464,0
ENSG00000277465,0
ENSG00000277466,0
ENSG00000277467,0
ENSG00000277468,0
ENSG00000277469,0
ENSG00000277472,0
ENSG00000277473,0
ENSG00000277474,0
ENSG00000277476,746
ENSG00000277478,0
ENSG00000277479,0
ENSG00000277481,20
ENSG00000277482,0
ENSG00000277483,0
ENSG00000277486,0
ENSG00000277487,0
ENSG00000277488,0
ENSG00000277489,0
ENSG00000277490,0
ENSG00000277491,7
ENSG00000277492,0
ENSG00000277493,21
ENSG00000277494,385
ENSG00000277496,95
ENSG00000277497,0
ENSG00000277498,1
ENSG00000277499,0
ENSG00000277500,0
ENSG00000277501,0
ENSG00000277502,0
ENSG00000277503,0
ENSG00000277504,13
ENSG00000277505,0
ENSG00000277506,0
ENSG00000277508,0
ENSG00000277509,0
ENSG00000277510,1
ENSG00000277511,52
ENSG00000277512,0
ENSG00000277513,0
ENSG00000277514,0
ENSG00000277515,0
ENSG00000277516,0
ENSG00000277519,0
ENSG00000277520,0
ENSG00000277521,1
ENSG00000277524,0
ENSG00000277526,0
ENSG00000277527,0
ENSG00000277528,0
ENSG00000277529,0
ENSG00000277531,2
ENSG00000277532,0
ENSG00000277533,0
ENSG00000277534,1030
ENSG00000277535,0
ENSG00000277537,0
ENSG00000277539,3
ENSG00000277541,3
ENSG00000277542,0
ENSG00000277543,0
ENSG00000277544,0
ENSG00000277545,0
ENSG00000277547,0
ENSG00000277548,16
ENSG00000277549,0
ENSG00000277550,3
ENSG00000277553,0
ENSG00000277555,2
ENSG00000277556,0
ENSG00000277558,5
ENSG00000277559,140
ENSG00000277561,3
ENSG00000277562,1
ENSG00000277563,5
ENSG00000277565,0
ENSG00000277566,33
ENSG00000277568,4
ENSG00000277569,0
ENSG00000277572,3
ENSG00000277573,1
ENSG00000277575,0
ENSG00000277576,0
ENSG00000277577,0
ENSG00000277578,0
ENSG00000277579,3
ENSG00000277581,1
ENSG00000277582,0
ENSG00000277583,0
ENSG00000277586,2
ENSG00000277587,12
ENSG00000277588,1
ENSG00000277589,13
ENSG00000277590,0
ENSG00000277591,0
ENSG00000277592,0
ENSG00000277593,0
ENSG00000277595,66
ENSG00000277597,8
ENSG00000277598,0
ENSG00000277599,0
ENSG00000277601,0
ENSG00000277602,7
ENSG00000277604,0
ENSG00000277605,0
ENSG00000277608,0
ENSG00000277609,0
ENSG00000277610,1
ENSG00000277611,0
ENSG00000277612,0
ENSG00000277613,0
ENSG00000277617,0
ENSG00000277618,0
ENSG00000277619,7
ENSG00000277621,0
ENSG00000277622,0
ENSG00000277624,0
ENSG00000277627,0
ENSG00000277628,0
ENSG00000277631,4
ENSG00000277632,354
ENSG00000277634,2
ENSG00000277635,0
ENSG00000277636,0
ENSG00000277637,0
ENSG00000277639,121
ENSG00000277640,0
ENSG00000277644,0
ENSG00000277645,0
ENSG00000277646,0
ENSG00000277647,0
ENSG00000277648,0
ENSG00000277651,7
ENSG00000277652,0
ENSG00000277653,17
ENSG00000277654,0
ENSG00000277655,0
ENSG00000277661,0
ENSG00000277662,19
ENSG00000277663,0
ENSG00000277664,0
ENSG00000277665,2
ENSG00000277668,0
ENSG00000277669,0
ENSG00000277670,0
ENSG00000277671,0
ENSG00000277672,0
ENSG00000277673,0
ENSG00000277675,0
ENSG00000277677,0
ENSG00000277678,1
ENSG00000277681,7
ENSG00000277682,0
ENSG00000277683,0
ENSG00000277684,9
ENSG00000277685,0
ENSG00000277687,97
ENSG00000277688,0
ENSG00000277689,0
ENSG00000277690,0
ENSG00000277692,10
ENSG00000277693,0
ENSG00000277694,0
ENSG00000277695,2
ENSG00000277697,1
ENSG00000277698,0
ENSG00000277699,0
ENSG00000277700,0
ENSG00000277701,3
ENSG00000277702,20
ENSG00000277703,0
ENSG00000277704,1
ENSG00000277705,0
ENSG00000277708,0
ENSG00000277710,0
ENSG00000277711,0
ENSG00000277712,1
ENSG00000277713,1
ENSG00000277714,0
ENSG00000277715,110
ENSG00000277716,0
ENSG00000277717,0
ENSG00000277718,0
ENSG00000277719,0
ENSG00000277720,0
ENSG00000277721,0
ENSG00000277723,0
ENSG00000277724,0
ENSG00000277726,2
ENSG00000277727,0
ENSG00000277728,43
ENSG00000277731,0
ENSG00000277732,0
ENSG00000277734,2784
ENSG00000277735,0
ENSG00000277736,0
ENSG00000277737,17
ENSG00000277738,9
ENSG00000277739,0
ENSG00000277740,0
ENSG00000277741,6
ENSG00000277743,0
ENSG00000277744,112
ENSG00000277745,0
ENSG00000277746,0
ENSG00000277747,0
ENSG00000277748,0
ENSG00000277749,2
ENSG00000277752,0
ENSG00000277754,0
ENSG00000277755,0
ENSG00000277756,0
ENSG00000277757,0
ENSG00000277758,113
ENSG00000277759,1
ENSG00000277760,0
ENSG00000277762,0
ENSG00000277763,13
ENSG00000277764,12
ENSG00000277766,0
ENSG00000277767,35
ENSG00000277769,2
ENSG00000277770,0
ENSG00000277771,0
ENSG00000277772,0
ENSG00000277774,0
ENSG00000277775,4
ENSG00000277777,0
ENSG00000277778,37
ENSG00000277779,0
ENSG00000277780,0
ENSG00000277782,142
ENSG00000277784,0
ENSG00000277785,0
ENSG00000277787,0
ENSG00000277790,0
ENSG00000277791,10434
ENSG00000277792,3
ENSG00000277793,0
ENSG00000277794,11
ENSG00000277795,12
ENSG00000277797,0
ENSG00000277798,0
ENSG00000277801,0
ENSG00000277803,0
ENSG00000277805,0
ENSG00000277806,14
ENSG00000277809,0
ENSG00000277810,1
ENSG00000277812,14
ENSG00000277813,0
ENSG00000277814,0
ENSG00000277815,0
ENSG00000277817,0
ENSG00000277818,0
ENSG00000277819,0
ENSG00000277821,0
ENSG00000277822,0
ENSG00000277825,2
ENSG00000277826,0
ENSG00000277827,0
ENSG00000277828,1
ENSG00000277829,14
ENSG00000277830,0
ENSG00000277831,29
ENSG00000277832,0
ENSG00000277837,0
ENSG00000277838,0
ENSG00000277839,0
ENSG00000277840,9
ENSG00000277841,0
ENSG00000277842,0
ENSG00000277843,0
ENSG00000277846,1
ENSG00000277847,0
ENSG00000277851,12
ENSG00000277852,0
ENSG00000277854,0
ENSG00000277855,5
ENSG00000277858,0
ENSG00000277859,0
ENSG00000277861,0
ENSG00000277862,0
ENSG00000277863,1
ENSG00000277864,0
ENSG00000277865,1
ENSG00000277866,0
ENSG00000277867,0
ENSG00000277869,0
ENSG00000277870,0
ENSG00000277872,1
ENSG00000277873,14
ENSG00000277875,0
ENSG00000277876,0
ENSG00000277877,256
ENSG00000277878,0
ENSG00000277879,78
ENSG00000277880,0
ENSG00000277881,0
ENSG00000277882,2
ENSG00000277883,8
ENSG00000277884,0
ENSG00000277886,0
ENSG00000277887,0
ENSG00000277888,0
ENSG00000277889,0
ENSG00000277892,1
ENSG00000277893,13
ENSG00000277895,6
ENSG00000277896,0
ENSG00000277899,0
ENSG00000277900,0
ENSG00000277901,6
ENSG00000277903,0
ENSG00000277904,0
ENSG00000277907,0
ENSG00000277910,1
ENSG00000277911,4
ENSG00000277912,0
ENSG00000277913,0
ENSG00000277914,0
ENSG00000277916,55
ENSG00000277918,0
ENSG00000277919,0
ENSG00000277920,0
ENSG00000277922,0
ENSG00000277925,0
ENSG00000277929,0
ENSG00000277930,0
ENSG00000277932,0
ENSG00000277933,0
ENSG00000277934,0
ENSG00000277935,0
ENSG00000277937,0
ENSG00000277938,26
ENSG00000277939,0
ENSG00000277941,0
ENSG00000277942,1
ENSG00000277945,0
ENSG00000277946,0
ENSG00000277947,0
ENSG00000277948,4
ENSG00000277950,5
ENSG00000277951,0
ENSG00000277952,0
ENSG00000277954,24
ENSG00000277957,2
ENSG00000277958,1
ENSG00000277959,30
ENSG00000277960,1
ENSG00000277962,0
ENSG00000277965,0
ENSG00000277966,0
ENSG00000277967,0
ENSG00000277968,0
ENSG00000277969,239
ENSG00000277971,0
ENSG00000277972,3109
ENSG00000277973,0
ENSG00000277975,0
ENSG00000277977,27
ENSG00000277978,89
ENSG00000277979,1
ENSG00000277981,4
ENSG00000277984,3
ENSG00000277985,0
ENSG00000277986,0
ENSG00000277987,0
ENSG00000277988,0
ENSG00000277990,0
ENSG00000277991,1
ENSG00000277992,3
ENSG00000277994,0
ENSG00000277997,0
ENSG00000277998,24
ENSG00000277999,32
ENSG00000278000,51
ENSG00000278001,0
ENSG00000278002,12
ENSG00000278004,0
ENSG00000278005,0
ENSG00000278007,0
ENSG00000278008,1
ENSG00000278009,24
ENSG00000278010,0
ENSG00000278011,0
ENSG00000278012,0
ENSG00000278013,1
ENSG00000278014,0
ENSG00000278017,10
ENSG00000278020,0
ENSG00000278022,10
ENSG00000278023,107
ENSG00000278026,0
ENSG00000278027,0
ENSG00000278028,2
ENSG00000278029,23
ENSG00000278030,21
ENSG00000278034,0
ENSG00000278035,8
ENSG00000278038,0
ENSG00000278039,0
ENSG00000278040,0
ENSG00000278041,3
ENSG00000278044,1
ENSG00000278045,0
ENSG00000278047,0
ENSG00000278048,0
ENSG00000278050,0
ENSG00000278052,0
ENSG00000278053,2731
ENSG00000278054,0
ENSG00000278055,0
ENSG00000278056,0
ENSG00000278057,1
ENSG00000278058,4
ENSG00000278059,0
ENSG00000278060,16
ENSG00000278065,1
ENSG00000278067,0
ENSG00000278068,0
ENSG00000278069,0
ENSG00000278071,207
ENSG00000278072,0
ENSG00000278073,0
ENSG00000278075,6
ENSG00000278076,0
ENSG00000278077,1
ENSG00000278078,0
ENSG00000278080,0
ENSG00000278083,1
ENSG00000278084,1
ENSG00000278085,0
ENSG00000278089,0
ENSG00000278090,9
ENSG00000278093,0
ENSG00000278095,1
ENSG00000278097,1
ENSG00000278098,1
ENSG00000278099,0
ENSG00000278100,0
ENSG00000278102,0
ENSG00000278103,0
ENSG00000278104,0
ENSG00000278105,0
ENSG00000278106,0
ENSG00000278107,95
ENSG00000278108,6
ENSG00000278109,0
ENSG00000278110,1
ENSG00000278112,67
ENSG00000278113,0
ENSG00000278122,0
ENSG00000278123,0
ENSG00000278124,0
ENSG00000278125,0
ENSG00000278126,41
ENSG00000278128,0
ENSG00000278129,826
ENSG00000278130,2
ENSG00000278131,0
ENSG00000278133,1089
ENSG00000278134,0
ENSG00000278135,0
ENSG00000278136,0
ENSG00000278138,0
ENSG00000278139,0
ENSG00000278142,0
ENSG00000278143,0
ENSG00000278144,0
ENSG00000278146,0
ENSG00000278147,5
ENSG00000278148,0
ENSG00000278150,0
ENSG00000278151,0
ENSG00000278153,2
ENSG00000278156,49
ENSG00000278158,0
ENSG00000278159,0
ENSG00000278160,0
ENSG00000278166,0
ENSG00000278171,0
ENSG00000278172,0
ENSG00000278175,63
ENSG00000278176,0
ENSG00000278177,3
ENSG00000278179,0
ENSG00000278180,0
ENSG00000278181,0
ENSG00000278182,0
ENSG00000278184,0
ENSG00000278185,2
ENSG00000278187,0
ENSG00000278188,0
ENSG00000278189,0
ENSG00000278192,7
ENSG00000278193,0
ENSG00000278195,32
ENSG00000278196,324
ENSG00000278197,0
ENSG00000278200,2
ENSG00000278202,10
ENSG00000278203,0
ENSG00000278204,0
ENSG00000278205,0
ENSG00000278206,40
ENSG00000278212,24
ENSG00000278213,0
ENSG00000278214,6
ENSG00000278215,5
ENSG00000278217,0
ENSG00000278218,0
ENSG00000278219,1
ENSG00000278221,0
ENSG00000278222,0
ENSG00000278223,0
ENSG00000278224,46
ENSG00000278226,0
ENSG00000278227,0
ENSG00000278228,0
ENSG00000278231,43
ENSG00000278233,0
ENSG00000278234,2
ENSG00000278236,1
ENSG00000278237,0
ENSG00000278238,70
ENSG00000278239,1
ENSG00000278242,0
ENSG00000278244,2
ENSG00000278249,0
ENSG00000278250,3
ENSG00000278251,0
ENSG00000278254,0
ENSG00000278255,0
ENSG00000278256,0
ENSG00000278258,0
ENSG00000278259,4002
ENSG00000278260,0
ENSG00000278261,0
ENSG00000278263,9
ENSG00000278264,0
ENSG00000278265,0
ENSG00000278266,5
ENSG00000278267,7
ENSG00000278272,7
ENSG00000278273,0
ENSG00000278274,0
ENSG00000278275,20
ENSG00000278276,4
ENSG00000278278,0
ENSG00000278281,5
ENSG00000278282,0
ENSG00000278283,0
ENSG00000278285,0
ENSG00000278287,0
ENSG00000278289,0
ENSG00000278290,0
ENSG00000278291,232
ENSG00000278292,0
ENSG00000278297,0
ENSG00000278299,0
ENSG00000278301,1
ENSG00000278305,0
ENSG00000278309,14
ENSG00000278311,6752
ENSG00000278313,1
ENSG00000278317,0
ENSG00000278318,770
ENSG00000278319,1
ENSG00000278321,0
ENSG00000278324,0
ENSG00000278328,0
ENSG00000278330,24
ENSG00000278331,0
ENSG00000278332,0
ENSG00000278333,0
ENSG00000278334,0
ENSG00000278335,0
ENSG00000278337,0
ENSG00000278338,10
ENSG00000278340,0
ENSG00000278341,141
ENSG00000278342,0
ENSG00000278343,0
ENSG00000278344,7
ENSG00000278346,0
ENSG00000278348,0
ENSG00000278349,0
ENSG00000278350,31
ENSG00000278351,0
ENSG00000278352,0
ENSG00000278353,0
ENSG00000278356,56
ENSG00000278358,0
ENSG00000278359,0
ENSG00000278366,1
ENSG00000278367,1
ENSG00000278370,1
ENSG00000278371,0
ENSG00000278374,16
ENSG00000278375,0
ENSG00000278376,108
ENSG00000278380,0
ENSG00000278381,0
ENSG00000278382,0
ENSG00000278383,37
ENSG00000278385,142
ENSG00000278388,0
ENSG00000278389,6
ENSG00000278390,18
ENSG00000278391,0
ENSG00000278392,0
ENSG00000278393,0
ENSG00000278395,0
ENSG00000278396,31
ENSG00000278398,0
ENSG00000278399,1
ENSG00000278400,0
ENSG00000278404,0
ENSG00000278405,1
ENSG00000278406,0
ENSG00000278408,10
ENSG00000278410,1
ENSG00000278412,0
ENSG00000278413,0
ENSG00000278416,0
ENSG00000278418,0
ENSG00000278419,1
ENSG00000278420,7
ENSG00000278421,5
ENSG00000278422,0
ENSG00000278423,0
ENSG00000278424,0
ENSG00000278428,0
ENSG00000278431,0
ENSG00000278433,2
ENSG00000278434,8
ENSG00000278435,0
ENSG00000278438,1
ENSG00000278439,2
ENSG00000278441,0
ENSG00000278445,1
ENSG00000278446,0
ENSG00000278447,2
ENSG00000278448,3
ENSG00000278449,0
ENSG00000278451,0
ENSG00000278452,0
ENSG00000278453,2
ENSG00000278454,0
ENSG00000278455,4
ENSG00000278456,2
ENSG00000278459,4
ENSG00000278460,0
ENSG00000278462,4
ENSG00000278463,0
ENSG00000278464,1
ENSG00000278465,0
ENSG00000278467,20
ENSG00000278469,0
ENSG00000278471,0
ENSG00000278472,22
ENSG00000278473,6
ENSG00000278475,1
ENSG00000278477,0
ENSG00000278478,1
ENSG00000278479,0
ENSG00000278480,2
ENSG00000278482,0
ENSG00000278483,3
ENSG00000278484,221
ENSG00000278485,0
ENSG00000278486,1
ENSG00000278487,1
ENSG00000278491,1
ENSG00000278492,8
ENSG00000278493,33
ENSG00000278496,0
ENSG00000278497,0
ENSG00000278498,0
ENSG00000278499,0
ENSG00000278500,9
ENSG00000278502,0
ENSG00000278504,6
ENSG00000278505,6
ENSG00000278506,0
ENSG00000278507,0
ENSG00000278509,2
ENSG00000278512,0
ENSG00000278513,1
ENSG00000278514,5
ENSG00000278517,0
ENSG00000278518,2
ENSG00000278520,1
ENSG00000278521,0
ENSG00000278522,0
ENSG00000278523,0
ENSG00000278524,0
ENSG00000278525,0
ENSG00000278526,0
ENSG00000278527,0
ENSG00000278528,0
ENSG00000278529,0
ENSG00000278530,9
ENSG00000278531,2
ENSG00000278532,0
ENSG00000278534,0
ENSG00000278535,658
ENSG00000278536,0
ENSG00000278537,0
ENSG00000278540,5853
ENSG00000278541,0
ENSG00000278543,1
ENSG00000278544,0
ENSG00000278546,6
ENSG00000278547,0
ENSG00000278549,0
ENSG00000278551,0
ENSG00000278552,0
ENSG00000278554,2
ENSG00000278556,0
ENSG00000278557,0
ENSG00000278558,47
ENSG00000278560,0
ENSG00000278561,0
ENSG00000278564,0
ENSG00000278566,0
ENSG00000278568,0
ENSG00000278569,0
ENSG00000278570,59
ENSG00000278571,0
ENSG00000278572,1
ENSG00000278575,0
ENSG00000278576,34
ENSG00000278577,0
ENSG00000278578,0
ENSG00000278579,0
ENSG00000278580,0
ENSG00000278581,0
ENSG00000278582,0
ENSG00000278584,0
ENSG00000278585,0
ENSG00000278586,2
ENSG00000278587,0
ENSG00000278588,1
ENSG00000278589,0
ENSG00000278590,5
ENSG00000278591,0
ENSG00000278592,0
ENSG00000278593,0
ENSG00000278594,3
ENSG00000278595,1
ENSG00000278596,0
ENSG00000278597,0
ENSG00000278598,8
ENSG00000278599,2
ENSG00000278600,557
ENSG00000278601,60
ENSG00000278602,0
ENSG00000278603,31
ENSG00000278604,0
ENSG00000278607,7
ENSG00000278609,0
ENSG00000278610,0
ENSG00000278611,48
ENSG00000278612,0
ENSG00000278615,320
ENSG00000278616,23
ENSG00000278617,0
ENSG00000278618,0
ENSG00000278619,448
ENSG00000278621,93
ENSG00000278626,3
ENSG00000278627,16
ENSG00000278628,1
ENSG00000278629,0
ENSG00000278630,0
ENSG00000278631,11
ENSG00000278635,5
ENSG00000278636,0
ENSG00000278637,12
ENSG00000278638,30
ENSG00000278639,0
ENSG00000278640,0
ENSG00000278641,0
ENSG00000278642,5
ENSG00000278643,0
ENSG00000278645,0
ENSG00000278646,0
ENSG00000278647,0
ENSG00000278648,0
ENSG00000278650,0
ENSG00000278651,0
ENSG00000278652,0
ENSG00000278654,0
ENSG00000278655,2
ENSG00000278657,0
ENSG00000278658,0
ENSG00000278660,2
ENSG00000278661,0
ENSG00000278662,41
ENSG00000278663,0
ENSG00000278664,0
ENSG00000278665,8
ENSG00000278667,0
ENSG00000278668,30
ENSG00000278669,0
ENSG00000278671,0
ENSG00000278672,0
ENSG00000278674,0
ENSG00000278675,0
ENSG00000278677,24
ENSG00000278678,0
ENSG00000278679,12
ENSG00000278681,0
ENSG00000278683,6
ENSG00000278684,0
ENSG00000278685,1
ENSG00000278686,0
ENSG00000278687,0
ENSG00000278690,0
ENSG00000278694,0
ENSG00000278696,0
ENSG00000278698,0
ENSG00000278700,14
ENSG00000278701,0
ENSG00000278702,0
ENSG00000278703,9
ENSG00000278705,0
ENSG00000278708,0
ENSG00000278709,1422
ENSG00000278713,0
ENSG00000278715,0
ENSG00000278716,61
ENSG00000278717,0
ENSG00000278719,4
ENSG00000278720,0
ENSG00000278722,0
ENSG00000278724,0
ENSG00000278725,3
ENSG00000278727,37
ENSG00000278730,3082
ENSG00000278732,0
ENSG00000278733,36
ENSG00000278734,0
ENSG00000278735,0
ENSG00000278736,0
ENSG00000278737,5
ENSG00000278739,1
ENSG00000278740,26
ENSG00000278743,8
ENSG00000278744,0
ENSG00000278745,0
ENSG00000278746,0
ENSG00000278748,2
ENSG00000278750,0
ENSG00000278751,0
ENSG00000278752,0
ENSG00000278753,0
ENSG00000278754,1
ENSG00000278756,0
ENSG00000278757,0
ENSG00000278761,0
ENSG00000278763,0
ENSG00000278764,0
ENSG00000278765,30
ENSG00000278766,0
ENSG00000278768,458
ENSG00000278769,0
ENSG00000278770,0
ENSG00000278771,33
ENSG00000278772,2
ENSG00000278773,0
ENSG00000278774,0
ENSG00000278775,0
ENSG00000278778,1
ENSG00000278783,0
ENSG00000278784,263
ENSG00000278785,0
ENSG00000278790,0
