Gene stable ID,d86f17a9-0ee2-4bd1-993d-f23ba7fe3a26
ENSG00000260659,0
ENSG00000260660,6
ENSG00000260661,0
ENSG00000260662,0
ENSG00000260664,1
ENSG00000260668,16
ENSG00000260669,20
ENSG00000260670,0
ENSG00000260671,0
ENSG00000260672,3
ENSG00000260673,0
ENSG00000260674,0
ENSG00000260675,0
ENSG00000260676,0
ENSG00000260677,0
ENSG00000260678,3
ENSG00000260679,1
ENSG00000260680,0
ENSG00000260681,1
ENSG00000260682,0
ENSG00000260683,0
ENSG00000260685,2
ENSG00000260686,66
ENSG00000260687,0
ENSG00000260688,0
ENSG00000260689,4
ENSG00000260690,0
ENSG00000260691,3
ENSG00000260693,1
ENSG00000260694,0
ENSG00000260695,0
ENSG00000260698,3
ENSG00000260701,0
ENSG00000260702,0
ENSG00000260704,1
ENSG00000260706,0
ENSG00000260708,94
ENSG00000260710,9
ENSG00000260711,188
ENSG00000260714,2
ENSG00000260715,0
ENSG00000260719,3
ENSG00000260720,0
ENSG00000260721,0
ENSG00000260722,0
ENSG00000260723,0
ENSG00000260724,0
ENSG00000260725,0
ENSG00000260726,0
ENSG00000260727,29
ENSG00000260729,3
ENSG00000260731,0
ENSG00000260733,0
ENSG00000260734,0
ENSG00000260735,4
ENSG00000260737,0
ENSG00000260738,0
ENSG00000260739,0
ENSG00000260740,0
ENSG00000260741,1
ENSG00000260742,17
ENSG00000260743,11
ENSG00000260744,0
ENSG00000260746,0
ENSG00000260747,7
ENSG00000260750,5
ENSG00000260751,36
ENSG00000260755,0
ENSG00000260756,2
ENSG00000260757,9
ENSG00000260758,0
ENSG00000260759,1
ENSG00000260760,12
ENSG00000260761,1
ENSG00000260762,0
ENSG00000260763,0
ENSG00000260764,0
ENSG00000260765,0
ENSG00000260766,326
ENSG00000260769,0
ENSG00000260771,0
ENSG00000260772,0
ENSG00000260773,4
ENSG00000260774,12
ENSG00000260776,10
ENSG00000260777,1
ENSG00000260778,37
ENSG00000260779,0
ENSG00000260780,0
ENSG00000260781,0
ENSG00000260782,2
ENSG00000260784,0
ENSG00000260785,0
ENSG00000260786,0
ENSG00000260788,0
ENSG00000260790,9
ENSG00000260792,7
ENSG00000260793,85
ENSG00000260795,0
ENSG00000260796,2
ENSG00000260797,0
ENSG00000260798,3
ENSG00000260799,0
ENSG00000260802,2
ENSG00000260803,5
ENSG00000260804,2467
ENSG00000260805,170
ENSG00000260806,25
ENSG00000260807,900
ENSG00000260808,7
ENSG00000260809,0
ENSG00000260810,3
ENSG00000260811,0
ENSG00000260812,0
ENSG00000260814,0
ENSG00000260815,4
ENSG00000260816,1
ENSG00000260817,0
ENSG00000260818,0
ENSG00000260822,10590
ENSG00000260823,0
ENSG00000260827,0
ENSG00000260828,0
ENSG00000260830,0
ENSG00000260832,0
ENSG00000260834,0
ENSG00000260835,0
ENSG00000260836,0
ENSG00000260837,129
ENSG00000260838,0
ENSG00000260840,0
ENSG00000260841,95
ENSG00000260844,0
ENSG00000260845,0
ENSG00000260846,0
ENSG00000260847,0
ENSG00000260848,0
ENSG00000260850,0
ENSG00000260851,2
ENSG00000260852,150
ENSG00000260853,45
ENSG00000260854,0
ENSG00000260855,40
ENSG00000260857,0
ENSG00000260858,0
ENSG00000260859,0
ENSG00000260860,7
ENSG00000260861,0
ENSG00000260862,0
ENSG00000260863,0
ENSG00000260864,0
ENSG00000260865,1
ENSG00000260866,0
ENSG00000260867,0
ENSG00000260868,3
ENSG00000260869,0
ENSG00000260870,0
ENSG00000260871,2
ENSG00000260872,31
ENSG00000260874,8
ENSG00000260876,1
ENSG00000260877,183
ENSG00000260878,0
ENSG00000260879,0
ENSG00000260880,0
ENSG00000260882,0
ENSG00000260883,0
ENSG00000260884,21
ENSG00000260886,10
ENSG00000260887,0
ENSG00000260889,0
ENSG00000260891,7
ENSG00000260892,0
ENSG00000260894,0
ENSG00000260895,4
ENSG00000260896,66
ENSG00000260897,0
ENSG00000260898,15
ENSG00000260899,15
ENSG00000260900,0
ENSG00000260902,0
ENSG00000260903,0
ENSG00000260905,1
ENSG00000260907,0
ENSG00000260908,23
ENSG00000260909,0
ENSG00000260910,62
ENSG00000260911,6
ENSG00000260912,154
ENSG00000260913,0
ENSG00000260914,1
ENSG00000260916,970
ENSG00000260917,482
ENSG00000260918,0
ENSG00000260919,0
ENSG00000260920,544
ENSG00000260921,0
ENSG00000260922,0
ENSG00000260923,40
ENSG00000260924,13
ENSG00000260926,0
ENSG00000260927,4
ENSG00000260928,0
ENSG00000260929,2
ENSG00000260930,2
ENSG00000260932,2
ENSG00000260933,0
ENSG00000260934,0
ENSG00000260936,21
ENSG00000260937,0
ENSG00000260939,0
ENSG00000260940,2
ENSG00000260941,26
ENSG00000260942,156
ENSG00000260943,0
ENSG00000260944,12
ENSG00000260945,0
ENSG00000260947,5
ENSG00000260948,71
ENSG00000260949,42
ENSG00000260951,0
ENSG00000260953,1
ENSG00000260954,5
ENSG00000260955,3
ENSG00000260957,0
ENSG00000260958,1
ENSG00000260959,0
ENSG00000260962,0
ENSG00000260963,0
ENSG00000260965,0
ENSG00000260966,208
ENSG00000260967,0
ENSG00000260969,0
ENSG00000260970,0
ENSG00000260971,6
ENSG00000260972,0
ENSG00000260973,1
ENSG00000260974,0
ENSG00000260975,0
ENSG00000260976,0
ENSG00000260977,20
ENSG00000260978,17
ENSG00000260979,2
ENSG00000260981,0
ENSG00000260983,0
ENSG00000260984,0
ENSG00000260986,0
ENSG00000260988,1
ENSG00000260989,4
ENSG00000260990,0
ENSG00000260991,0
ENSG00000260992,40
ENSG00000260994,0
ENSG00000260995,0
ENSG00000260996,9
ENSG00000260997,135
ENSG00000260999,0
ENSG00000261000,8
ENSG00000261002,7
ENSG00000261003,4
ENSG00000261007,0
ENSG00000261008,1
ENSG00000261009,0
ENSG00000261010,0
ENSG00000261011,0
ENSG00000261012,0
ENSG00000261013,0
ENSG00000261014,0
ENSG00000261017,0
ENSG00000261018,0
ENSG00000261019,4
ENSG00000261020,0
ENSG00000261024,4
ENSG00000261025,0
ENSG00000261026,7
ENSG00000261028,0
ENSG00000261029,1
ENSG00000261030,0
ENSG00000261033,1
ENSG00000261035,0
ENSG00000261036,0
ENSG00000261037,0
ENSG00000261038,0
ENSG00000261039,35
ENSG00000261040,93
ENSG00000261041,0
ENSG00000261043,2
ENSG00000261044,0
ENSG00000261045,0
ENSG00000261046,0
ENSG00000261047,0
ENSG00000261048,0
ENSG00000261049,2
ENSG00000261051,46
ENSG00000261052,15
ENSG00000261053,0
ENSG00000261054,1
ENSG00000261055,0
ENSG00000261056,4
ENSG00000261057,0
ENSG00000261058,1
ENSG00000261060,0
ENSG00000261061,619
ENSG00000261063,0
ENSG00000261064,6
ENSG00000261065,0
ENSG00000261066,0
ENSG00000261067,27
ENSG00000261068,485
ENSG00000261069,2
ENSG00000261070,0
ENSG00000261071,0
ENSG00000261072,1
ENSG00000261075,0
ENSG00000261076,1
ENSG00000261077,0
ENSG00000261078,0
ENSG00000261079,6
ENSG00000261080,0
ENSG00000261081,0
ENSG00000261082,0
ENSG00000261083,17
ENSG00000261084,0
ENSG00000261087,166
ENSG00000261089,3
ENSG00000261090,0
ENSG00000261092,0
ENSG00000261093,0
ENSG00000261094,79
ENSG00000261095,2
ENSG00000261096,12
ENSG00000261097,2
ENSG00000261098,181
ENSG00000261101,26
ENSG00000261102,0
ENSG00000261103,2
ENSG00000261104,3
ENSG00000261105,73
ENSG00000261108,0
ENSG00000261111,0
ENSG00000261113,2
ENSG00000261114,13
ENSG00000261115,20
ENSG00000261116,535
ENSG00000261117,9
ENSG00000261118,7
ENSG00000261120,0
ENSG00000261121,25
ENSG00000261122,0
ENSG00000261123,94
ENSG00000261124,1
ENSG00000261126,74
ENSG00000261127,1
ENSG00000261129,0
ENSG00000261130,0
ENSG00000261131,1
ENSG00000261135,11
ENSG00000261136,18
ENSG00000261140,0
ENSG00000261141,4
ENSG00000261143,3
ENSG00000261144,0
ENSG00000261145,0
ENSG00000261146,0
ENSG00000261147,6
ENSG00000261150,3074
ENSG00000261151,0
ENSG00000261153,0
ENSG00000261154,0
ENSG00000261156,0
ENSG00000261158,1
ENSG00000261159,29
ENSG00000261161,0
ENSG00000261166,0
ENSG00000261167,353
ENSG00000261168,22
ENSG00000261170,2
ENSG00000261171,0
ENSG00000261172,54
ENSG00000261173,1
ENSG00000261174,0
ENSG00000261175,1045
ENSG00000261176,0
ENSG00000261177,0
ENSG00000261178,0
ENSG00000261181,0
ENSG00000261182,0
ENSG00000261183,345
ENSG00000261184,0
ENSG00000261186,7
ENSG00000261187,5
ENSG00000261188,139
ENSG00000261189,61
ENSG00000261190,0
ENSG00000261191,0
ENSG00000261192,305
ENSG00000261193,0
ENSG00000261194,0
ENSG00000261195,6
ENSG00000261196,0
ENSG00000261197,0
ENSG00000261198,0
ENSG00000261199,0
ENSG00000261200,0
ENSG00000261202,2
ENSG00000261203,0
ENSG00000261204,4
ENSG00000261205,0
ENSG00000261206,0
ENSG00000261207,31
ENSG00000261208,4
ENSG00000261209,0
ENSG00000261210,0
ENSG00000261211,35
ENSG00000261212,0
ENSG00000261213,0
ENSG00000261215,14
ENSG00000261216,1
ENSG00000261217,0
ENSG00000261218,7
ENSG00000261219,1
ENSG00000261220,37
ENSG00000261221,625
ENSG00000261222,15
ENSG00000261226,0
ENSG00000261227,0
ENSG00000261229,11
ENSG00000261231,0
ENSG00000261232,0
ENSG00000261233,0
ENSG00000261234,0
ENSG00000261235,114
ENSG00000261236,2471
ENSG00000261238,0
ENSG00000261239,1
ENSG00000261240,1
ENSG00000261241,0
ENSG00000261242,1
ENSG00000261243,0
ENSG00000261244,0
ENSG00000261245,1
ENSG00000261247,1
ENSG00000261248,1
ENSG00000261249,0
ENSG00000261250,0
ENSG00000261251,6
ENSG00000261253,4
ENSG00000261254,125
ENSG00000261257,0
ENSG00000261259,0
ENSG00000261260,0
ENSG00000261261,0
ENSG00000261263,0
ENSG00000261265,0
ENSG00000261266,5
ENSG00000261267,5
ENSG00000261268,0
ENSG00000261269,120
ENSG00000261270,12
ENSG00000261272,0
ENSG00000261273,1
ENSG00000261274,1
ENSG00000261275,0
ENSG00000261276,0
ENSG00000261277,0
ENSG00000261278,0
ENSG00000261279,0
ENSG00000261281,0
ENSG00000261282,0
ENSG00000261284,0
ENSG00000261285,0
ENSG00000261286,15
ENSG00000261288,0
ENSG00000261289,0
ENSG00000261290,0
ENSG00000261291,0
ENSG00000261292,3
ENSG00000261293,0
ENSG00000261294,0
ENSG00000261295,64
ENSG00000261296,0
ENSG00000261298,4
ENSG00000261299,0
ENSG00000261302,6
ENSG00000261303,0
ENSG00000261304,1
ENSG00000261305,48
ENSG00000261307,0
ENSG00000261308,1
ENSG00000261310,0
ENSG00000261312,1
ENSG00000261313,0
ENSG00000261314,0
ENSG00000261315,0
ENSG00000261316,0
ENSG00000261317,0
ENSG00000261318,0
ENSG00000261319,41
ENSG00000261320,0
ENSG00000261324,125
ENSG00000261325,0
ENSG00000261326,269
ENSG00000261327,135
ENSG00000261329,3
ENSG00000261330,0
ENSG00000261331,0
ENSG00000261332,52
ENSG00000261333,2
ENSG00000261334,1
ENSG00000261335,5
ENSG00000261336,1
ENSG00000261338,96
ENSG00000261340,0
ENSG00000261341,15
ENSG00000261342,36
ENSG00000261346,5
ENSG00000261347,2
ENSG00000261348,0
ENSG00000261349,0
ENSG00000261350,0
ENSG00000261351,75
ENSG00000261353,84
ENSG00000261356,0
ENSG00000261357,6
ENSG00000261359,1
ENSG00000261360,5
ENSG00000261362,0
ENSG00000261363,1
ENSG00000261364,0
ENSG00000261365,0
ENSG00000261366,39
ENSG00000261367,5
ENSG00000261368,0
ENSG00000261369,1
ENSG00000261371,4934
ENSG00000261373,499
ENSG00000261375,1
ENSG00000261376,0
ENSG00000261377,36
ENSG00000261379,37
ENSG00000261382,0
ENSG00000261384,0
ENSG00000261385,0
ENSG00000261386,4
ENSG00000261390,1
ENSG00000261391,0
ENSG00000261392,0
ENSG00000261393,0
ENSG00000261394,1
ENSG00000261395,7
ENSG00000261396,1
ENSG00000261397,0
ENSG00000261398,0
ENSG00000261399,3
ENSG00000261400,0
ENSG00000261401,0
ENSG00000261402,4
ENSG00000261403,0
ENSG00000261404,0
ENSG00000261405,0
ENSG00000261407,1
ENSG00000261408,39
ENSG00000261409,13875
ENSG00000261410,0
ENSG00000261411,0
ENSG00000261416,10
ENSG00000261418,0
ENSG00000261419,0
ENSG00000261420,5
ENSG00000261421,0
ENSG00000261423,26
ENSG00000261424,0
ENSG00000261426,1
ENSG00000261427,0
ENSG00000261428,375
ENSG00000261429,0
ENSG00000261430,0
ENSG00000261431,5
ENSG00000261432,0
ENSG00000261433,5
ENSG00000261434,32
ENSG00000261435,1
ENSG00000261436,0
ENSG00000261437,260
ENSG00000261438,29
ENSG00000261439,0
ENSG00000261440,0
ENSG00000261441,7
ENSG00000261442,7
ENSG00000261444,0
ENSG00000261445,0
ENSG00000261446,6
ENSG00000261447,1
ENSG00000261448,0
ENSG00000261449,0
ENSG00000261451,4
ENSG00000261453,0
ENSG00000261455,192
ENSG00000261456,14
ENSG00000261457,2
ENSG00000261458,0
ENSG00000261459,2
ENSG00000261460,31
ENSG00000261461,28
ENSG00000261462,2
ENSG00000261465,6
ENSG00000261466,0
ENSG00000261467,1
ENSG00000261468,14
ENSG00000261469,0
ENSG00000261470,0
ENSG00000261471,2
ENSG00000261472,0
ENSG00000261474,48
ENSG00000261475,0
ENSG00000261476,1
ENSG00000261478,1
ENSG00000261480,2
ENSG00000261481,2
ENSG00000261482,0
ENSG00000261485,18
ENSG00000261486,0
ENSG00000261487,3
ENSG00000261488,61
ENSG00000261489,1
ENSG00000261490,131
ENSG00000261491,0
ENSG00000261496,12
ENSG00000261497,0
ENSG00000261498,0
ENSG00000261499,0
ENSG00000261501,0
ENSG00000261502,0
ENSG00000261504,7
ENSG00000261505,87
ENSG00000261507,0
ENSG00000261509,0
ENSG00000261510,0
ENSG00000261511,0
ENSG00000261512,75
ENSG00000261513,0
ENSG00000261514,3
ENSG00000261515,1
ENSG00000261517,0
ENSG00000261519,1
ENSG00000261520,0
ENSG00000261522,0
ENSG00000261523,0
ENSG00000261524,0
ENSG00000261526,139
ENSG00000261527,0
ENSG00000261528,2
ENSG00000261529,4
ENSG00000261532,0
ENSG00000261533,474
ENSG00000261534,525
ENSG00000261535,2
ENSG00000261536,0
ENSG00000261537,0
ENSG00000261538,0
ENSG00000261540,0
ENSG00000261541,0
ENSG00000261542,44
ENSG00000261543,0
ENSG00000261544,0
ENSG00000261546,3
ENSG00000261548,6
ENSG00000261549,2
ENSG00000261550,0
ENSG00000261552,0
ENSG00000261553,51
ENSG00000261554,0
ENSG00000261555,0
ENSG00000261556,201
ENSG00000261557,6
ENSG00000261558,0
ENSG00000261559,0
ENSG00000261560,12
ENSG00000261561,0
ENSG00000261564,0
ENSG00000261566,0
ENSG00000261567,0
ENSG00000261568,7
ENSG00000261569,0
ENSG00000261570,0
ENSG00000261572,53
ENSG00000261573,0
ENSG00000261574,0
ENSG00000261575,9
ENSG00000261578,90
ENSG00000261580,0
ENSG00000261581,0
ENSG00000261582,35
ENSG00000261583,0
ENSG00000261584,0
ENSG00000261586,9
ENSG00000261587,35
ENSG00000261588,9
ENSG00000261590,0
ENSG00000261592,2
ENSG00000261593,0
ENSG00000261594,25
ENSG00000261595,0
ENSG00000261596,17
ENSG00000261598,1
ENSG00000261599,1
ENSG00000261600,0
ENSG00000261602,0
ENSG00000261603,3
ENSG00000261604,11
ENSG00000261606,0
ENSG00000261607,0
ENSG00000261608,1
ENSG00000261609,2030
ENSG00000261610,2
ENSG00000261611,3
ENSG00000261612,4
ENSG00000261613,0
ENSG00000261614,6
ENSG00000261615,0
ENSG00000261616,4
ENSG00000261617,0
ENSG00000261618,4
ENSG00000261620,19
ENSG00000261621,1
ENSG00000261622,0
ENSG00000261623,0
ENSG00000261624,0
ENSG00000261625,2
ENSG00000261627,0
ENSG00000261628,16
ENSG00000261629,0
ENSG00000261630,2
ENSG00000261632,0
ENSG00000261633,3
ENSG00000261634,4
ENSG00000261635,1
ENSG00000261636,0
ENSG00000261637,0
ENSG00000261638,0
ENSG00000261641,0
ENSG00000261642,0
ENSG00000261643,42
ENSG00000261644,17
ENSG00000261645,71
ENSG00000261646,3
ENSG00000261647,1
ENSG00000261648,0
ENSG00000261649,2
ENSG00000261650,53
ENSG00000261651,2
ENSG00000261652,52
ENSG00000261653,0
ENSG00000261654,116
ENSG00000261655,8
ENSG00000261656,3
ENSG00000261659,71
ENSG00000261662,92
ENSG00000261663,66
ENSG00000261664,7
ENSG00000261665,0
ENSG00000261666,0
ENSG00000261667,0
ENSG00000261668,5
ENSG00000261669,6
ENSG00000261670,3
ENSG00000261671,4
ENSG00000261672,1
ENSG00000261673,0
ENSG00000261675,0
ENSG00000261678,0
ENSG00000261679,1
ENSG00000261680,0
ENSG00000261682,0
ENSG00000261683,0
ENSG00000261684,0
ENSG00000261685,23
ENSG00000261687,0
ENSG00000261689,0
ENSG00000261691,0
ENSG00000261692,0
ENSG00000261693,1
ENSG00000261695,0
ENSG00000261696,0
ENSG00000261697,5
ENSG00000261701,0
ENSG00000261702,0
ENSG00000261703,0
ENSG00000261704,0
ENSG00000261706,0
ENSG00000261707,1
ENSG00000261708,0
ENSG00000261709,0
ENSG00000261710,0
ENSG00000261711,0
ENSG00000261713,2
ENSG00000261714,0
ENSG00000261715,0
ENSG00000261716,2072
ENSG00000261717,0
ENSG00000261719,0
ENSG00000261720,0
ENSG00000261722,0
ENSG00000261723,3
ENSG00000261725,0
ENSG00000261727,0
ENSG00000261728,1
ENSG00000261729,2
ENSG00000261730,0
ENSG00000261731,0
ENSG00000261732,10
ENSG00000261733,0
ENSG00000261734,0
ENSG00000261736,3
ENSG00000261737,36
ENSG00000261738,0
ENSG00000261739,1
ENSG00000261740,1146
ENSG00000261741,0
ENSG00000261742,4
ENSG00000261743,0
ENSG00000261744,5
ENSG00000261745,0
ENSG00000261747,0
ENSG00000261748,0
ENSG00000261749,1
ENSG00000261751,0
ENSG00000261752,0
ENSG00000261754,8
ENSG00000261757,7
ENSG00000261758,1
ENSG00000261759,0
ENSG00000261760,4
ENSG00000261761,0
ENSG00000261762,133
ENSG00000261763,0
ENSG00000261764,0
ENSG00000261765,2
ENSG00000261766,10
ENSG00000261770,149
ENSG00000261771,1
ENSG00000261773,4
ENSG00000261774,0
ENSG00000261775,4
ENSG00000261776,0
ENSG00000261777,23
ENSG00000261778,0
ENSG00000261779,0
ENSG00000261780,0
ENSG00000261781,0
ENSG00000261782,0
ENSG00000261783,12
ENSG00000261786,268
ENSG00000261787,0
ENSG00000261789,0
ENSG00000261790,0
ENSG00000261792,0
ENSG00000261793,0
ENSG00000261794,4
ENSG00000261795,2
ENSG00000261796,1
ENSG00000261797,0
ENSG00000261798,7
ENSG00000261799,494
ENSG00000261800,0
ENSG00000261801,323
ENSG00000261802,0
ENSG00000261803,3
ENSG00000261804,18
ENSG00000261806,0
ENSG00000261807,0
ENSG00000261809,0
ENSG00000261810,0
ENSG00000261811,0
ENSG00000261812,6
ENSG00000261813,0
ENSG00000261815,0
ENSG00000261816,0
ENSG00000261817,0
ENSG00000261818,0
ENSG00000261819,28
ENSG00000261820,0
ENSG00000261821,8
ENSG00000261822,0
ENSG00000261823,0
ENSG00000261824,1184
ENSG00000261826,0
ENSG00000261829,0
ENSG00000261831,0
ENSG00000261832,0
ENSG00000261833,0
ENSG00000261834,0
ENSG00000261835,0
ENSG00000261836,0
ENSG00000261837,0
ENSG00000261838,1
ENSG00000261839,1
ENSG00000261840,29
ENSG00000261842,2
ENSG00000261845,0
ENSG00000261848,0
ENSG00000261856,1
ENSG00000261857,186
ENSG00000261863,0
ENSG00000261864,0
ENSG00000261866,1
ENSG00000261868,2
ENSG00000261872,2
ENSG00000261873,0
ENSG00000261879,66
ENSG00000261882,0
ENSG00000261884,79
ENSG00000261886,2
ENSG00000261888,24
ENSG00000261889,9
ENSG00000261898,1
ENSG00000261904,1
ENSG00000261914,0
ENSG00000261915,0
ENSG00000261916,2
ENSG00000261924,18
ENSG00000261934,119
ENSG00000261938,0
ENSG00000261939,0
ENSG00000261949,4
ENSG00000261959,0
ENSG00000261963,0
ENSG00000261965,0
ENSG00000261970,0
ENSG00000261971,482
ENSG00000261976,0
ENSG00000261978,0
ENSG00000261987,0
ENSG00000261996,4
ENSG00000261997,4
ENSG00000262000,0
ENSG00000262001,27
ENSG00000262003,8
ENSG00000262006,1
ENSG00000262008,0
ENSG00000262011,0
ENSG00000262020,1
ENSG00000262031,0
ENSG00000262038,0
ENSG00000262039,6
ENSG00000262048,0
ENSG00000262049,115
ENSG00000262050,23
ENSG00000262052,0
ENSG00000262061,21
ENSG00000262067,0
ENSG00000262074,11
ENSG00000262075,2
ENSG00000262079,0
ENSG00000262081,0
ENSG00000262085,0
ENSG00000262089,48
ENSG00000262090,0
ENSG00000262094,0
ENSG00000262095,0
ENSG00000262096,26
ENSG00000262097,2
ENSG00000262098,8
ENSG00000262099,0
ENSG00000262106,0
ENSG00000262107,0
ENSG00000262112,0
ENSG00000262115,1
ENSG00000262116,0
ENSG00000262117,7
ENSG00000262118,8
ENSG00000262119,2
ENSG00000262120,0
ENSG00000262133,14
ENSG00000262135,0
ENSG00000262136,4
ENSG00000262140,0
ENSG00000262141,0
ENSG00000262147,13
ENSG00000262151,2
ENSG00000262152,6
ENSG00000262154,0
ENSG00000262155,5
ENSG00000262158,0
ENSG00000262160,0
ENSG00000262165,5
ENSG00000262171,3
ENSG00000262172,1
ENSG00000262179,0
ENSG00000262180,11
ENSG00000262181,0
ENSG00000262185,7
ENSG00000262187,0
ENSG00000262188,16
ENSG00000262198,0
ENSG00000262202,8
ENSG00000262209,98
ENSG00000262211,0
ENSG00000262213,3
ENSG00000262222,26
ENSG00000262223,8
ENSG00000262227,6
ENSG00000262228,2
ENSG00000262231,0
ENSG00000262235,0
ENSG00000262246,622
ENSG00000262248,2
ENSG00000262251,55
ENSG00000262259,0
ENSG00000262262,0
ENSG00000262265,1
ENSG00000262267,36
ENSG00000262271,0
ENSG00000262292,0
ENSG00000262294,1
ENSG00000262296,1
ENSG00000262298,6
ENSG00000262302,0
ENSG00000262304,19
ENSG00000262312,10
ENSG00000262313,5
ENSG00000262316,6
ENSG00000262319,0
ENSG00000262322,0
ENSG00000262332,0
ENSG00000262333,35
ENSG00000262339,0
ENSG00000262343,0
ENSG00000262352,0
ENSG00000262358,3
ENSG00000262362,2
ENSG00000262366,0
ENSG00000262370,227
ENSG00000262372,4
ENSG00000262380,1
ENSG00000262381,0
ENSG00000262384,0
ENSG00000262395,0
ENSG00000262400,0
ENSG00000262402,0
ENSG00000262406,2301
ENSG00000262408,0
ENSG00000262410,15
ENSG00000262412,2
ENSG00000262413,0
ENSG00000262420,9
ENSG00000262429,0
ENSG00000262434,8
ENSG00000262445,0
ENSG00000262454,36
ENSG00000262456,0
ENSG00000262461,0
ENSG00000262468,113
ENSG00000262470,1
ENSG00000262471,0
ENSG00000262477,7
ENSG00000262480,0
ENSG00000262481,1
ENSG00000262482,19
ENSG00000262484,3
ENSG00000262488,1
ENSG00000262492,1
ENSG00000262495,0
ENSG00000262497,4
ENSG00000262500,0
ENSG00000262503,21
ENSG00000262514,0
ENSG00000262516,0
ENSG00000262518,0
ENSG00000262519,3
ENSG00000262521,0
ENSG00000262526,0
ENSG00000262528,2
ENSG00000262529,0
ENSG00000262533,0
ENSG00000262539,4
ENSG00000262543,1
ENSG00000262554,0
ENSG00000262558,2
ENSG00000262560,0
ENSG00000262561,0
ENSG00000262566,0
ENSG00000262576,89
ENSG00000262580,242
ENSG00000262583,1
ENSG00000262585,27
ENSG00000262587,21
ENSG00000262601,7
ENSG00000262609,0
ENSG00000262619,1
ENSG00000262621,21
ENSG00000262623,1
ENSG00000262624,0
ENSG00000262628,0
ENSG00000262633,0
ENSG00000262636,7
ENSG00000262648,0
ENSG00000262651,0
ENSG00000262652,1
ENSG00000262655,8399
ENSG00000262660,2
ENSG00000262662,1
ENSG00000262663,7
ENSG00000262664,0
ENSG00000262668,0
ENSG00000262670,2
ENSG00000262678,6
ENSG00000262681,3
ENSG00000262686,5
ENSG00000262691,124
ENSG00000262692,6
ENSG00000262693,14
ENSG00000262700,2
ENSG00000262703,5
ENSG00000262708,1
ENSG00000262712,102
ENSG00000262714,29
ENSG00000262721,0
ENSG00000262728,1
ENSG00000262730,1
ENSG00000262732,7
ENSG00000262759,1
ENSG00000262766,19
ENSG00000262768,0
ENSG00000262769,0
ENSG00000262772,57
ENSG00000262777,3
ENSG00000262786,0
ENSG00000262791,0
ENSG00000262801,0
ENSG00000262803,0
ENSG00000262810,1
ENSG00000262814,1312
ENSG00000262815,0
ENSG00000262818,0
ENSG00000262823,10
ENSG00000262831,0
ENSG00000262833,2
ENSG00000262837,1
ENSG00000262848,0
ENSG00000262855,0
ENSG00000262869,0
ENSG00000262870,2
ENSG00000262873,6
ENSG00000262874,33
ENSG00000262877,23
ENSG00000262879,206
ENSG00000262880,0
ENSG00000262881,0
ENSG00000262884,3
ENSG00000262885,0
ENSG00000262888,1
ENSG00000262890,0
ENSG00000262898,1
ENSG00000262899,0
ENSG00000262902,31
ENSG00000262903,27
ENSG00000262904,15
ENSG00000262905,3
ENSG00000262919,943
ENSG00000262920,0
ENSG00000262921,0
ENSG00000262943,175
ENSG00000262950,0
ENSG00000262952,0
ENSG00000262953,2
ENSG00000262959,0
ENSG00000262961,0
ENSG00000262962,0
ENSG00000262966,11
ENSG00000262967,0
ENSG00000262974,0
ENSG00000262979,10
ENSG00000262980,0
ENSG00000262983,0
ENSG00000262990,0
ENSG00000262995,0
ENSG00000262999,0
ENSG00000263001,9415
ENSG00000263002,1006
ENSG00000263004,85
ENSG00000263006,52
ENSG00000263011,4
ENSG00000263013,32
ENSG00000263015,4
ENSG00000263017,0
ENSG00000263020,20
ENSG00000263029,0
ENSG00000263033,9
ENSG00000263041,0
ENSG00000263045,0
ENSG00000263050,20
ENSG00000263051,0
ENSG00000263063,6
ENSG00000263064,33
ENSG00000263065,13
ENSG00000263069,18
ENSG00000263070,0
ENSG00000263072,511
ENSG00000263080,3
ENSG00000263081,0
ENSG00000263082,0
ENSG00000263089,14
ENSG00000263096,0
ENSG00000263098,1
ENSG00000263105,1
ENSG00000263107,0
ENSG00000263110,0
ENSG00000263120,15
ENSG00000263125,0
ENSG00000263126,26
ENSG00000263142,218
ENSG00000263146,0
ENSG00000263154,0
ENSG00000263155,100
ENSG00000263159,1
ENSG00000263164,26
ENSG00000263165,0
ENSG00000263167,0
ENSG00000263171,0
ENSG00000263176,0
ENSG00000263177,6
ENSG00000263179,4
ENSG00000263189,0
ENSG00000263196,0
ENSG00000263198,0
ENSG00000263199,0
ENSG00000263201,0
ENSG00000263204,0
ENSG00000263206,0
ENSG00000263207,1
ENSG00000263212,0
ENSG00000263214,24
ENSG00000263218,0
ENSG00000263219,3
ENSG00000263220,3
ENSG00000263232,2
ENSG00000263234,0
ENSG00000263235,42
ENSG00000263237,0
ENSG00000263241,0
ENSG00000263244,0
ENSG00000263252,0
ENSG00000263253,0
ENSG00000263257,0
ENSG00000263264,8
ENSG00000263266,684
ENSG00000263271,0
ENSG00000263272,69
ENSG00000263276,9
ENSG00000263277,0
ENSG00000263278,0
ENSG00000263279,1
ENSG00000263280,4
ENSG00000263293,8
ENSG00000263300,1
ENSG00000263301,0
ENSG00000263305,0
ENSG00000263307,7
ENSG00000263311,0
ENSG00000263312,0
ENSG00000263316,17
ENSG00000263317,1
ENSG00000263321,1
ENSG00000263325,0
ENSG00000263326,4
ENSG00000263327,53
