Gene stable ID,6b3c3b8b-3158-4475-ad04-9001ffb1e775
ENSG00000265833,0
ENSG00000265835,0
ENSG00000265836,0
ENSG00000265837,0
ENSG00000265840,0
ENSG00000265841,0
ENSG00000265843,0
ENSG00000265844,0
ENSG00000265845,8
ENSG00000265846,0
ENSG00000265847,0
ENSG00000265848,0
ENSG00000265850,0
ENSG00000265853,0
ENSG00000265855,3
ENSG00000265856,0
ENSG00000265858,0
ENSG00000265859,0
ENSG00000265861,0
ENSG00000265863,0
ENSG00000265864,0
ENSG00000265865,0
ENSG00000265866,1
ENSG00000265867,0
ENSG00000265869,0
ENSG00000265870,0
ENSG00000265871,0
ENSG00000265872,0
ENSG00000265873,0
ENSG00000265874,3
ENSG00000265875,0
ENSG00000265878,0
ENSG00000265879,0
ENSG00000265881,0
ENSG00000265882,0
ENSG00000265883,4
ENSG00000265885,0
ENSG00000265888,0
ENSG00000265889,0
ENSG00000265891,0
ENSG00000265892,0
ENSG00000265893,1
ENSG00000265894,0
ENSG00000265897,0
ENSG00000265898,0
ENSG00000265899,0
ENSG00000265902,0
ENSG00000265904,1
ENSG00000265905,0
ENSG00000265907,1
ENSG00000265908,10
ENSG00000265911,0
ENSG00000265912,46
ENSG00000265916,4
ENSG00000265917,10
ENSG00000265918,0
ENSG00000265919,0
ENSG00000265924,0
ENSG00000265927,0
ENSG00000265929,4
ENSG00000265931,0
ENSG00000265932,1
ENSG00000265933,1
ENSG00000265934,0
ENSG00000265935,0
ENSG00000265936,2
ENSG00000265939,10
ENSG00000265942,0
ENSG00000265943,35
ENSG00000265944,0
ENSG00000265946,0
ENSG00000265948,0
ENSG00000265954,0
ENSG00000265956,0
ENSG00000265957,0
ENSG00000265959,0
ENSG00000265960,0
ENSG00000265961,0
ENSG00000265962,7
ENSG00000265964,0
ENSG00000265965,0
ENSG00000265967,0
ENSG00000265971,0
ENSG00000265972,28540
ENSG00000265973,0
ENSG00000265975,11
ENSG00000265976,0
ENSG00000265978,0
ENSG00000265979,0
ENSG00000265980,0
ENSG00000265981,1
ENSG00000265982,11
ENSG00000265984,0
ENSG00000265985,0
ENSG00000265986,0
ENSG00000265987,0
ENSG00000265990,0
ENSG00000265991,0
ENSG00000265992,0
ENSG00000265993,0
ENSG00000265994,0
ENSG00000265995,0
ENSG00000265996,7
ENSG00000266002,0
ENSG00000266003,0
ENSG00000266006,0
ENSG00000266009,0
ENSG00000266010,6
ENSG00000266012,0
ENSG00000266013,0
ENSG00000266014,0
ENSG00000266015,0
ENSG00000266016,0
ENSG00000266017,26
ENSG00000266018,0
ENSG00000266019,0
ENSG00000266020,0
ENSG00000266025,0
ENSG00000266028,2041
ENSG00000266029,0
ENSG00000266030,0
ENSG00000266032,12
ENSG00000266036,667
ENSG00000266038,0
ENSG00000266039,0
ENSG00000266041,0
ENSG00000266042,0
ENSG00000266043,0
ENSG00000266044,0
ENSG00000266047,0
ENSG00000266048,0
ENSG00000266049,0
ENSG00000266050,0
ENSG00000266051,0
ENSG00000266052,0
ENSG00000266053,136
ENSG00000266055,0
ENSG00000266057,0
ENSG00000266058,0
ENSG00000266059,0
ENSG00000266060,0
ENSG00000266061,0
ENSG00000266063,0
ENSG00000266065,0
ENSG00000266066,3
ENSG00000266069,0
ENSG00000266070,0
ENSG00000266071,0
ENSG00000266072,0
ENSG00000266073,0
ENSG00000266074,646
ENSG00000266075,10
ENSG00000266076,2
ENSG00000266077,0
ENSG00000266078,0
ENSG00000266079,0
ENSG00000266082,0
ENSG00000266083,0
ENSG00000266085,0
ENSG00000266086,0
ENSG00000266088,49
ENSG00000266090,0
ENSG00000266094,1222
ENSG00000266097,0
ENSG00000266099,0
ENSG00000266100,0
ENSG00000266101,0
ENSG00000266102,0
ENSG00000266104,1
ENSG00000266105,0
ENSG00000266106,4
ENSG00000266107,0
ENSG00000266108,0
ENSG00000266109,0
ENSG00000266110,0
ENSG00000266111,11
ENSG00000266112,0
ENSG00000266114,0
ENSG00000266115,0
ENSG00000266117,2
ENSG00000266120,3
ENSG00000266121,0
ENSG00000266124,5
ENSG00000266125,0
ENSG00000266126,3
ENSG00000266127,0
ENSG00000266128,0
ENSG00000266129,0
ENSG00000266133,0
ENSG00000266136,0
ENSG00000266139,0
ENSG00000266140,0
ENSG00000266143,5
ENSG00000266144,0
ENSG00000266145,5
ENSG00000266146,1
ENSG00000266148,0
ENSG00000266149,1
ENSG00000266150,0
ENSG00000266151,0
ENSG00000266153,0
ENSG00000266154,0
ENSG00000266155,7
ENSG00000266156,1
ENSG00000266158,0
ENSG00000266160,0
ENSG00000266162,0
ENSG00000266163,0
ENSG00000266166,0
ENSG00000266168,0
ENSG00000266171,23
ENSG00000266173,1562
ENSG00000266174,1
ENSG00000266176,64
ENSG00000266179,0
ENSG00000266180,0
ENSG00000266181,0
ENSG00000266183,0
ENSG00000266184,2
ENSG00000266185,0
ENSG00000266186,0
ENSG00000266187,0
ENSG00000266188,1
ENSG00000266189,1
ENSG00000266190,0
ENSG00000266192,0
ENSG00000266193,0
ENSG00000266194,0
ENSG00000266195,0
ENSG00000266196,0
ENSG00000266200,5
ENSG00000266201,0
ENSG00000266202,0
ENSG00000266203,0
ENSG00000266204,0
ENSG00000266205,0
ENSG00000266206,2
ENSG00000266207,0
ENSG00000266208,898
ENSG00000266209,0
ENSG00000266210,0
ENSG00000266211,0
ENSG00000266213,0
ENSG00000266215,0
ENSG00000266216,0
ENSG00000266217,0
ENSG00000266218,0
ENSG00000266220,0
ENSG00000266222,0
ENSG00000266224,0
ENSG00000266226,0
ENSG00000266227,0
ENSG00000266228,0
ENSG00000266229,0
ENSG00000266230,0
ENSG00000266232,5
ENSG00000266233,0
ENSG00000266235,0
ENSG00000266236,28
ENSG00000266237,0
ENSG00000266239,9
ENSG00000266240,1
ENSG00000266241,0
ENSG00000266242,19
ENSG00000266243,0
ENSG00000266244,0
ENSG00000266245,0
ENSG00000266246,0
ENSG00000266248,0
ENSG00000266251,0
ENSG00000266252,1
ENSG00000266254,0
ENSG00000266255,0
ENSG00000266256,3
ENSG00000266257,0
ENSG00000266258,10
ENSG00000266259,0
ENSG00000266261,6
ENSG00000266262,0
ENSG00000266264,0
ENSG00000266265,3
ENSG00000266268,0
ENSG00000266269,0
ENSG00000266270,0
ENSG00000266272,0
ENSG00000266273,0
ENSG00000266274,42
ENSG00000266275,0
ENSG00000266276,0
ENSG00000266277,0
ENSG00000266278,0
ENSG00000266279,0
ENSG00000266282,1
ENSG00000266283,0
ENSG00000266287,0
ENSG00000266288,0
ENSG00000266289,7
ENSG00000266290,0
ENSG00000266291,0
ENSG00000266293,0
ENSG00000266294,0
ENSG00000266296,3
ENSG00000266297,35
ENSG00000266299,0
ENSG00000266302,1
ENSG00000266304,4
ENSG00000266305,0
ENSG00000266306,7
ENSG00000266307,2
ENSG00000266308,3
ENSG00000266309,0
ENSG00000266310,0
ENSG00000266311,0
ENSG00000266312,0
ENSG00000266313,6
ENSG00000266315,8
ENSG00000266317,0
ENSG00000266318,2
ENSG00000266319,0
ENSG00000266320,6
ENSG00000266321,0
ENSG00000266324,0
ENSG00000266325,0
ENSG00000266327,0
ENSG00000266328,0
ENSG00000266329,0
ENSG00000266330,0
ENSG00000266333,0
ENSG00000266335,0
ENSG00000266336,0
ENSG00000266338,1191
ENSG00000266340,3
ENSG00000266341,0
ENSG00000266344,0
ENSG00000266347,4
ENSG00000266349,0
ENSG00000266354,0
ENSG00000266355,1
ENSG00000266356,1
ENSG00000266357,0
ENSG00000266358,1
ENSG00000266360,0
ENSG00000266363,0
ENSG00000266364,0
ENSG00000266365,0
ENSG00000266368,4
ENSG00000266369,0
ENSG00000266370,8
ENSG00000266371,2
ENSG00000266373,1
ENSG00000266374,0
ENSG00000266376,0
ENSG00000266378,3
ENSG00000266379,0
ENSG00000266382,0
ENSG00000266383,0
ENSG00000266385,15
ENSG00000266388,0
ENSG00000266389,9
ENSG00000266390,0
ENSG00000266391,0
ENSG00000266392,0
ENSG00000266393,0
ENSG00000266396,0
ENSG00000266397,1
ENSG00000266398,0
ENSG00000266399,1
ENSG00000266400,0
ENSG00000266401,0
ENSG00000266402,28
ENSG00000266403,0
ENSG00000266405,20
ENSG00000266407,1
ENSG00000266409,0
ENSG00000266411,2
ENSG00000266412,27465
ENSG00000266415,0
ENSG00000266416,0
ENSG00000266417,0
ENSG00000266420,1
ENSG00000266421,0
ENSG00000266423,0
ENSG00000266426,0
ENSG00000266429,0
ENSG00000266430,0
ENSG00000266431,0
ENSG00000266432,0
ENSG00000266433,0
ENSG00000266436,0
ENSG00000266437,0
ENSG00000266439,0
ENSG00000266441,2
ENSG00000266443,0
ENSG00000266445,3
ENSG00000266446,1
ENSG00000266448,0
ENSG00000266449,0
ENSG00000266450,0
ENSG00000266451,0
ENSG00000266454,0
ENSG00000266456,16
ENSG00000266457,0
ENSG00000266458,0
ENSG00000266459,0
ENSG00000266460,0
ENSG00000266461,0
ENSG00000266463,0
ENSG00000266466,0
ENSG00000266467,0
ENSG00000266469,1531
ENSG00000266470,0
ENSG00000266472,4774
ENSG00000266473,7
ENSG00000266476,0
ENSG00000266477,1
ENSG00000266478,0
ENSG00000266479,0
ENSG00000266481,0
ENSG00000266482,0
ENSG00000266483,0
ENSG00000266485,0
ENSG00000266486,0
ENSG00000266489,0
ENSG00000266490,113
ENSG00000266491,0
ENSG00000266493,0
ENSG00000266494,0
ENSG00000266495,1
ENSG00000266496,0
ENSG00000266497,0
ENSG00000266498,2
ENSG00000266499,1
ENSG00000266500,0
ENSG00000266501,5
ENSG00000266502,0
ENSG00000266503,0
ENSG00000266504,0
ENSG00000266505,1
ENSG00000266507,0
ENSG00000266508,0
ENSG00000266509,0
ENSG00000266510,0
ENSG00000266511,0
ENSG00000266513,0
ENSG00000266514,0
ENSG00000266515,0
ENSG00000266517,0
ENSG00000266518,0
ENSG00000266520,0
ENSG00000266521,20
ENSG00000266522,2
ENSG00000266524,21
ENSG00000266525,0
ENSG00000266526,0
ENSG00000266527,5
ENSG00000266529,0
ENSG00000266530,0
ENSG00000266531,0
ENSG00000266533,1
ENSG00000266535,0
ENSG00000266537,0
ENSG00000266538,5
ENSG00000266539,0
ENSG00000266541,3
ENSG00000266542,1
ENSG00000266543,0
ENSG00000266545,0
ENSG00000266546,0
ENSG00000266547,0
ENSG00000266549,0
ENSG00000266550,0
ENSG00000266552,0
ENSG00000266553,0
ENSG00000266554,3
ENSG00000266555,0
ENSG00000266556,0
ENSG00000266559,0
ENSG00000266560,0
ENSG00000266561,0
ENSG00000266563,0
ENSG00000266564,0
ENSG00000266567,0
ENSG00000266569,0
ENSG00000266570,0
ENSG00000266573,0
ENSG00000266575,0
ENSG00000266578,0
ENSG00000266579,2
ENSG00000266580,1
ENSG00000266581,0
ENSG00000266582,0
ENSG00000266583,0
ENSG00000266584,0
ENSG00000266586,0
ENSG00000266587,0
ENSG00000266588,3
ENSG00000266589,2
ENSG00000266590,0
ENSG00000266591,0
ENSG00000266593,0
ENSG00000266594,0
ENSG00000266595,0
ENSG00000266597,1
ENSG00000266598,1
ENSG00000266599,0
ENSG00000266601,48
ENSG00000266602,0
ENSG00000266604,0
ENSG00000266605,2
ENSG00000266608,0
ENSG00000266609,0
ENSG00000266610,0
ENSG00000266611,0
ENSG00000266613,0
ENSG00000266614,0
ENSG00000266616,0
ENSG00000266617,0
ENSG00000266618,0
ENSG00000266619,0
ENSG00000266620,0
ENSG00000266621,0
ENSG00000266624,0
ENSG00000266625,1
ENSG00000266627,0
ENSG00000266630,0
ENSG00000266631,3
ENSG00000266634,0
ENSG00000266636,0
ENSG00000266637,0
ENSG00000266640,0
ENSG00000266642,0
ENSG00000266643,1
ENSG00000266644,25
ENSG00000266645,0
ENSG00000266647,0
ENSG00000266648,3
ENSG00000266649,0
ENSG00000266651,10
ENSG00000266652,0
ENSG00000266654,3
ENSG00000266655,0
ENSG00000266656,0
ENSG00000266663,0
ENSG00000266664,0
ENSG00000266665,0
ENSG00000266666,0
ENSG00000266667,0
ENSG00000266668,2
ENSG00000266669,0
ENSG00000266671,0
ENSG00000266673,0
ENSG00000266675,0
ENSG00000266676,0
ENSG00000266677,4
ENSG00000266678,0
ENSG00000266680,89
ENSG00000266682,0
ENSG00000266683,0
ENSG00000266685,0
ENSG00000266687,0
ENSG00000266688,0
ENSG00000266690,0
ENSG00000266691,0
ENSG00000266692,0
ENSG00000266693,0
ENSG00000266696,3
ENSG00000266697,0
ENSG00000266698,0
ENSG00000266699,0
ENSG00000266700,0
ENSG00000266701,1
ENSG00000266703,0
ENSG00000266704,0
ENSG00000266705,0
ENSG00000266706,0
ENSG00000266707,1
ENSG00000266708,28
ENSG00000266709,16
ENSG00000266710,0
ENSG00000266711,0
ENSG00000266712,2
ENSG00000266713,0
ENSG00000266714,1796
ENSG00000266715,0
ENSG00000266717,8
ENSG00000266718,31
ENSG00000266719,0
ENSG00000266720,0
ENSG00000266721,0
ENSG00000266722,0
ENSG00000266724,0
ENSG00000266727,0
ENSG00000266728,0
ENSG00000266729,2
ENSG00000266733,9
ENSG00000266734,0
ENSG00000266736,0
ENSG00000266737,0
ENSG00000266738,0
ENSG00000266739,0
ENSG00000266740,0
ENSG00000266743,0
ENSG00000266744,1
ENSG00000266745,0
ENSG00000266746,0
ENSG00000266750,3
ENSG00000266751,0
ENSG00000266754,0
ENSG00000266756,0
ENSG00000266758,0
ENSG00000266760,0
ENSG00000266761,0
ENSG00000266763,0
ENSG00000266765,0
ENSG00000266767,0
ENSG00000266768,1
ENSG00000266769,1
ENSG00000266770,0
ENSG00000266771,0
ENSG00000266772,0
ENSG00000266774,0
ENSG00000266775,0
ENSG00000266776,0
ENSG00000266777,31
ENSG00000266778,0
ENSG00000266780,1
ENSG00000266782,0
ENSG00000266783,19
ENSG00000266786,0
ENSG00000266793,0
ENSG00000266794,0
ENSG00000266799,1
ENSG00000266800,0
ENSG00000266801,3
ENSG00000266802,1
ENSG00000266803,0
ENSG00000266804,1
ENSG00000266805,15
ENSG00000266806,0
ENSG00000266807,0
ENSG00000266808,0
ENSG00000266809,0
ENSG00000266814,0
ENSG00000266816,0
ENSG00000266817,0
ENSG00000266818,0
ENSG00000266820,0
ENSG00000266821,14
ENSG00000266822,0
ENSG00000266824,8
ENSG00000266825,0
ENSG00000266826,1
ENSG00000266827,0
ENSG00000266828,0
ENSG00000266830,1
ENSG00000266832,0
ENSG00000266835,88
ENSG00000266837,1
ENSG00000266838,0
ENSG00000266839,0
ENSG00000266840,0
ENSG00000266844,0
ENSG00000266846,0
ENSG00000266849,0
ENSG00000266850,16
ENSG00000266852,1
ENSG00000266853,1
ENSG00000266854,0
ENSG00000266855,0
ENSG00000266857,0
ENSG00000266858,0
ENSG00000266859,0
ENSG00000266861,0
ENSG00000266862,1
ENSG00000266863,0
ENSG00000266864,0
ENSG00000266865,36
ENSG00000266868,0
ENSG00000266869,0
ENSG00000266872,0
ENSG00000266875,0
ENSG00000266876,1
ENSG00000266877,0
ENSG00000266881,0
ENSG00000266885,0
ENSG00000266887,0
ENSG00000266890,0
ENSG00000266891,7
ENSG00000266893,0
ENSG00000266896,43
ENSG00000266897,10
ENSG00000266899,0
ENSG00000266900,0
ENSG00000266901,0
ENSG00000266903,97
ENSG00000266904,371
ENSG00000266905,0
ENSG00000266906,1
ENSG00000266907,13
ENSG00000266908,0
ENSG00000266909,1
ENSG00000266910,40
ENSG00000266912,9
ENSG00000266913,0
ENSG00000266915,0
ENSG00000266916,109
ENSG00000266918,11
ENSG00000266919,0
ENSG00000266920,2
ENSG00000266921,45
ENSG00000266922,8
ENSG00000266923,0
ENSG00000266924,0
ENSG00000266925,0
ENSG00000266928,2
ENSG00000266929,0
ENSG00000266931,18
ENSG00000266932,6
ENSG00000266933,11
ENSG00000266934,14
ENSG00000266936,13
ENSG00000266938,0
ENSG00000266941,2
ENSG00000266943,0
ENSG00000266944,0
ENSG00000266946,0
ENSG00000266947,30
ENSG00000266950,4
ENSG00000266951,0
ENSG00000266952,0
ENSG00000266953,0
ENSG00000266954,15
ENSG00000266955,0
ENSG00000266957,9
ENSG00000266958,7
ENSG00000266959,0
ENSG00000266960,0
ENSG00000266961,0
ENSG00000266962,553
ENSG00000266963,2
ENSG00000266964,21
ENSG00000266965,0
ENSG00000266967,593
ENSG00000266968,32
ENSG00000266969,6
ENSG00000266970,23
ENSG00000266971,0
ENSG00000266973,1
ENSG00000266975,8
ENSG00000266976,0
ENSG00000266977,1
ENSG00000266978,1
ENSG00000266979,0
ENSG00000266980,12
ENSG00000266981,0
ENSG00000266983,14
ENSG00000266984,1
ENSG00000266985,0
ENSG00000266987,1
ENSG00000266988,7
ENSG00000266989,1
ENSG00000266990,0
ENSG00000266992,0
ENSG00000266993,36
ENSG00000266994,8
ENSG00000266995,5
ENSG00000266997,0
ENSG00000266998,2
ENSG00000267000,0
ENSG00000267001,0
ENSG00000267002,224
ENSG00000267004,0
ENSG00000267005,2
ENSG00000267006,2
ENSG00000267007,0
ENSG00000267009,113
ENSG00000267011,23
ENSG00000267012,0
ENSG00000267013,45
ENSG00000267014,0
ENSG00000267015,1
ENSG00000267016,7
ENSG00000267019,0
ENSG00000267021,0
ENSG00000267022,1
ENSG00000267023,687
ENSG00000267024,6
ENSG00000267026,1
ENSG00000267027,0
ENSG00000267028,0
ENSG00000267030,0
ENSG00000267032,0
ENSG00000267033,11
ENSG00000267034,39
ENSG00000267035,0
ENSG00000267036,0
ENSG00000267037,0
ENSG00000267038,0
ENSG00000267039,1
ENSG00000267040,126
ENSG00000267041,224
ENSG00000267042,0
ENSG00000267044,1
ENSG00000267045,70
ENSG00000267046,4
ENSG00000267047,0
ENSG00000267048,1
ENSG00000267049,45
ENSG00000267051,0
ENSG00000267052,0
ENSG00000267053,28
ENSG00000267054,1
ENSG00000267055,0
ENSG00000267056,19
ENSG00000267057,0
ENSG00000267058,9
ENSG00000267059,0
ENSG00000267060,40
ENSG00000267061,0
ENSG00000267062,0
ENSG00000267063,0
ENSG00000267064,30
ENSG00000267065,7
ENSG00000267066,0
ENSG00000267069,7
ENSG00000267070,1
ENSG00000267072,1
ENSG00000267073,0
ENSG00000267074,14
ENSG00000267075,0
ENSG00000267076,0
ENSG00000267077,43
ENSG00000267078,13
ENSG00000267079,0
ENSG00000267080,1599
ENSG00000267081,0
ENSG00000267082,19
ENSG00000267083,1
ENSG00000267084,0
ENSG00000267085,0
ENSG00000267088,0
ENSG00000267089,2
ENSG00000267090,0
ENSG00000267091,9
ENSG00000267092,15
ENSG00000267094,0
ENSG00000267095,1
ENSG00000267096,10
ENSG00000267097,6
ENSG00000267098,0
ENSG00000267099,0
ENSG00000267100,1637
ENSG00000267101,0
ENSG00000267102,60
ENSG00000267104,0
ENSG00000267105,0
ENSG00000267106,474
ENSG00000267107,255
ENSG00000267108,3
ENSG00000267109,0
ENSG00000267110,0
ENSG00000267112,6
ENSG00000267113,0
ENSG00000267114,17
ENSG00000267115,1
ENSG00000267116,0
ENSG00000267117,4
ENSG00000267119,8
ENSG00000267120,12
ENSG00000267121,75
ENSG00000267122,1
ENSG00000267123,9
ENSG00000267124,0
ENSG00000267125,0
ENSG00000267127,31
ENSG00000267128,60
ENSG00000267129,0
ENSG00000267130,2
ENSG00000267131,5
ENSG00000267132,0
ENSG00000267133,0
ENSG00000267134,0
ENSG00000267135,0
ENSG00000267136,90
ENSG00000267137,0
ENSG00000267138,5
ENSG00000267139,0
ENSG00000267140,1
ENSG00000267141,0
ENSG00000267142,12
ENSG00000267143,0
ENSG00000267144,0
ENSG00000267145,0
ENSG00000267146,0
ENSG00000267147,4
ENSG00000267148,0
ENSG00000267149,5
ENSG00000267150,13
ENSG00000267151,3
ENSG00000267152,119
ENSG00000267153,0
ENSG00000267154,0
ENSG00000267156,1
ENSG00000267157,2
ENSG00000267159,1
ENSG00000267160,17
ENSG00000267162,0
ENSG00000267163,31
ENSG00000267165,0
ENSG00000267166,1
ENSG00000267168,0
ENSG00000267169,124
ENSG00000267170,0
ENSG00000267172,0
ENSG00000267173,0
ENSG00000267174,6
ENSG00000267175,8
ENSG00000267177,0
ENSG00000267178,0
ENSG00000267179,15
ENSG00000267180,0
ENSG00000267182,0
ENSG00000267184,0
ENSG00000267185,25
ENSG00000267187,0
ENSG00000267188,0
ENSG00000267189,0
ENSG00000267190,0
ENSG00000267191,1
ENSG00000267192,14
ENSG00000267193,14
ENSG00000267194,231
ENSG00000267195,0
ENSG00000267196,0
ENSG00000267197,21
ENSG00000267198,35
ENSG00000267199,44
ENSG00000267200,0
ENSG00000267201,14
ENSG00000267202,0
ENSG00000267203,9
ENSG00000267204,0
ENSG00000267205,4
ENSG00000267206,0
ENSG00000267207,1
ENSG00000267209,1
ENSG00000267211,1
ENSG00000267212,4
ENSG00000267213,86
ENSG00000267214,0
ENSG00000267215,0
ENSG00000267216,26
ENSG00000267218,0
ENSG00000267219,54
ENSG00000267220,0
ENSG00000267221,73
ENSG00000267222,2
ENSG00000267223,0
ENSG00000267224,0
ENSG00000267225,2
ENSG00000267226,5
ENSG00000267227,0
ENSG00000267228,0
ENSG00000267230,3
ENSG00000267231,1
ENSG00000267232,0
ENSG00000267233,0
ENSG00000267234,0
ENSG00000267235,0
ENSG00000267238,0
ENSG00000267239,2
ENSG00000267240,0
ENSG00000267241,0
ENSG00000267243,3
ENSG00000267244,103
ENSG00000267245,1
ENSG00000267246,10
ENSG00000267247,1
ENSG00000267248,41
ENSG00000267249,90
ENSG00000267250,0
ENSG00000267251,83
ENSG00000267252,0
ENSG00000267253,1
ENSG00000267254,179
ENSG00000267255,2
ENSG00000267257,0
ENSG00000267258,3
ENSG00000267259,350
ENSG00000267260,26
ENSG00000267261,0
ENSG00000267262,0
ENSG00000267263,0
ENSG00000267264,15
ENSG00000267265,71
ENSG00000267268,2
ENSG00000267269,0
ENSG00000267270,302
ENSG00000267271,0
ENSG00000267272,106
ENSG00000267273,0
ENSG00000267274,41
ENSG00000267275,4
ENSG00000267277,29
ENSG00000267278,386
ENSG00000267279,11
ENSG00000267280,27
ENSG00000267281,49
ENSG00000267282,21
ENSG00000267283,7
ENSG00000267284,0
ENSG00000267285,2
ENSG00000267286,0
ENSG00000267287,25
ENSG00000267288,70
ENSG00000267289,1
ENSG00000267291,0
ENSG00000267292,0
ENSG00000267293,5
ENSG00000267295,1
ENSG00000267296,90
ENSG00000267298,0
ENSG00000267299,1
ENSG00000267301,0
ENSG00000267302,97
ENSG00000267303,0
ENSG00000267304,1
ENSG00000267305,8
ENSG00000267308,0
ENSG00000267309,160
ENSG00000267310,0
ENSG00000267311,3
ENSG00000267312,2
ENSG00000267313,0
ENSG00000267314,2
ENSG00000267315,1
ENSG00000267316,11
ENSG00000267317,298
ENSG00000267318,0
ENSG00000267319,21
ENSG00000267320,7
ENSG00000267321,387
ENSG00000267322,19
ENSG00000267323,8
ENSG00000267324,0
ENSG00000267325,40
ENSG00000267327,0
ENSG00000267328,1
ENSG00000267332,4
ENSG00000267333,0
ENSG00000267334,1
ENSG00000267335,0
ENSG00000267336,4
ENSG00000267337,0
ENSG00000267338,4
ENSG00000267339,0
ENSG00000267340,7
ENSG00000267341,0
ENSG00000267342,42
ENSG00000267343,3
ENSG00000267344,18
ENSG00000267345,6
ENSG00000267346,4
ENSG00000267348,90
ENSG00000267349,0
ENSG00000267352,0
ENSG00000267353,3
ENSG00000267354,1
ENSG00000267355,56
ENSG00000267356,0
ENSG00000267359,1
ENSG00000267360,4
ENSG00000267361,6
ENSG00000267363,1
ENSG00000267364,39
ENSG00000267365,25
ENSG00000267366,90
ENSG00000267368,1
ENSG00000267369,44
ENSG00000267370,63
ENSG00000267371,0
ENSG00000267372,14
ENSG00000267373,3
ENSG00000267374,2
ENSG00000267375,1
ENSG00000267376,0
ENSG00000267378,0
ENSG00000267379,0
ENSG00000267382,0
ENSG00000267383,66
ENSG00000267384,1
ENSG00000267385,237
ENSG00000267387,16
ENSG00000267388,0
ENSG00000267389,0
ENSG00000267390,109
ENSG00000267391,0
ENSG00000267392,0
ENSG00000267393,1
ENSG00000267394,46
ENSG00000267395,68
ENSG00000267396,0
ENSG00000267397,22
ENSG00000267398,0
ENSG00000267399,0
ENSG00000267400,0
ENSG00000267401,0
ENSG00000267402,0
ENSG00000267404,3
ENSG00000267405,7
ENSG00000267406,0
ENSG00000267407,0
ENSG00000267408,2
ENSG00000267409,13
ENSG00000267412,2
ENSG00000267413,3
ENSG00000267414,348
ENSG00000267415,0
ENSG00000267416,29
ENSG00000267417,1
ENSG00000267418,0
ENSG00000267419,144
ENSG00000267420,1
ENSG00000267421,17
ENSG00000267422,19
ENSG00000267423,1
ENSG00000267424,0
ENSG00000267425,0
ENSG00000267426,8
ENSG00000267428,0
ENSG00000267429,8
ENSG00000267430,0
ENSG00000267432,0
ENSG00000267433,0
ENSG00000267436,0
ENSG00000267437,0
ENSG00000267439,4
ENSG00000267440,0
ENSG00000267441,0
ENSG00000267443,0
ENSG00000267444,0
ENSG00000267446,1
ENSG00000267447,0
ENSG00000267448,0
ENSG00000267449,0
ENSG00000267450,0
ENSG00000267452,15
ENSG00000267453,3
ENSG00000267454,116
ENSG00000267455,0
ENSG00000267456,5
ENSG00000267457,1
ENSG00000267458,0
ENSG00000267459,0
ENSG00000267461,5
ENSG00000267462,0
ENSG00000267463,0
ENSG00000267465,0
ENSG00000267466,12
ENSG00000267467,0
ENSG00000267469,0
ENSG00000267470,88
ENSG00000267471,0
ENSG00000267472,4
ENSG00000267474,20
ENSG00000267475,36
ENSG00000267476,1
ENSG00000267477,0
ENSG00000267478,0
ENSG00000267480,9
ENSG00000267481,218
ENSG00000267482,0
ENSG00000267484,1
ENSG00000267486,0
ENSG00000267487,0
ENSG00000267489,0
ENSG00000267490,0
ENSG00000267491,4
ENSG00000267492,0
ENSG00000267493,51
ENSG00000267496,0
ENSG00000267497,0
ENSG00000267498,15
ENSG00000267500,23
ENSG00000267501,0
ENSG00000267503,29
ENSG00000267504,9
ENSG00000267505,2
ENSG00000267506,10
ENSG00000267507,8
ENSG00000267508,236
ENSG00000267509,41
ENSG00000267510,55
ENSG00000267511,0
ENSG00000267512,1
ENSG00000267513,0
ENSG00000267515,2
ENSG00000267517,0
ENSG00000267518,0
ENSG00000267519,674
ENSG00000267520,0
ENSG00000267521,0
ENSG00000267522,2
ENSG00000267523,35
ENSG00000267524,0
ENSG00000267526,1
ENSG00000267528,1
ENSG00000267529,36
ENSG00000267530,31
ENSG00000267532,48
ENSG00000267533,11
ENSG00000267534,838
ENSG00000267535,2
ENSG00000267537,0
ENSG00000267541,9
ENSG00000267543,22
ENSG00000267544,7
ENSG00000267545,3
ENSG00000267546,24
ENSG00000267547,26
ENSG00000267549,12
ENSG00000267550,2
ENSG00000267551,7
ENSG00000267552,0
ENSG00000267554,13
ENSG00000267555,0
ENSG00000267557,0
ENSG00000267558,0
ENSG00000267559,6
ENSG00000267560,20
ENSG00000267561,3
ENSG00000267563,0
ENSG00000267564,0
ENSG00000267565,127
ENSG00000267567,0
ENSG00000267568,0
ENSG00000267570,0
ENSG00000267571,45
ENSG00000267573,7
ENSG00000267574,0
ENSG00000267575,480
ENSG00000267576,0
ENSG00000267577,2
ENSG00000267579,0
ENSG00000267580,0
ENSG00000267581,16
ENSG00000267582,5
ENSG00000267583,21
ENSG00000267585,0
ENSG00000267586,19
ENSG00000267587,0
ENSG00000267589,0
ENSG00000267590,0
ENSG00000267591,0
ENSG00000267592,0
ENSG00000267593,0
ENSG00000267594,5
ENSG00000267595,14
ENSG00000267597,0
ENSG00000267598,0
ENSG00000267599,0
ENSG00000267601,0
ENSG00000267603,0
ENSG00000267604,2
ENSG00000267605,36
ENSG00000267606,1
ENSG00000267607,9
ENSG00000267609,0
