Gene stable ID,19662bc7-e171-4a8e-b88a-4bd95c553b0c
ENSG00000072401,1735
ENSG00000072415,4298
ENSG00000072422,5215
ENSG00000072501,27831
ENSG00000072506,3266
ENSG00000072518,8918
ENSG00000072571,1400
ENSG00000072609,2898
ENSG00000072657,28
ENSG00000072682,7824
ENSG00000072694,432
ENSG00000072736,3503
ENSG00000072756,2244
ENSG00000072778,14679
ENSG00000072786,2467
ENSG00000072803,6962
ENSG00000072818,192
ENSG00000072832,836
ENSG00000072840,3805
ENSG00000072849,3610
ENSG00000072858,7855
ENSG00000072864,4091
ENSG00000072952,627
ENSG00000072954,1345
ENSG00000072958,6633
ENSG00000073008,2677
ENSG00000073050,3437
ENSG00000073060,7455
ENSG00000073067,3
ENSG00000073111,6612
ENSG00000073146,18
ENSG00000073150,507
ENSG00000073169,697
ENSG00000073282,13
ENSG00000073331,3271
ENSG00000073350,10267
ENSG00000073417,6768
ENSG00000073464,50
ENSG00000073536,1918
ENSG00000073578,18079
ENSG00000073584,14155
ENSG00000073598,7
ENSG00000073605,1534
ENSG00000073614,13889
ENSG00000073670,93
ENSG00000073711,5562
ENSG00000073712,4085
ENSG00000073734,22
ENSG00000073737,37
ENSG00000073754,1
ENSG00000073756,20
ENSG00000073792,137
ENSG00000073803,4754
ENSG00000073849,6770
ENSG00000073861,33
ENSG00000073905,9
ENSG00000073910,4363
ENSG00000073921,8064
ENSG00000073969,12417
ENSG00000074047,76
ENSG00000074054,8036
ENSG00000074071,4333
ENSG00000074181,13384
ENSG00000074201,4387
ENSG00000074211,6929
ENSG00000074219,5083
ENSG00000074266,736
ENSG00000074276,79
ENSG00000074317,1
ENSG00000074319,5954
ENSG00000074356,8587
ENSG00000074370,13201
ENSG00000074410,115672
ENSG00000074416,21184
ENSG00000074527,42239
ENSG00000074582,1176
ENSG00000074590,2723
ENSG00000074603,9311
ENSG00000074621,2166
ENSG00000074657,4227
ENSG00000074660,452
ENSG00000074695,56810
ENSG00000074696,41291
ENSG00000074706,169
ENSG00000074755,9473
ENSG00000074771,0
ENSG00000074800,37569
ENSG00000074803,134
ENSG00000074842,15076
ENSG00000074855,2550
ENSG00000074935,852
ENSG00000074964,6000
ENSG00000074966,33
ENSG00000075035,259
ENSG00000075043,1
ENSG00000075073,123
ENSG00000075089,4622
ENSG00000075131,1360
ENSG00000075142,5101
ENSG00000075151,11004
ENSG00000075188,1895
ENSG00000075213,570
ENSG00000075218,1255
ENSG00000075223,31479
ENSG00000075234,1688
ENSG00000075239,1760
ENSG00000075240,2539
ENSG00000075275,27011
ENSG00000075290,14
ENSG00000075292,16968
ENSG00000075303,3051
ENSG00000075336,1723
ENSG00000075340,1009
ENSG00000075388,5615
ENSG00000075391,2870
ENSG00000075399,1035
ENSG00000075407,3300
ENSG00000075413,6119
ENSG00000075415,24182
ENSG00000075420,12940
ENSG00000075426,24552
ENSG00000075429,1
ENSG00000075461,1331
ENSG00000075539,10757
ENSG00000075568,8153
ENSG00000075618,1590
ENSG00000075624,203898
ENSG00000075643,6502
ENSG00000075651,839
ENSG00000075673,1
ENSG00000075702,1625
ENSG00000075711,9415
ENSG00000075785,24255
ENSG00000075790,9832
ENSG00000075826,409
ENSG00000075856,8613
ENSG00000075884,304
ENSG00000075886,227
ENSG00000075891,235
ENSG00000075914,2563
ENSG00000075945,4047
ENSG00000075975,4018
ENSG00000076003,8098
ENSG00000076043,1687
ENSG00000076053,1088
ENSG00000076067,3091
ENSG00000076108,24764
ENSG00000076201,9076
ENSG00000076242,5481
ENSG00000076248,8217
ENSG00000076258,194
ENSG00000076321,1200
ENSG00000076344,123
ENSG00000076351,1474
ENSG00000076356,2242
ENSG00000076382,6647
ENSG00000076513,4888
ENSG00000076554,45680
ENSG00000076555,4832
ENSG00000076604,6712
ENSG00000076641,556
ENSG00000076650,1675
ENSG00000076662,42
ENSG00000076685,3070
ENSG00000076706,6342
ENSG00000076716,11932
ENSG00000076770,682
ENSG00000076826,3305
ENSG00000076864,3731
ENSG00000076924,4558
ENSG00000076928,5239
ENSG00000076944,4684
ENSG00000076984,2889
ENSG00000077009,0
ENSG00000077044,5471
ENSG00000077063,120
ENSG00000077080,2
ENSG00000077092,203
ENSG00000077097,35006
ENSG00000077147,41814
ENSG00000077150,2154
ENSG00000077152,3863
ENSG00000077157,5466
ENSG00000077232,33768
ENSG00000077235,16502
ENSG00000077238,3352
ENSG00000077254,15511
ENSG00000077264,71
ENSG00000077274,43
ENSG00000077279,1
ENSG00000077312,5071
ENSG00000077327,2611
ENSG00000077348,1248
ENSG00000077380,11646
ENSG00000077420,1111
ENSG00000077454,1197
ENSG00000077458,1007
ENSG00000077463,1028
ENSG00000077498,1
ENSG00000077514,9220
ENSG00000077522,21
ENSG00000077549,15280
ENSG00000077585,5214
ENSG00000077616,44
ENSG00000077684,2998
ENSG00000077713,3154
ENSG00000077721,13578
ENSG00000077782,3895
ENSG00000077800,3
ENSG00000077935,97
ENSG00000077942,3339
ENSG00000077943,595
ENSG00000077984,81
ENSG00000078018,338
ENSG00000078043,3876
ENSG00000078053,2698
ENSG00000078061,6080
ENSG00000078070,3737
ENSG00000078081,247
ENSG00000078098,1929
ENSG00000078114,7578
ENSG00000078124,3683
ENSG00000078140,15835
ENSG00000078142,6447
ENSG00000078177,4330
ENSG00000078237,1130
ENSG00000078246,4822
ENSG00000078269,6103
ENSG00000078295,529
ENSG00000078304,7005
ENSG00000078319,804
ENSG00000078328,1
ENSG00000078369,49742
ENSG00000078399,37
ENSG00000078401,179
ENSG00000078403,3269
ENSG00000078487,228
ENSG00000078549,62
ENSG00000078579,2
ENSG00000078589,46
ENSG00000078596,565
ENSG00000078618,17490
ENSG00000078668,8075
ENSG00000078674,9712
ENSG00000078687,5006
ENSG00000078699,4845
ENSG00000078725,9
ENSG00000078747,12657
ENSG00000078795,5
ENSG00000078804,3867
ENSG00000078808,12986
ENSG00000078814,92
ENSG00000078898,173
ENSG00000078900,571
ENSG00000078902,3829
ENSG00000078967,1766
ENSG00000079101,306
ENSG00000079102,189
ENSG00000079112,8
ENSG00000079134,3210
ENSG00000079150,1335
ENSG00000079156,877
ENSG00000079215,834
ENSG00000079246,40122
ENSG00000079257,554
ENSG00000079263,497
ENSG00000079277,3484
ENSG00000079308,8480
ENSG00000079313,2230
ENSG00000079332,18383
ENSG00000079335,268
ENSG00000079337,355
ENSG00000079385,4202
ENSG00000079387,5001
ENSG00000079393,1
ENSG00000079432,8584
ENSG00000079435,486
ENSG00000079459,3985
ENSG00000079462,5430
ENSG00000079482,1382
ENSG00000079557,0
ENSG00000079616,4182
ENSG00000079689,2
ENSG00000079691,2778
ENSG00000079739,15031
ENSG00000079785,10596
ENSG00000079805,12239
ENSG00000079819,6754
ENSG00000079841,854
ENSG00000079931,208
ENSG00000079950,5910
ENSG00000079974,1817
ENSG00000079999,4635
ENSG00000080007,59
ENSG00000080031,26
ENSG00000080166,3
ENSG00000080189,5010
ENSG00000080200,1279
ENSG00000080224,6
ENSG00000080293,11
ENSG00000080298,1397
ENSG00000080345,12278
ENSG00000080371,9608
ENSG00000080493,32
ENSG00000080503,15816
ENSG00000080511,7
ENSG00000080546,1441
ENSG00000080561,712
ENSG00000080572,6
ENSG00000080573,3105
ENSG00000080603,17692
ENSG00000080608,2044
ENSG00000080618,2
ENSG00000080644,318
ENSG00000080709,124
ENSG00000080802,2733
ENSG00000080815,10769
ENSG00000080819,1732
ENSG00000080822,4236
ENSG00000080823,1034
ENSG00000080824,134585
ENSG00000080839,3091
ENSG00000080845,8511
ENSG00000080854,165
ENSG00000080910,0
ENSG00000080947,160
ENSG00000080986,2360
ENSG00000081014,2501
ENSG00000081019,5174
ENSG00000081026,7670
ENSG00000081041,9
ENSG00000081051,9
ENSG00000081052,93
ENSG00000081059,474
ENSG00000081087,3166
ENSG00000081138,46
ENSG00000081148,43
ENSG00000081154,11484
ENSG00000081177,4373
ENSG00000081181,254
ENSG00000081189,1682
ENSG00000081237,3198
ENSG00000081248,1
ENSG00000081277,86
ENSG00000081307,4443
ENSG00000081320,2695
ENSG00000081377,481
ENSG00000081386,920
ENSG00000081479,31467
ENSG00000081665,1002
ENSG00000081692,789
ENSG00000081721,2348
ENSG00000081760,9149
ENSG00000081791,3074
ENSG00000081800,2
ENSG00000081803,11215
ENSG00000081818,117
ENSG00000081842,347
ENSG00000081853,246
ENSG00000081870,2865
ENSG00000081913,2033
ENSG00000081923,29398
ENSG00000081985,27
ENSG00000082014,1027
ENSG00000082068,2684
ENSG00000082074,1919
ENSG00000082126,9
ENSG00000082146,1610
ENSG00000082153,26285
ENSG00000082175,17380
ENSG00000082196,340
ENSG00000082212,4234
ENSG00000082213,3854
ENSG00000082258,5888
ENSG00000082269,276
ENSG00000082293,11
ENSG00000082397,8420
ENSG00000082438,7595
ENSG00000082458,7727
ENSG00000082482,99
ENSG00000082497,18766
ENSG00000082512,6553
ENSG00000082515,1286
ENSG00000082516,2966
ENSG00000082556,22
ENSG00000082641,40768
ENSG00000082684,112
ENSG00000082701,10702
ENSG00000082781,10976
ENSG00000082805,10788
ENSG00000082898,28721
ENSG00000082929,8
ENSG00000082996,6536
ENSG00000083067,4
ENSG00000083093,2105
ENSG00000083097,4853
ENSG00000083099,8878
ENSG00000083123,5441
ENSG00000083168,13855
ENSG00000083223,6869
ENSG00000083290,3482
ENSG00000083307,18296
ENSG00000083312,14695
ENSG00000083444,18224
ENSG00000083454,16
ENSG00000083457,981
ENSG00000083520,4402
ENSG00000083535,1444
ENSG00000083544,1461
ENSG00000083622,0
ENSG00000083635,889
ENSG00000083642,5732
ENSG00000083720,2004
ENSG00000083750,1421
ENSG00000083782,200
ENSG00000083799,7525
ENSG00000083807,348
ENSG00000083812,1054
ENSG00000083814,1022
ENSG00000083817,876
ENSG00000083828,1142
ENSG00000083838,1140
ENSG00000083844,6441
ENSG00000083845,29886
ENSG00000083857,4119
ENSG00000083896,11774
ENSG00000083937,6062
ENSG00000084070,4969
ENSG00000084072,3409
ENSG00000084073,16329
ENSG00000084090,19808
ENSG00000084092,2205
ENSG00000084093,13351
ENSG00000084110,91
ENSG00000084112,5986
ENSG00000084207,9404
ENSG00000084234,57116
ENSG00000084444,6057
ENSG00000084453,7
ENSG00000084463,17545
ENSG00000084623,33057
ENSG00000084628,11921
ENSG00000084636,1890
ENSG00000084652,31361
ENSG00000084674,18
ENSG00000084676,9733
ENSG00000084693,4426
ENSG00000084710,345
ENSG00000084731,1834
ENSG00000084733,18459
ENSG00000084734,4
ENSG00000084754,14570
ENSG00000084764,1274
ENSG00000084774,6422
ENSG00000085063,12147
ENSG00000085117,2367
ENSG00000085185,4928
ENSG00000085224,11700
ENSG00000085231,1710
ENSG00000085265,95
ENSG00000085274,2540
ENSG00000085276,785
ENSG00000085365,4865
ENSG00000085377,4383
ENSG00000085382,2849
ENSG00000085415,5257
ENSG00000085433,2343
ENSG00000085449,7405
ENSG00000085465,636
ENSG00000085491,18872
ENSG00000085511,3790
ENSG00000085514,490
ENSG00000085552,11455
ENSG00000085563,82
ENSG00000085644,2667
ENSG00000085662,1280
ENSG00000085719,22230
ENSG00000085721,6487
ENSG00000085733,52784
ENSG00000085741,30
ENSG00000085760,4086
ENSG00000085788,3509
ENSG00000085831,12568
ENSG00000085832,8878
ENSG00000085840,2089
ENSG00000085871,2131
ENSG00000085872,8591
ENSG00000085978,5993
ENSG00000085982,6214
ENSG00000085998,6999
ENSG00000085999,1275
ENSG00000086015,12682
ENSG00000086061,23381
ENSG00000086062,25530
ENSG00000086065,8072
ENSG00000086102,3992
ENSG00000086159,4
ENSG00000086189,2433
ENSG00000086200,3190
ENSG00000086205,759
ENSG00000086232,30527
ENSG00000086288,12
ENSG00000086289,771
ENSG00000086300,3317
ENSG00000086475,8009
ENSG00000086504,3475
ENSG00000086506,1
ENSG00000086544,4841
ENSG00000086548,628
ENSG00000086570,27
ENSG00000086589,3629
ENSG00000086598,106282
ENSG00000086619,4382
ENSG00000086666,13387
ENSG00000086696,2
ENSG00000086712,3805
ENSG00000086717,156
ENSG00000086730,715
ENSG00000086758,41220
ENSG00000086827,1548
ENSG00000086848,405
ENSG00000086967,2
ENSG00000086991,824
ENSG00000087008,2342
ENSG00000087053,2066
ENSG00000087074,2663
ENSG00000087076,127
ENSG00000087077,855
ENSG00000087085,45
ENSG00000087086,88711
ENSG00000087087,7945
ENSG00000087088,3086
ENSG00000087095,7128
ENSG00000087111,11740
ENSG00000087116,4085
ENSG00000087128,16
ENSG00000087152,10225
ENSG00000087157,1987
ENSG00000087191,10776
ENSG00000087206,2316
ENSG00000087237,53
ENSG00000087245,8436
ENSG00000087250,0
ENSG00000087253,1892
ENSG00000087258,258
ENSG00000087263,5540
ENSG00000087266,2760
ENSG00000087269,5252
ENSG00000087274,23011
ENSG00000087299,1777
ENSG00000087301,4162
ENSG00000087302,10002
ENSG00000087303,2698
ENSG00000087338,4869
ENSG00000087365,23948
ENSG00000087448,6127
ENSG00000087460,90457
ENSG00000087470,11573
ENSG00000087494,27580
ENSG00000087495,5
ENSG00000087502,8083
ENSG00000087510,2196
ENSG00000087586,2573
ENSG00000087589,120
ENSG00000087842,854
ENSG00000087884,606
ENSG00000087903,1911
ENSG00000087995,2101
ENSG00000088002,690
ENSG00000088035,6616
ENSG00000088038,6286
ENSG00000088053,4
ENSG00000088179,3887
ENSG00000088205,9531
ENSG00000088247,17552
ENSG00000088256,8152
ENSG00000088280,4405
ENSG00000088298,5280
ENSG00000088305,653
ENSG00000088320,41
ENSG00000088325,8076
ENSG00000088340,193
ENSG00000088356,3557
ENSG00000088367,9058
ENSG00000088386,42
ENSG00000088387,4003
ENSG00000088448,3412
ENSG00000088451,768
ENSG00000088538,149
ENSG00000088543,584
ENSG00000088682,4115
ENSG00000088726,548
ENSG00000088727,1294
ENSG00000088756,191
ENSG00000088766,3782
ENSG00000088782,0
ENSG00000088808,3547
ENSG00000088812,14903
ENSG00000088826,346
ENSG00000088827,4383
ENSG00000088832,14899
ENSG00000088833,9621
ENSG00000088836,286
ENSG00000088854,2129
ENSG00000088876,1120
ENSG00000088881,777
ENSG00000088882,603
ENSG00000088888,11800
ENSG00000088899,139
ENSG00000088926,1
ENSG00000088930,15106
ENSG00000088970,2111
ENSG00000088986,13316
ENSG00000088992,31
ENSG00000089006,9695
ENSG00000089009,35460
ENSG00000089012,49
ENSG00000089022,5742
ENSG00000089041,1362
ENSG00000089048,4042
ENSG00000089050,4913
ENSG00000089053,16269
ENSG00000089057,1917
ENSG00000089060,3300
ENSG00000089063,11458
ENSG00000089091,1368
ENSG00000089094,5527
ENSG00000089101,262
ENSG00000089116,3
ENSG00000089123,1579
ENSG00000089127,23808
ENSG00000089154,19717
ENSG00000089157,90352
ENSG00000089159,5412
ENSG00000089163,75
ENSG00000089169,9
ENSG00000089177,12194
ENSG00000089195,2905
ENSG00000089199,124
ENSG00000089220,26397
ENSG00000089225,153
ENSG00000089234,3372
ENSG00000089248,20915
ENSG00000089250,8
ENSG00000089280,22739
ENSG00000089289,3143
ENSG00000089327,4416
ENSG00000089335,7075
ENSG00000089351,9156
ENSG00000089356,11078
ENSG00000089472,1656
ENSG00000089486,1059
ENSG00000089505,153
ENSG00000089558,5
ENSG00000089597,68729
ENSG00000089639,1559
ENSG00000089682,1351
ENSG00000089685,4769
ENSG00000089692,475
ENSG00000089693,18988
ENSG00000089723,537
ENSG00000089737,10321
ENSG00000089775,972
ENSG00000089818,6471
ENSG00000089820,737
ENSG00000089847,183
ENSG00000089876,4803
ENSG00000089902,4695
ENSG00000089916,2859
ENSG00000090006,1746
ENSG00000090013,3854
ENSG00000090020,3773
ENSG00000090054,8240
ENSG00000090060,52096
ENSG00000090061,2332
ENSG00000090097,639
ENSG00000090104,2500
ENSG00000090238,1648
ENSG00000090263,3507
ENSG00000090266,6375
ENSG00000090273,8174
ENSG00000090316,4934
ENSG00000090339,2250
ENSG00000090372,12115
ENSG00000090376,11541
ENSG00000090382,3794
ENSG00000090402,0
ENSG00000090432,4091
ENSG00000090447,1247
ENSG00000090470,2079
ENSG00000090487,11277
ENSG00000090512,1
ENSG00000090520,8116
ENSG00000090530,244
ENSG00000090534,124
ENSG00000090539,786
ENSG00000090554,57
ENSG00000090565,8932
ENSG00000090581,5600
ENSG00000090612,5567
ENSG00000090615,21920
ENSG00000090621,13669
ENSG00000090659,203
ENSG00000090661,10668
ENSG00000090674,1624
ENSG00000090686,6795
ENSG00000090776,793
ENSG00000090857,4928
ENSG00000090861,11986
ENSG00000090863,23112
ENSG00000090889,3589
ENSG00000090905,6651
ENSG00000090924,1730
ENSG00000090932,65
ENSG00000090971,974
ENSG00000090975,3632
ENSG00000090989,4488
ENSG00000091009,2929
ENSG00000091010,18
ENSG00000091039,11029
ENSG00000091073,2335
ENSG00000091106,296
ENSG00000091127,2610
ENSG00000091128,13
ENSG00000091129,679
ENSG00000091136,11533
ENSG00000091137,4984
ENSG00000091138,41
ENSG00000091140,9917
ENSG00000091157,5236
ENSG00000091164,7924
ENSG00000091181,3
ENSG00000091262,847
ENSG00000091317,27589
ENSG00000091409,16264
ENSG00000091428,1192
ENSG00000091436,11358
ENSG00000091482,0
ENSG00000091483,6999
ENSG00000091490,1087
ENSG00000091513,3438
ENSG00000091527,20437
ENSG00000091536,63
ENSG00000091542,7450
ENSG00000091583,0
ENSG00000091592,485
ENSG00000091622,253
ENSG00000091640,1976
ENSG00000091651,872
ENSG00000091656,873
ENSG00000091664,0
ENSG00000091704,2
ENSG00000091732,1232
ENSG00000091831,183322
ENSG00000091844,159
ENSG00000091879,1477
ENSG00000091947,1218
ENSG00000091972,541
ENSG00000091986,4351
ENSG00000092009,10
ENSG00000092010,12134
ENSG00000092020,2041
ENSG00000092036,1594
ENSG00000092051,41
ENSG00000092054,2
ENSG00000092067,6
ENSG00000092068,47322
ENSG00000092094,1654
ENSG00000092096,3137
ENSG00000092098,1659
ENSG00000092108,6412
ENSG00000092140,3177
ENSG00000092148,22423
ENSG00000092199,47817
ENSG00000092200,212
ENSG00000092201,19516
ENSG00000092203,9313
ENSG00000092208,877
ENSG00000092295,74
ENSG00000092330,3887
ENSG00000092345,2
ENSG00000092377,1
ENSG00000092421,739
ENSG00000092439,6672
ENSG00000092445,917
ENSG00000092470,2290
ENSG00000092529,30
ENSG00000092531,6253
ENSG00000092607,455
ENSG00000092621,5893
ENSG00000092758,39
ENSG00000092820,40306
ENSG00000092841,56902
ENSG00000092847,11252
ENSG00000092850,385
ENSG00000092853,3003
ENSG00000092871,6131
ENSG00000092929,416
ENSG00000092931,3315
ENSG00000092964,2425
ENSG00000092969,346
ENSG00000092978,9699
ENSG00000093000,12360
ENSG00000093009,2043
ENSG00000093010,7135
ENSG00000093072,2801
ENSG00000093100,5
ENSG00000093134,1446
ENSG00000093144,5015
ENSG00000093167,5914
ENSG00000093183,9379
ENSG00000093217,1060
ENSG00000094631,4142
ENSG00000094661,0
ENSG00000094755,51
ENSG00000094796,127
ENSG00000094804,5515
ENSG00000094841,1400
ENSG00000094880,3793
ENSG00000094914,3448
ENSG00000094916,28172
ENSG00000094963,140
ENSG00000094975,12154
ENSG00000095002,5093
ENSG00000095015,25357
ENSG00000095059,4490
ENSG00000095066,6435
ENSG00000095110,0
ENSG00000095139,55168
ENSG00000095203,1108
ENSG00000095209,1283
ENSG00000095261,5006
ENSG00000095303,1089
ENSG00000095319,9425
ENSG00000095321,1064
ENSG00000095370,522
ENSG00000095380,3238
ENSG00000095383,667
ENSG00000095397,849
ENSG00000095464,14
ENSG00000095485,2670
ENSG00000095539,359
ENSG00000095564,6071
ENSG00000095574,3935
ENSG00000095585,1257
ENSG00000095587,180
ENSG00000095596,114
ENSG00000095627,60
ENSG00000095637,5381
ENSG00000095713,21
ENSG00000095739,6407
ENSG00000095752,52
ENSG00000095777,0
ENSG00000095787,20575
ENSG00000095794,1529
ENSG00000095906,3159
ENSG00000095917,56
ENSG00000095932,1
ENSG00000095951,5014
ENSG00000095970,1012
ENSG00000095981,3
ENSG00000096006,177
ENSG00000096060,2798
ENSG00000096063,6870
ENSG00000096070,6296
ENSG00000096080,1640
ENSG00000096088,2
ENSG00000096092,3668
ENSG00000096093,2810
ENSG00000096264,0
ENSG00000096384,215593
ENSG00000096395,2
ENSG00000096401,7734
ENSG00000096433,8236
ENSG00000096654,1159
ENSG00000096696,31109
ENSG00000096717,2619
ENSG00000096746,14346
ENSG00000096872,1480
ENSG00000096968,1408
ENSG00000096996,178
ENSG00000097007,10077
ENSG00000097021,2530
ENSG00000097033,9701
ENSG00000097046,1044
ENSG00000097096,1825
ENSG00000099139,382
ENSG00000099194,22679
ENSG00000099203,856
ENSG00000099204,12533
ENSG00000099219,6109
ENSG00000099246,11711
ENSG00000099250,6192
ENSG00000099251,111
ENSG00000099256,199
ENSG00000099260,3732
ENSG00000099282,12312
ENSG00000099284,4745
ENSG00000099290,3488
ENSG00000099308,1587
ENSG00000099326,1490
ENSG00000099330,1919
ENSG00000099331,16117
ENSG00000099337,22346
ENSG00000099338,320
ENSG00000099341,12939
ENSG00000099364,1584
ENSG00000099365,76
ENSG00000099377,1020
ENSG00000099381,3318
ENSG00000099385,1453
ENSG00000099399,0
ENSG00000099617,1
ENSG00000099622,15983
ENSG00000099624,1857
ENSG00000099625,48
ENSG00000099715,0
ENSG00000099721,0
ENSG00000099725,1
ENSG00000099769,22
ENSG00000099783,25564
ENSG00000099785,1707
ENSG00000099795,5375
ENSG00000099797,17916
ENSG00000099800,3266
ENSG00000099804,3176
ENSG00000099810,887
ENSG00000099812,93
ENSG00000099814,5018
ENSG00000099817,8441
ENSG00000099821,2421
ENSG00000099822,154
ENSG00000099834,11
ENSG00000099840,65
ENSG00000099849,811
ENSG00000099860,2807
ENSG00000099864,1420
ENSG00000099866,11
ENSG00000099869,1
ENSG00000099875,9076
ENSG00000099889,1995
ENSG00000099899,1849
ENSG00000099901,7741
ENSG00000099904,2049
ENSG00000099910,2382
ENSG00000099917,6279
ENSG00000099937,10
ENSG00000099940,4012
ENSG00000099942,7341
ENSG00000099949,3002
ENSG00000099953,18409
ENSG00000099954,2330
ENSG00000099956,5158
ENSG00000099957,7
ENSG00000099958,565
ENSG00000099960,4
ENSG00000099968,8814
ENSG00000099974,39
ENSG00000099977,862
ENSG00000099984,3
ENSG00000099985,192
ENSG00000099991,6321
ENSG00000099992,829
ENSG00000099994,3370
ENSG00000099995,11843
ENSG00000099998,2188
ENSG00000099999,926
ENSG00000100003,612
ENSG00000100012,1
ENSG00000100014,2842
ENSG00000100023,3336
ENSG00000100024,4
ENSG00000100027,305
ENSG00000100028,6200
ENSG00000100029,4542
ENSG00000100030,12473
ENSG00000100031,1128
ENSG00000100033,112
ENSG00000100034,1058
ENSG00000100036,160
ENSG00000100038,40
ENSG00000100053,19
ENSG00000100055,942
ENSG00000100056,1610
ENSG00000100058,443
ENSG00000100060,294
ENSG00000100065,1278
ENSG00000100068,613
