Gene stable ID,c118b9c9-9a9e-43dc-bdf6-cce1d9f8ff74
ENSG00000072506,3652
ENSG00000072518,5153
ENSG00000072571,589
ENSG00000072609,1572
ENSG00000072657,8
ENSG00000072682,2243
ENSG00000072694,789
ENSG00000072736,703
ENSG00000072756,1217
ENSG00000072778,17652
ENSG00000072786,1647
ENSG00000072803,3206
ENSG00000072818,386
ENSG00000072832,955
ENSG00000072840,2718
ENSG00000072849,3078
ENSG00000072858,2103
ENSG00000072864,2776
ENSG00000072952,790
ENSG00000072954,236
ENSG00000072958,2873
ENSG00000073008,553
ENSG00000073050,3044
ENSG00000073060,2482
ENSG00000073067,4
ENSG00000073111,2457
ENSG00000073146,34
ENSG00000073150,118
ENSG00000073169,1359
ENSG00000073282,557
ENSG00000073331,2792
ENSG00000073350,6369
ENSG00000073417,1181
ENSG00000073464,198
ENSG00000073536,1160
ENSG00000073578,6552
ENSG00000073584,6129
ENSG00000073598,3
ENSG00000073605,501
ENSG00000073614,3858
ENSG00000073670,84
ENSG00000073711,800
ENSG00000073712,2862
ENSG00000073734,20
ENSG00000073737,108
ENSG00000073754,0
ENSG00000073756,126
ENSG00000073792,66
ENSG00000073803,2869
ENSG00000073849,6007
ENSG00000073861,33
ENSG00000073905,16
ENSG00000073910,2879
ENSG00000073921,8765
ENSG00000073969,2848
ENSG00000074047,536
ENSG00000074054,3415
ENSG00000074071,4383
ENSG00000074181,13022
ENSG00000074201,4492
ENSG00000074211,662
ENSG00000074219,3363
ENSG00000074266,1429
ENSG00000074276,18
ENSG00000074317,4
ENSG00000074319,5081
ENSG00000074356,3920
ENSG00000074370,4865
ENSG00000074410,15860
ENSG00000074416,3166
ENSG00000074527,19679
ENSG00000074582,1616
ENSG00000074590,2100
ENSG00000074603,2427
ENSG00000074621,1171
ENSG00000074657,3148
ENSG00000074660,458
ENSG00000074695,10126
ENSG00000074696,9372
ENSG00000074706,57
ENSG00000074755,4095
ENSG00000074771,0
ENSG00000074800,34291
ENSG00000074803,1
ENSG00000074842,4287
ENSG00000074855,2109
ENSG00000074935,1074
ENSG00000074964,3679
ENSG00000074966,14
ENSG00000075035,46
ENSG00000075043,0
ENSG00000075073,20
ENSG00000075089,1973
ENSG00000075131,268
ENSG00000075142,5703
ENSG00000075151,5641
ENSG00000075188,1093
ENSG00000075213,159
ENSG00000075218,209
ENSG00000075223,8620
ENSG00000075234,1714
ENSG00000075239,3738
ENSG00000075240,1654
ENSG00000075275,16505
ENSG00000075290,11
ENSG00000075292,9417
ENSG00000075303,1726
ENSG00000075336,1364
ENSG00000075340,76
ENSG00000075388,0
ENSG00000075391,3179
ENSG00000075399,864
ENSG00000075407,2768
ENSG00000075413,3925
ENSG00000075415,14830
ENSG00000075420,3402
ENSG00000075426,10291
ENSG00000075429,0
ENSG00000075461,7719
ENSG00000075539,4183
ENSG00000075568,4746
ENSG00000075618,2772
ENSG00000075624,237048
ENSG00000075643,920
ENSG00000075651,442
ENSG00000075673,1
ENSG00000075702,419
ENSG00000075711,4476
ENSG00000075785,18124
ENSG00000075790,3357
ENSG00000075826,806
ENSG00000075856,4210
ENSG00000075884,250
ENSG00000075886,316
ENSG00000075891,42
ENSG00000075914,1848
ENSG00000075945,4473
ENSG00000075975,1847
ENSG00000076003,2437
ENSG00000076043,3416
ENSG00000076053,1292
ENSG00000076067,2563
ENSG00000076108,9195
ENSG00000076201,5316
ENSG00000076242,2597
ENSG00000076248,2561
ENSG00000076258,455
ENSG00000076321,1679
ENSG00000076344,857
ENSG00000076351,1073
ENSG00000076356,1046
ENSG00000076382,792
ENSG00000076513,3296
ENSG00000076554,9272
ENSG00000076555,1330
ENSG00000076604,4912
ENSG00000076641,535
ENSG00000076650,1292
ENSG00000076662,49
ENSG00000076685,1199
ENSG00000076706,3611
ENSG00000076716,6282
ENSG00000076770,409
ENSG00000076826,3897
ENSG00000076864,3510
ENSG00000076924,4862
ENSG00000076928,6352
ENSG00000076944,4467
ENSG00000076984,3150
ENSG00000077009,32
ENSG00000077044,7142
ENSG00000077063,334
ENSG00000077080,3
ENSG00000077092,202
ENSG00000077097,15244
ENSG00000077147,13280
ENSG00000077150,4167
ENSG00000077152,845
ENSG00000077157,3140
ENSG00000077232,7790
ENSG00000077235,8968
ENSG00000077238,2934
ENSG00000077254,4428
ENSG00000077264,39
ENSG00000077274,16
ENSG00000077279,1
ENSG00000077312,2877
ENSG00000077327,87
ENSG00000077348,1273
ENSG00000077380,8035
ENSG00000077420,528
ENSG00000077454,1091
ENSG00000077458,1374
ENSG00000077463,1247
ENSG00000077498,41
ENSG00000077514,1674
ENSG00000077522,12
ENSG00000077549,18151
ENSG00000077585,1817
ENSG00000077616,95
ENSG00000077684,2136
ENSG00000077713,1076
ENSG00000077721,3514
ENSG00000077782,5358
ENSG00000077800,6
ENSG00000077935,16
ENSG00000077942,34354
ENSG00000077943,397
ENSG00000077984,186
ENSG00000078018,577
ENSG00000078043,1618
ENSG00000078053,406
ENSG00000078061,4483
ENSG00000078070,1416
ENSG00000078081,117
ENSG00000078098,4047
ENSG00000078114,4972
ENSG00000078124,749
ENSG00000078140,5782
ENSG00000078142,2732
ENSG00000078177,907
ENSG00000078237,484
ENSG00000078246,1810
ENSG00000078269,1745
ENSG00000078295,155
ENSG00000078304,6511
ENSG00000078319,706
ENSG00000078328,4
ENSG00000078369,19478
ENSG00000078399,73
ENSG00000078401,139
ENSG00000078403,2547
ENSG00000078487,434
ENSG00000078549,185
ENSG00000078579,4
ENSG00000078589,42
ENSG00000078596,802
ENSG00000078618,7412
ENSG00000078668,4393
ENSG00000078674,13819
ENSG00000078687,3175
ENSG00000078699,3606
ENSG00000078725,42
ENSG00000078747,3276
ENSG00000078795,7
ENSG00000078804,1599
ENSG00000078808,8155
ENSG00000078814,144
ENSG00000078898,369
ENSG00000078900,275
ENSG00000078902,4130
ENSG00000078967,1271
ENSG00000079101,611
ENSG00000079102,489
ENSG00000079112,11
ENSG00000079134,2812
ENSG00000079150,1000
ENSG00000079156,303
ENSG00000079215,650
ENSG00000079246,20577
ENSG00000079257,1277
ENSG00000079263,82
ENSG00000079277,2233
ENSG00000079308,6738
ENSG00000079313,1833
ENSG00000079332,7166
ENSG00000079335,1513
ENSG00000079337,2307
ENSG00000079385,2040
ENSG00000079387,1696
ENSG00000079393,4
ENSG00000079432,6926
ENSG00000079435,583
ENSG00000079459,7626
ENSG00000079462,2689
ENSG00000079482,1434
ENSG00000079557,0
ENSG00000079616,4987
ENSG00000079689,16
ENSG00000079691,1750
ENSG00000079739,2593
ENSG00000079785,6834
ENSG00000079805,7561
ENSG00000079819,4135
ENSG00000079841,12
ENSG00000079931,620
ENSG00000079950,4273
ENSG00000079974,1677
ENSG00000079999,6204
ENSG00000080007,6
ENSG00000080031,22
ENSG00000080166,12
ENSG00000080189,4253
ENSG00000080200,333
ENSG00000080224,4
ENSG00000080293,4
ENSG00000080298,1829
ENSG00000080345,3280
ENSG00000080371,3800
ENSG00000080493,9
ENSG00000080503,10601
ENSG00000080511,0
ENSG00000080546,3019
ENSG00000080561,778
ENSG00000080572,2
ENSG00000080573,4790
ENSG00000080603,15927
ENSG00000080608,1742
ENSG00000080618,9
ENSG00000080644,22
ENSG00000080709,53
ENSG00000080802,1715
ENSG00000080815,6302
ENSG00000080819,1395
ENSG00000080822,3303
ENSG00000080823,1920
ENSG00000080824,41872
ENSG00000080839,643
ENSG00000080845,6019
ENSG00000080854,165
ENSG00000080910,0
ENSG00000080947,409
ENSG00000080986,422
ENSG00000081014,598
ENSG00000081019,1909
ENSG00000081026,2956
ENSG00000081041,14
ENSG00000081051,71
ENSG00000081052,28
ENSG00000081059,320
ENSG00000081087,1648
ENSG00000081138,1
ENSG00000081148,14
ENSG00000081154,7564
ENSG00000081177,2775
ENSG00000081181,108
ENSG00000081189,1024
ENSG00000081237,1449
ENSG00000081248,0
ENSG00000081277,235
ENSG00000081307,3030
ENSG00000081320,2036
ENSG00000081377,1199
ENSG00000081386,982
ENSG00000081479,17381
ENSG00000081665,1409
ENSG00000081692,1616
ENSG00000081721,1325
ENSG00000081760,2457
ENSG00000081791,4488
ENSG00000081800,1
ENSG00000081803,5125
ENSG00000081818,180
ENSG00000081842,26
ENSG00000081853,113
ENSG00000081870,1628
ENSG00000081913,1278
ENSG00000081923,4981
ENSG00000081985,14
ENSG00000082014,1415
ENSG00000082068,2041
ENSG00000082074,630
ENSG00000082126,17
ENSG00000082146,1306
ENSG00000082153,7516
ENSG00000082175,43806
ENSG00000082196,2678
ENSG00000082212,1145
ENSG00000082213,1769
ENSG00000082258,2974
ENSG00000082269,250
ENSG00000082293,0
ENSG00000082397,1414
ENSG00000082438,1582
ENSG00000082458,5545
ENSG00000082482,66
ENSG00000082497,4754
ENSG00000082512,4092
ENSG00000082515,1398
ENSG00000082516,2185
ENSG00000082556,0
ENSG00000082641,18528
ENSG00000082684,176
ENSG00000082701,3888
ENSG00000082781,28150
ENSG00000082805,3744
ENSG00000082898,10530
ENSG00000082929,1
ENSG00000082996,3854
ENSG00000083067,2
ENSG00000083093,1606
ENSG00000083097,1525
ENSG00000083099,2749
ENSG00000083123,2588
ENSG00000083168,3631
ENSG00000083223,2428
ENSG00000083290,2084
ENSG00000083307,5987
ENSG00000083312,7703
ENSG00000083444,8242
ENSG00000083454,12
ENSG00000083457,872
ENSG00000083520,2600
ENSG00000083535,1514
ENSG00000083544,1680
ENSG00000083622,0
ENSG00000083635,677
ENSG00000083642,4852
ENSG00000083720,1182
ENSG00000083750,1443
ENSG00000083782,145
ENSG00000083799,2062
ENSG00000083807,584
ENSG00000083812,864
ENSG00000083814,1004
ENSG00000083817,369
ENSG00000083828,956
ENSG00000083838,1239
ENSG00000083844,2621
ENSG00000083845,27694
ENSG00000083857,9996
ENSG00000083896,7096
ENSG00000083937,3295
ENSG00000084070,3900
ENSG00000084072,3188
ENSG00000084073,5919
ENSG00000084090,8010
ENSG00000084092,1709
ENSG00000084093,3940
ENSG00000084110,11
ENSG00000084112,2771
ENSG00000084207,6545
ENSG00000084234,36318
ENSG00000084444,5053
ENSG00000084453,3
ENSG00000084463,6605
ENSG00000084623,9934
ENSG00000084628,320
ENSG00000084636,13044
ENSG00000084652,7106
ENSG00000084674,1
ENSG00000084676,4083
ENSG00000084693,2246
ENSG00000084710,177
ENSG00000084731,1606
ENSG00000084733,8759
ENSG00000084734,7
ENSG00000084754,13885
ENSG00000084764,1730
ENSG00000084774,4668
ENSG00000085063,26761
ENSG00000085117,7188
ENSG00000085185,1556
ENSG00000085224,5446
ENSG00000085231,1387
ENSG00000085265,96
ENSG00000085274,1416
ENSG00000085276,360
ENSG00000085365,4916
ENSG00000085377,2211
ENSG00000085382,876
ENSG00000085415,2090
ENSG00000085433,1252
ENSG00000085449,3676
ENSG00000085465,229
ENSG00000085491,5114
ENSG00000085511,2649
ENSG00000085514,531
ENSG00000085552,11288
ENSG00000085563,177
ENSG00000085644,3853
ENSG00000085662,1646
ENSG00000085719,7868
ENSG00000085721,3977
ENSG00000085733,16184
ENSG00000085741,559
ENSG00000085760,2115
ENSG00000085788,3260
ENSG00000085831,29394
ENSG00000085832,4620
ENSG00000085840,116
ENSG00000085871,1798
ENSG00000085872,3501
ENSG00000085978,4420
ENSG00000085982,4512
ENSG00000085998,5302
ENSG00000085999,183
ENSG00000086015,4424
ENSG00000086061,11842
ENSG00000086062,12600
ENSG00000086065,4607
ENSG00000086102,3498
ENSG00000086159,1
ENSG00000086189,1862
ENSG00000086200,1874
ENSG00000086205,49
ENSG00000086232,12568
ENSG00000086288,69
ENSG00000086289,353
ENSG00000086300,729
ENSG00000086475,3790
ENSG00000086504,3679
ENSG00000086506,0
ENSG00000086544,2292
ENSG00000086548,822
ENSG00000086570,341
ENSG00000086589,3799
ENSG00000086598,15654
ENSG00000086619,442
ENSG00000086666,4501
ENSG00000086696,6
ENSG00000086712,2053
ENSG00000086717,146
ENSG00000086730,670
ENSG00000086758,15511
ENSG00000086827,1416
ENSG00000086848,656
ENSG00000086967,12
ENSG00000086991,583
ENSG00000087008,2649
ENSG00000087053,1800
ENSG00000087074,3374
ENSG00000087076,721
ENSG00000087077,6478
ENSG00000087085,49
ENSG00000087086,124041
ENSG00000087087,9945
ENSG00000087088,2576
ENSG00000087095,2563
ENSG00000087111,3669
ENSG00000087116,9169
ENSG00000087128,3
ENSG00000087152,5375
ENSG00000087157,2073
ENSG00000087191,6629
ENSG00000087206,1532
ENSG00000087237,54
ENSG00000087245,65761
ENSG00000087250,2
ENSG00000087253,1036
ENSG00000087258,79
ENSG00000087263,1634
ENSG00000087266,2518
ENSG00000087269,2785
ENSG00000087274,15316
ENSG00000087299,598
ENSG00000087301,1298
ENSG00000087302,7151
ENSG00000087303,3022
ENSG00000087338,2602
ENSG00000087365,14605
ENSG00000087448,2596
ENSG00000087460,53804
ENSG00000087470,4460
ENSG00000087494,296
ENSG00000087495,70
ENSG00000087502,2740
ENSG00000087510,4898
ENSG00000087586,591
ENSG00000087589,73
ENSG00000087842,277
ENSG00000087884,1298
ENSG00000087903,475
ENSG00000087995,1000
ENSG00000088002,463
ENSG00000088035,1289
ENSG00000088038,3644
ENSG00000088053,50
ENSG00000088179,1276
ENSG00000088205,4550
ENSG00000088247,8870
ENSG00000088256,5199
ENSG00000088280,3413
ENSG00000088298,2266
ENSG00000088305,367
ENSG00000088320,27
ENSG00000088325,1606
ENSG00000088340,229
ENSG00000088356,2191
ENSG00000088367,6520
ENSG00000088386,4
ENSG00000088387,4076
ENSG00000088448,8255
ENSG00000088451,798
ENSG00000088538,51
ENSG00000088543,459
ENSG00000088682,1542
ENSG00000088726,43
ENSG00000088727,679
ENSG00000088756,794
ENSG00000088766,2475
ENSG00000088782,0
ENSG00000088808,3204
ENSG00000088812,5971
ENSG00000088826,371
ENSG00000088827,796
ENSG00000088832,7891
ENSG00000088833,4572
ENSG00000088836,446
ENSG00000088854,2161
ENSG00000088876,1186
ENSG00000088881,1988
ENSG00000088882,3531
ENSG00000088888,7587
ENSG00000088899,463
ENSG00000088926,0
ENSG00000088930,7665
ENSG00000088970,1261
ENSG00000088986,10416
ENSG00000088992,89
ENSG00000089006,5657
ENSG00000089009,32457
ENSG00000089012,26
ENSG00000089022,2325
ENSG00000089041,412
ENSG00000089048,1541
ENSG00000089050,2444
ENSG00000089053,7257
ENSG00000089057,2595
ENSG00000089060,3678
ENSG00000089063,8037
ENSG00000089091,1010
ENSG00000089094,1652
ENSG00000089101,233
ENSG00000089116,1
ENSG00000089123,774
ENSG00000089127,1680
ENSG00000089154,7025
ENSG00000089157,58342
ENSG00000089159,4733
ENSG00000089163,95
ENSG00000089169,1
ENSG00000089177,7862
ENSG00000089195,1341
ENSG00000089199,8
ENSG00000089220,26409
ENSG00000089225,428
ENSG00000089234,1707
ENSG00000089248,9233
ENSG00000089250,2
ENSG00000089280,36211
ENSG00000089289,3813
ENSG00000089327,8176
ENSG00000089335,3704
ENSG00000089351,4507
ENSG00000089356,12744
ENSG00000089472,1423
ENSG00000089486,1585
ENSG00000089505,46
ENSG00000089558,8
ENSG00000089597,25583
ENSG00000089639,1081
ENSG00000089682,642
ENSG00000089685,655
ENSG00000089692,101
ENSG00000089693,11792
ENSG00000089723,208
ENSG00000089737,8887
ENSG00000089775,1294
ENSG00000089818,2178
ENSG00000089820,1331
ENSG00000089847,204
ENSG00000089876,3706
ENSG00000089902,2802
ENSG00000089916,2327
ENSG00000090006,4148
ENSG00000090013,3767
ENSG00000090020,7122
ENSG00000090054,3602
ENSG00000090060,10638
ENSG00000090061,535
ENSG00000090097,1527
ENSG00000090104,1712
ENSG00000090238,6291
ENSG00000090263,1652
ENSG00000090266,3188
ENSG00000090273,7774
ENSG00000090316,3673
ENSG00000090339,1865
ENSG00000090372,5080
ENSG00000090376,671
ENSG00000090382,4475
ENSG00000090402,0
ENSG00000090432,2530
ENSG00000090447,1404
ENSG00000090470,1107
ENSG00000090487,5531
ENSG00000090512,0
ENSG00000090520,3649
ENSG00000090530,296
ENSG00000090534,92
ENSG00000090539,1408
ENSG00000090554,149
ENSG00000090565,5017
ENSG00000090581,5797
ENSG00000090612,1884
ENSG00000090615,5353
ENSG00000090621,7246
ENSG00000090659,123
ENSG00000090661,5303
ENSG00000090674,1636
ENSG00000090686,4622
ENSG00000090776,1248
ENSG00000090857,2640
ENSG00000090861,5314
ENSG00000090863,8528
ENSG00000090889,526
ENSG00000090905,6070
ENSG00000090924,1002
ENSG00000090932,9
ENSG00000090971,1190
ENSG00000090975,139
ENSG00000090989,3269
ENSG00000091009,1976
ENSG00000091010,6
ENSG00000091039,4413
ENSG00000091073,1545
ENSG00000091106,75
ENSG00000091127,1051
ENSG00000091128,24
ENSG00000091129,106
ENSG00000091136,11393
ENSG00000091137,43
ENSG00000091138,53
ENSG00000091140,3917
ENSG00000091157,1359
ENSG00000091164,5053
ENSG00000091181,20
ENSG00000091262,425
ENSG00000091317,10909
ENSG00000091409,5791
ENSG00000091428,1007
ENSG00000091436,2634
ENSG00000091482,2
ENSG00000091483,6346
ENSG00000091490,685
ENSG00000091513,135
ENSG00000091527,23733
ENSG00000091536,222
ENSG00000091542,6761
ENSG00000091583,1
ENSG00000091592,862
ENSG00000091622,300
ENSG00000091640,3162
ENSG00000091651,136
ENSG00000091656,1109
ENSG00000091664,0
ENSG00000091704,0
ENSG00000091732,1215
ENSG00000091831,53674
ENSG00000091844,165
ENSG00000091879,500
ENSG00000091947,6716
ENSG00000091972,787
ENSG00000091986,22632
ENSG00000092009,5
ENSG00000092010,13864
ENSG00000092020,841
ENSG00000092036,1338
ENSG00000092051,38
ENSG00000092054,0
ENSG00000092067,5
ENSG00000092068,18494
ENSG00000092094,2245
ENSG00000092096,2519
ENSG00000092098,1467
ENSG00000092108,3316
ENSG00000092140,1299
ENSG00000092148,8110
ENSG00000092199,31466
ENSG00000092200,63
ENSG00000092201,9282
ENSG00000092203,5556
ENSG00000092208,720
ENSG00000092295,80
ENSG00000092330,3660
ENSG00000092345,10
ENSG00000092377,2
ENSG00000092421,1541
ENSG00000092439,2432
ENSG00000092445,175
ENSG00000092470,473
ENSG00000092529,107
ENSG00000092531,3630
ENSG00000092607,335
ENSG00000092621,811
ENSG00000092758,321
ENSG00000092820,31310
ENSG00000092841,38056
ENSG00000092847,2877
ENSG00000092850,187
ENSG00000092853,157
ENSG00000092871,1454
ENSG00000092929,2034
ENSG00000092931,2059
ENSG00000092964,3775
ENSG00000092969,2702
ENSG00000092978,2664
ENSG00000093000,2707
ENSG00000093009,160
ENSG00000093010,4613
ENSG00000093072,2836
ENSG00000093100,8
ENSG00000093134,1
ENSG00000093144,1837
ENSG00000093167,5872
ENSG00000093183,5311
ENSG00000093217,475
ENSG00000094631,3608
ENSG00000094661,0
ENSG00000094755,379
ENSG00000094796,2
ENSG00000094804,444
ENSG00000094841,857
ENSG00000094880,2871
ENSG00000094914,3217
ENSG00000094916,8296
ENSG00000094963,245
ENSG00000094975,6244
ENSG00000095002,2367
ENSG00000095015,11977
ENSG00000095059,3161
ENSG00000095066,3907
ENSG00000095110,1
ENSG00000095139,10442
ENSG00000095203,2029
ENSG00000095209,1403
ENSG00000095261,4359
ENSG00000095303,1433
ENSG00000095319,4007
ENSG00000095321,13269
ENSG00000095370,713
ENSG00000095380,4300
ENSG00000095383,2259
ENSG00000095397,3230
ENSG00000095464,53
ENSG00000095485,1450
ENSG00000095539,561
ENSG00000095564,3580
ENSG00000095574,2105
ENSG00000095585,1621
ENSG00000095587,91
ENSG00000095596,40
ENSG00000095627,124
ENSG00000095637,3141
ENSG00000095713,51
ENSG00000095739,6100
ENSG00000095752,51
ENSG00000095777,81
ENSG00000095787,9331
ENSG00000095794,898
ENSG00000095906,4212
ENSG00000095917,587
ENSG00000095932,16
ENSG00000095951,1881
ENSG00000095970,1298
ENSG00000095981,0
ENSG00000096006,169
ENSG00000096060,3187
ENSG00000096063,3202
ENSG00000096070,4807
ENSG00000096080,964
ENSG00000096088,17
ENSG00000096092,2500
ENSG00000096093,3285
ENSG00000096264,0
ENSG00000096384,63586
ENSG00000096395,0
ENSG00000096401,3319
ENSG00000096433,3836
ENSG00000096654,1053
ENSG00000096696,40657
ENSG00000096717,2220
ENSG00000096746,8466
ENSG00000096872,1942
ENSG00000096968,1802
ENSG00000096996,99
ENSG00000097007,5839
ENSG00000097021,1088
ENSG00000097033,6766
ENSG00000097046,343
ENSG00000097096,383
ENSG00000099139,473
ENSG00000099194,29112
ENSG00000099203,758
ENSG00000099204,6125
ENSG00000099219,9018
ENSG00000099246,7692
ENSG00000099250,4207
ENSG00000099251,548
ENSG00000099256,253
ENSG00000099260,870
ENSG00000099282,11444
ENSG00000099284,829
ENSG00000099290,2587
ENSG00000099308,1016
ENSG00000099326,2538
ENSG00000099330,1240
ENSG00000099331,6062
ENSG00000099337,2856
ENSG00000099338,482
ENSG00000099341,6744
ENSG00000099364,2715
ENSG00000099365,354
ENSG00000099377,1707
ENSG00000099381,3558
ENSG00000099385,3629
ENSG00000099399,0
ENSG00000099617,0
ENSG00000099622,32436
ENSG00000099624,2308
ENSG00000099625,47
ENSG00000099715,0
ENSG00000099721,0
ENSG00000099725,0
ENSG00000099769,515
ENSG00000099783,16740
ENSG00000099785,2969
ENSG00000099795,3260
ENSG00000099797,10830
ENSG00000099800,2719
ENSG00000099804,1976
ENSG00000099810,2623
ENSG00000099812,3159
ENSG00000099814,4470
ENSG00000099817,5620
ENSG00000099821,2943
ENSG00000099822,13
ENSG00000099834,5
ENSG00000099840,194
ENSG00000099849,2847
ENSG00000099860,3520
ENSG00000099864,2738
ENSG00000099866,18
ENSG00000099869,15
ENSG00000099875,10095
ENSG00000099889,1509
ENSG00000099899,1832
ENSG00000099901,2062
ENSG00000099904,1361
ENSG00000099910,1323
ENSG00000099917,5159
ENSG00000099937,2
ENSG00000099940,2714
ENSG00000099942,4539
ENSG00000099949,3092
ENSG00000099953,11029
ENSG00000099954,12
ENSG00000099956,3558
ENSG00000099957,19
ENSG00000099958,432
ENSG00000099960,166
ENSG00000099968,2883
ENSG00000099974,158
ENSG00000099977,833
ENSG00000099984,16
ENSG00000099985,88
ENSG00000099991,4506
ENSG00000099992,1470
ENSG00000099994,2473
ENSG00000099995,7063
ENSG00000099998,1716
ENSG00000099999,1046
ENSG00000100003,14922
ENSG00000100012,0
ENSG00000100014,2158
ENSG00000100023,2999
ENSG00000100024,13
ENSG00000100027,339
ENSG00000100028,4722
ENSG00000100029,3392
ENSG00000100030,5357
ENSG00000100031,474
ENSG00000100033,1528
ENSG00000100034,2015
ENSG00000100036,128
ENSG00000100038,27
ENSG00000100053,11
ENSG00000100055,889
ENSG00000100056,1068
ENSG00000100058,508
ENSG00000100060,410
ENSG00000100065,1041
ENSG00000100068,266
ENSG00000100075,3274
ENSG00000100077,1836
ENSG00000100078,1
ENSG00000100079,8
ENSG00000100083,3718
ENSG00000100084,773
ENSG00000100092,536
ENSG00000100095,69
ENSG00000100097,19326
ENSG00000100099,2184
ENSG00000100100,2465
ENSG00000100101,2
ENSG00000100104,857
ENSG00000100105,7347
ENSG00000100106,1426
ENSG00000100109,2041
ENSG00000100116,707
