Gene stable ID,b7fda5e6-ac95-4d80-9d5d-653bf871b156
ENSG00000251361,1
ENSG00000251363,6
ENSG00000251364,569
ENSG00000251365,1
ENSG00000251366,0
ENSG00000251367,0
ENSG00000251368,0
ENSG00000251369,1790
ENSG00000251370,11
ENSG00000251371,0
ENSG00000251372,3
ENSG00000251373,0
ENSG00000251374,1
ENSG00000251376,0
ENSG00000251377,2
ENSG00000251378,0
ENSG00000251379,6
ENSG00000251380,0
ENSG00000251381,166
ENSG00000251383,1
ENSG00000251385,0
ENSG00000251387,10
ENSG00000251388,9
ENSG00000251389,0
ENSG00000251391,1
ENSG00000251393,2
ENSG00000251395,0
ENSG00000251396,72
ENSG00000251398,0
ENSG00000251399,19
ENSG00000251400,1
ENSG00000251401,0
ENSG00000251402,7
ENSG00000251405,1
ENSG00000251407,0
ENSG00000251408,0
ENSG00000251409,1
ENSG00000251410,0
ENSG00000251411,40
ENSG00000251412,5
ENSG00000251413,0
ENSG00000251414,57
ENSG00000251416,0
ENSG00000251417,105
ENSG00000251418,0
ENSG00000251419,0
ENSG00000251421,0
ENSG00000251423,0
ENSG00000251424,0
ENSG00000251426,0
ENSG00000251427,0
ENSG00000251429,117
ENSG00000251430,0
ENSG00000251431,0
ENSG00000251432,242
ENSG00000251433,0
ENSG00000251434,0
ENSG00000251435,1
ENSG00000251436,0
ENSG00000251437,0
ENSG00000251438,0
ENSG00000251439,0
ENSG00000251440,0
ENSG00000251441,3
ENSG00000251442,199
ENSG00000251443,2
ENSG00000251445,0
ENSG00000251446,0
ENSG00000251447,0
ENSG00000251448,8
ENSG00000251449,0
ENSG00000251450,9
ENSG00000251451,38
ENSG00000251452,1
ENSG00000251453,6
ENSG00000251454,0
ENSG00000251455,31
ENSG00000251456,0
ENSG00000251458,0
ENSG00000251459,1
ENSG00000251460,0
ENSG00000251461,0
ENSG00000251463,1
ENSG00000251464,0
ENSG00000251467,6
ENSG00000251468,44
ENSG00000251470,0
ENSG00000251471,0
ENSG00000251473,0
ENSG00000251474,1474
ENSG00000251476,2
ENSG00000251477,0
ENSG00000251478,0
ENSG00000251482,0
ENSG00000251483,0
ENSG00000251484,1
ENSG00000251485,48
ENSG00000251487,0
ENSG00000251488,0
ENSG00000251489,0
ENSG00000251490,0
ENSG00000251491,4
ENSG00000251492,0
ENSG00000251493,22
ENSG00000251495,14
ENSG00000251497,2
ENSG00000251498,0
ENSG00000251501,0
ENSG00000251503,30
ENSG00000251504,2
ENSG00000251506,0
ENSG00000251508,0
ENSG00000251510,0
ENSG00000251511,3
ENSG00000251513,5
ENSG00000251515,0
ENSG00000251516,2
ENSG00000251517,1
ENSG00000251518,0
ENSG00000251520,8
ENSG00000251521,0
ENSG00000251523,2
ENSG00000251525,0
ENSG00000251526,1
ENSG00000251527,0
ENSG00000251529,0
ENSG00000251532,18
ENSG00000251533,2
ENSG00000251535,2
ENSG00000251536,0
ENSG00000251537,8
ENSG00000251538,0
ENSG00000251539,0
ENSG00000251542,0
ENSG00000251543,0
ENSG00000251544,1
ENSG00000251545,0
ENSG00000251546,10
ENSG00000251548,1
ENSG00000251549,0
ENSG00000251550,0
ENSG00000251552,1
ENSG00000251553,0
ENSG00000251555,3
ENSG00000251556,10
ENSG00000251557,0
ENSG00000251562,37284
ENSG00000251563,1
ENSG00000251566,0
ENSG00000251567,0
ENSG00000251568,0
ENSG00000251569,0
ENSG00000251571,1
ENSG00000251572,0
ENSG00000251573,1
ENSG00000251574,1
ENSG00000251575,3
ENSG00000251576,14
ENSG00000251577,0
ENSG00000251578,2
ENSG00000251579,0
ENSG00000251580,74
ENSG00000251583,0
ENSG00000251584,1
ENSG00000251585,0
ENSG00000251586,1
ENSG00000251587,0
ENSG00000251588,0
ENSG00000251590,1
ENSG00000251591,0
ENSG00000251593,9
ENSG00000251595,223
ENSG00000251596,4
ENSG00000251597,0
ENSG00000251598,0
ENSG00000251599,1
ENSG00000251600,20
ENSG00000251601,0
ENSG00000251602,145
ENSG00000251603,82
ENSG00000251604,0
ENSG00000251605,0
ENSG00000251608,0
ENSG00000251609,4
ENSG00000251610,0
ENSG00000251611,46
ENSG00000251613,1
ENSG00000251614,1
ENSG00000251615,1958
ENSG00000251616,0
ENSG00000251618,0
ENSG00000251619,0
ENSG00000251620,0
ENSG00000251621,0
ENSG00000251623,0
ENSG00000251624,0
ENSG00000251627,1
ENSG00000251628,0
ENSG00000251629,0
ENSG00000251630,0
ENSG00000251632,9
ENSG00000251633,1
ENSG00000251634,26
ENSG00000251635,2
ENSG00000251636,0
ENSG00000251637,14
ENSG00000251638,0
ENSG00000251639,20
ENSG00000251642,0
ENSG00000251643,0
ENSG00000251644,0
ENSG00000251647,0
ENSG00000251648,0
ENSG00000251649,0
ENSG00000251652,3
ENSG00000251654,1
ENSG00000251655,0
ENSG00000251656,0
ENSG00000251660,0
ENSG00000251661,136
ENSG00000251663,0
ENSG00000251664,69
ENSG00000251665,2
ENSG00000251666,32
ENSG00000251667,17
ENSG00000251668,0
ENSG00000251669,327
ENSG00000251670,0
ENSG00000251675,17
ENSG00000251676,2
ENSG00000251678,0
ENSG00000251679,10
ENSG00000251680,3
ENSG00000251682,9
ENSG00000251685,0
ENSG00000251686,0
ENSG00000251687,0
ENSG00000251688,0
ENSG00000251689,8
ENSG00000251691,4
ENSG00000251692,4
ENSG00000251694,0
ENSG00000251696,0
ENSG00000251697,0
ENSG00000251698,0
ENSG00000251702,0
ENSG00000251703,1
ENSG00000251704,0
ENSG00000251705,0
ENSG00000251706,0
ENSG00000251707,0
ENSG00000251710,0
ENSG00000251711,0
ENSG00000251712,0
ENSG00000251713,1
ENSG00000251714,0
ENSG00000251715,0
ENSG00000251717,0
ENSG00000251718,0
ENSG00000251719,0
ENSG00000251720,4
ENSG00000251722,0
ENSG00000251724,0
ENSG00000251725,0
ENSG00000251726,0
ENSG00000251727,0
ENSG00000251728,9
ENSG00000251729,0
ENSG00000251730,0
ENSG00000251731,0
ENSG00000251732,0
ENSG00000251733,7
ENSG00000251735,0
ENSG00000251738,0
ENSG00000251739,24
ENSG00000251741,0
ENSG00000251742,0
ENSG00000251744,0
ENSG00000251745,0
ENSG00000251746,0
ENSG00000251747,0
ENSG00000251748,0
ENSG00000251750,0
ENSG00000251751,0
ENSG00000251752,5
ENSG00000251753,0
ENSG00000251754,0
ENSG00000251756,0
ENSG00000251757,0
ENSG00000251759,0
ENSG00000251760,0
ENSG00000251761,0
ENSG00000251763,0
ENSG00000251764,0
ENSG00000251766,0
ENSG00000251767,4
ENSG00000251768,6
ENSG00000251770,0
ENSG00000251772,0
ENSG00000251773,0
ENSG00000251774,1
ENSG00000251775,17
ENSG00000251776,0
ENSG00000251778,0
ENSG00000251779,1
ENSG00000251781,0
ENSG00000251783,1
ENSG00000251785,0
ENSG00000251787,3
ENSG00000251788,0
ENSG00000251789,0
ENSG00000251791,14
ENSG00000251792,0
ENSG00000251794,1
ENSG00000251796,0
ENSG00000251798,6
ENSG00000251799,0
ENSG00000251802,0
ENSG00000251803,1
ENSG00000251804,0
ENSG00000251805,2
ENSG00000251807,0
ENSG00000251808,0
ENSG00000251809,0
ENSG00000251810,2
ENSG00000251811,1
ENSG00000251812,0
ENSG00000251813,0
ENSG00000251814,0
ENSG00000251815,1
ENSG00000251816,0
ENSG00000251818,0
ENSG00000251819,40
ENSG00000251821,2
ENSG00000251822,0
ENSG00000251823,0
ENSG00000251825,0
ENSG00000251828,0
ENSG00000251829,0
ENSG00000251830,0
ENSG00000251831,0
ENSG00000251834,0
ENSG00000251835,0
ENSG00000251837,0
ENSG00000251838,0
ENSG00000251839,0
ENSG00000251840,0
ENSG00000251841,0
ENSG00000251842,0
ENSG00000251843,0
ENSG00000251844,0
ENSG00000251849,0
ENSG00000251850,0
ENSG00000251851,0
ENSG00000251852,0
ENSG00000251854,0
ENSG00000251856,0
ENSG00000251857,0
ENSG00000251858,1
ENSG00000251859,0
ENSG00000251861,0
ENSG00000251862,0
ENSG00000251864,0
ENSG00000251865,0
ENSG00000251866,0
ENSG00000251867,240
ENSG00000251868,3
ENSG00000251869,0
ENSG00000251870,1
ENSG00000251871,0
ENSG00000251873,0
ENSG00000251874,0
ENSG00000251875,0
ENSG00000251876,0
ENSG00000251877,0
ENSG00000251878,0
ENSG00000251879,0
ENSG00000251880,8
ENSG00000251882,0
ENSG00000251883,0
ENSG00000251884,0
ENSG00000251886,0
ENSG00000251887,0
ENSG00000251888,0
ENSG00000251889,0
ENSG00000251890,0
ENSG00000251891,0
ENSG00000251892,11
ENSG00000251893,0
ENSG00000251895,0
ENSG00000251896,1
ENSG00000251897,0
ENSG00000251898,4
ENSG00000251899,1
ENSG00000251900,0
ENSG00000251904,0
ENSG00000251905,0
ENSG00000251906,0
ENSG00000251907,0
ENSG00000251908,0
ENSG00000251912,0
ENSG00000251913,0
ENSG00000251914,1
ENSG00000251915,0
ENSG00000251916,13
ENSG00000251917,0
ENSG00000251919,0
ENSG00000251920,0
ENSG00000251922,0
ENSG00000251923,0
ENSG00000251924,0
ENSG00000251925,0
ENSG00000251927,2
ENSG00000251929,1
ENSG00000251931,0
ENSG00000251933,0
ENSG00000251934,1
ENSG00000251935,2
ENSG00000251936,0
ENSG00000251937,0
ENSG00000251939,8
ENSG00000251940,0
ENSG00000251941,0
ENSG00000251942,0
ENSG00000251943,0
ENSG00000251946,0
ENSG00000251947,0
ENSG00000251951,0
ENSG00000251952,0
ENSG00000251953,0
ENSG00000251954,0
ENSG00000251955,0
ENSG00000251956,1
ENSG00000251957,5
ENSG00000251958,0
ENSG00000251960,0
ENSG00000251961,0
ENSG00000251962,0
ENSG00000251963,0
ENSG00000251965,0
ENSG00000251966,0
ENSG00000251967,0
ENSG00000251969,0
ENSG00000251970,0
ENSG00000251971,1
ENSG00000251972,1
ENSG00000251973,0
ENSG00000251974,0
ENSG00000251975,0
ENSG00000251976,0
ENSG00000251977,0
ENSG00000251978,0
ENSG00000251980,0
ENSG00000251981,0
ENSG00000251982,0
ENSG00000251983,0
ENSG00000251985,1
ENSG00000251986,0
ENSG00000251987,0
ENSG00000251988,18
ENSG00000251989,0
ENSG00000251990,0
ENSG00000251991,13
ENSG00000251992,0
ENSG00000251993,0
ENSG00000251994,41
ENSG00000251996,0
ENSG00000251997,0
ENSG00000251998,0
ENSG00000251999,0
ENSG00000252000,0
ENSG00000252001,0
ENSG00000252002,3
ENSG00000252003,0
ENSG00000252004,0
ENSG00000252005,0
ENSG00000252008,0
ENSG00000252010,5
ENSG00000252011,0
ENSG00000252012,0
ENSG00000252013,0
ENSG00000252014,0
ENSG00000252015,0
ENSG00000252016,0
ENSG00000252017,0
ENSG00000252018,0
ENSG00000252019,0
ENSG00000252020,0
ENSG00000252021,2
ENSG00000252022,0
ENSG00000252023,0
ENSG00000252025,0
ENSG00000252026,7
ENSG00000252027,3
ENSG00000252028,0
ENSG00000252029,0
ENSG00000252030,0
ENSG00000252031,0
ENSG00000252032,0
ENSG00000252033,0
ENSG00000252034,0
ENSG00000252035,0
ENSG00000252036,0
ENSG00000252037,0
ENSG00000252038,0
ENSG00000252039,0
ENSG00000252040,1
ENSG00000252041,0
ENSG00000252042,0
ENSG00000252045,0
ENSG00000252046,0
ENSG00000252047,0
ENSG00000252049,0
ENSG00000252050,1
ENSG00000252051,0
ENSG00000252053,0
ENSG00000252057,0
ENSG00000252059,0
ENSG00000252060,0
ENSG00000252061,40
ENSG00000252062,0
ENSG00000252063,0
ENSG00000252064,0
ENSG00000252065,0
ENSG00000252066,0
ENSG00000252067,0
ENSG00000252068,0
ENSG00000252069,0
ENSG00000252070,0
ENSG00000252072,0
ENSG00000252073,0
ENSG00000252074,0
ENSG00000252076,0
ENSG00000252079,0
ENSG00000252080,0
ENSG00000252081,1
ENSG00000252082,0
ENSG00000252083,0
ENSG00000252084,0
ENSG00000252086,0
ENSG00000252087,0
ENSG00000252089,0
ENSG00000252091,0
ENSG00000252094,0
ENSG00000252096,2
ENSG00000252097,0
ENSG00000252098,0
ENSG00000252100,0
ENSG00000252101,3
ENSG00000252102,0
ENSG00000252103,0
ENSG00000252104,0
ENSG00000252105,0
ENSG00000252106,0
ENSG00000252107,0
ENSG00000252108,0
ENSG00000252111,0
ENSG00000252112,0
ENSG00000252113,0
ENSG00000252115,0
ENSG00000252116,0
ENSG00000252117,0
ENSG00000252118,1
ENSG00000252119,0
ENSG00000252120,0
ENSG00000252121,0
ENSG00000252122,0
ENSG00000252124,1
ENSG00000252125,2
ENSG00000252126,4
ENSG00000252128,1
ENSG00000252129,0
ENSG00000252130,0
ENSG00000252131,3
ENSG00000252132,1
ENSG00000252133,0
ENSG00000252135,1
ENSG00000252136,0
ENSG00000252137,0
ENSG00000252138,0
ENSG00000252139,0
ENSG00000252141,0
ENSG00000252142,2
ENSG00000252143,0
ENSG00000252145,0
ENSG00000252146,0
ENSG00000252147,13
ENSG00000252148,5
ENSG00000252149,0
ENSG00000252150,6
ENSG00000252151,0
ENSG00000252153,0
ENSG00000252155,0
ENSG00000252156,0
ENSG00000252157,2
ENSG00000252158,0
ENSG00000252161,0
ENSG00000252162,0
ENSG00000252163,0
ENSG00000252164,1
ENSG00000252166,0
ENSG00000252167,0
ENSG00000252169,0
ENSG00000252170,0
ENSG00000252171,0
ENSG00000252172,1
ENSG00000252173,0
ENSG00000252174,0
ENSG00000252177,0
ENSG00000252178,0
ENSG00000252179,0
ENSG00000252181,1
ENSG00000252182,0
ENSG00000252183,0
ENSG00000252184,0
ENSG00000252185,0
ENSG00000252186,0
ENSG00000252188,0
ENSG00000252190,0
ENSG00000252191,0
ENSG00000252192,5
ENSG00000252193,0
ENSG00000252198,1
ENSG00000252199,0
ENSG00000252200,0
ENSG00000252202,10
ENSG00000252204,0
ENSG00000252205,0
ENSG00000252206,8
ENSG00000252207,3
ENSG00000252209,0
ENSG00000252210,6
ENSG00000252211,3
ENSG00000252212,1
ENSG00000252213,0
ENSG00000252214,1
ENSG00000252215,0
ENSG00000252217,3
ENSG00000252218,3
ENSG00000252219,0
ENSG00000252220,0
ENSG00000252222,1
ENSG00000252223,0
ENSG00000252224,0
ENSG00000252225,0
ENSG00000252228,0
ENSG00000252230,0
ENSG00000252231,0
ENSG00000252233,0
ENSG00000252234,1
ENSG00000252236,0
ENSG00000252237,0
ENSG00000252238,0
ENSG00000252242,0
ENSG00000252243,0
ENSG00000252244,9
ENSG00000252246,0
ENSG00000252247,0
ENSG00000252249,0
ENSG00000252250,0
ENSG00000252252,0
ENSG00000252254,0
ENSG00000252255,0
ENSG00000252257,0
ENSG00000252258,0
ENSG00000252259,0
ENSG00000252260,0
ENSG00000252261,0
ENSG00000252262,5
ENSG00000252263,0
ENSG00000252264,0
ENSG00000252266,0
ENSG00000252267,0
ENSG00000252268,0
ENSG00000252269,0
ENSG00000252270,0
ENSG00000252271,0
ENSG00000252272,0
ENSG00000252273,0
ENSG00000252274,7
ENSG00000252275,1
ENSG00000252277,0
ENSG00000252279,0
ENSG00000252282,0
ENSG00000252283,0
ENSG00000252284,0
ENSG00000252287,0
ENSG00000252288,0
ENSG00000252289,0
ENSG00000252290,0
ENSG00000252291,0
ENSG00000252292,0
ENSG00000252294,3
ENSG00000252296,0
ENSG00000252297,1
ENSG00000252301,0
ENSG00000252302,0
ENSG00000252305,0
ENSG00000252306,0
ENSG00000252307,0
ENSG00000252308,0
ENSG00000252309,0
ENSG00000252311,6
ENSG00000252312,0
ENSG00000252313,0
ENSG00000252315,0
ENSG00000252316,0
ENSG00000252317,0
ENSG00000252319,0
ENSG00000252320,0
ENSG00000252321,1
ENSG00000252322,0
ENSG00000252323,0
ENSG00000252324,0
ENSG00000252325,0
ENSG00000252326,1
ENSG00000252328,0
ENSG00000252329,0
ENSG00000252330,0
ENSG00000252332,0
ENSG00000252333,0
ENSG00000252334,0
ENSG00000252335,0
ENSG00000252336,0
ENSG00000252337,0
ENSG00000252338,0
ENSG00000252339,1
ENSG00000252341,0
ENSG00000252342,0
ENSG00000252343,0
ENSG00000252346,0
ENSG00000252347,2
ENSG00000252348,0
ENSG00000252349,2
ENSG00000252350,0
ENSG00000252351,0
ENSG00000252352,0
ENSG00000252353,0
ENSG00000252355,24
ENSG00000252357,1
ENSG00000252358,0
ENSG00000252361,9
ENSG00000252362,0
ENSG00000252363,0
ENSG00000252364,0
ENSG00000252366,0
ENSG00000252367,0
ENSG00000252368,0
ENSG00000252369,0
ENSG00000252370,0
ENSG00000252371,0
ENSG00000252373,0
ENSG00000252374,0
ENSG00000252375,0
ENSG00000252376,0
ENSG00000252377,0
ENSG00000252383,0
ENSG00000252385,0
ENSG00000252386,0
ENSG00000252390,0
ENSG00000252391,9
ENSG00000252393,2
ENSG00000252395,0
ENSG00000252396,0
ENSG00000252397,0
ENSG00000252398,0
ENSG00000252400,0
ENSG00000252401,0
ENSG00000252404,0
ENSG00000252407,0
ENSG00000252408,1
ENSG00000252409,0
ENSG00000252410,14
ENSG00000252411,0
ENSG00000252412,17
ENSG00000252413,0
ENSG00000252414,15
ENSG00000252415,0
ENSG00000252416,0
ENSG00000252417,0
ENSG00000252420,1
ENSG00000252421,0
ENSG00000252422,0
ENSG00000252423,0
ENSG00000252424,0
ENSG00000252425,0
ENSG00000252426,0
ENSG00000252427,4
ENSG00000252428,1
ENSG00000252429,0
ENSG00000252430,0
ENSG00000252431,0
ENSG00000252432,0
ENSG00000252433,0
ENSG00000252436,0
ENSG00000252437,0
ENSG00000252438,0
ENSG00000252439,0
ENSG00000252441,0
ENSG00000252443,0
ENSG00000252444,0
ENSG00000252445,0
ENSG00000252446,0
ENSG00000252448,6
ENSG00000252449,0
ENSG00000252450,0
ENSG00000252451,0
ENSG00000252452,0
ENSG00000252453,0
ENSG00000252454,0
ENSG00000252455,0
ENSG00000252456,4
ENSG00000252457,0
ENSG00000252458,0
ENSG00000252459,0
ENSG00000252460,0
ENSG00000252461,1
ENSG00000252462,0
ENSG00000252464,32
ENSG00000252466,0
ENSG00000252467,0
ENSG00000252468,0
ENSG00000252469,1
ENSG00000252470,0
ENSG00000252471,0
ENSG00000252472,0
ENSG00000252473,14
ENSG00000252474,1
ENSG00000252475,0
ENSG00000252479,1
ENSG00000252480,0
ENSG00000252481,25
ENSG00000252482,0
ENSG00000252483,0
ENSG00000252484,0
ENSG00000252485,0
ENSG00000252486,0
ENSG00000252487,0
ENSG00000252489,0
ENSG00000252490,0
ENSG00000252491,0
ENSG00000252494,2
ENSG00000252496,1
ENSG00000252497,0
ENSG00000252498,53
ENSG00000252499,0
ENSG00000252500,0
ENSG00000252501,0
ENSG00000252503,40
ENSG00000252504,0
ENSG00000252505,0
ENSG00000252506,0
ENSG00000252507,0
ENSG00000252508,0
ENSG00000252509,0
ENSG00000252510,0
ENSG00000252511,0
ENSG00000252512,4
ENSG00000252513,0
ENSG00000252514,0
ENSG00000252515,0
ENSG00000252516,24
ENSG00000252517,0
ENSG00000252519,0
ENSG00000252521,0
ENSG00000252523,1
ENSG00000252524,0
ENSG00000252526,0
ENSG00000252530,0
ENSG00000252532,0
ENSG00000252533,0
ENSG00000252534,0
ENSG00000252535,0
ENSG00000252537,0
ENSG00000252539,3
ENSG00000252540,0
ENSG00000252541,0
ENSG00000252542,9
ENSG00000252544,0
ENSG00000252545,0
ENSG00000252546,1
ENSG00000252548,0
ENSG00000252549,0
ENSG00000252550,0
ENSG00000252552,1
ENSG00000252553,0
ENSG00000252554,0
ENSG00000252555,0
ENSG00000252556,0
ENSG00000252558,0
ENSG00000252560,0
ENSG00000252561,0
ENSG00000252562,0
ENSG00000252563,0
ENSG00000252568,0
ENSG00000252569,7
ENSG00000252574,0
ENSG00000252575,0
ENSG00000252577,2
ENSG00000252578,2
ENSG00000252580,0
ENSG00000252581,4
ENSG00000252582,0
ENSG00000252583,0
ENSG00000252584,0
ENSG00000252585,2
ENSG00000252587,0
ENSG00000252590,0
ENSG00000252591,0
ENSG00000252593,0
ENSG00000252594,0
ENSG00000252595,0
ENSG00000252597,0
ENSG00000252598,0
ENSG00000252599,0
ENSG00000252601,0
ENSG00000252603,0
ENSG00000252604,0
ENSG00000252606,0
ENSG00000252607,0
ENSG00000252608,2
ENSG00000252611,4
ENSG00000252612,3
ENSG00000252614,8
ENSG00000252615,0
ENSG00000252616,0
ENSG00000252618,2
ENSG00000252619,0
ENSG00000252620,14
ENSG00000252621,855
ENSG00000252622,0
ENSG00000252623,0
ENSG00000252624,0
ENSG00000252625,0
ENSG00000252626,0
ENSG00000252627,0
ENSG00000252628,0
ENSG00000252629,1
ENSG00000252633,0
ENSG00000252634,0
ENSG00000252635,0
ENSG00000252636,0
ENSG00000252637,1
ENSG00000252639,3
ENSG00000252640,0
ENSG00000252641,1
ENSG00000252642,0
ENSG00000252643,3
ENSG00000252644,0
ENSG00000252645,0
ENSG00000252647,0
ENSG00000252648,0
ENSG00000252649,0
ENSG00000252650,0
ENSG00000252651,0
ENSG00000252652,4
ENSG00000252653,0
ENSG00000252654,0
ENSG00000252655,0
ENSG00000252656,0
ENSG00000252657,1
ENSG00000252658,0
ENSG00000252659,0
ENSG00000252660,0
ENSG00000252661,0
ENSG00000252662,0
ENSG00000252664,0
ENSG00000252667,0
ENSG00000252671,1
ENSG00000252673,0
ENSG00000252674,0
ENSG00000252676,0
ENSG00000252677,0
ENSG00000252680,3
ENSG00000252681,0
ENSG00000252682,0
ENSG00000252684,0
ENSG00000252685,0
ENSG00000252686,0
ENSG00000252688,0
ENSG00000252689,0
ENSG00000252690,41
ENSG00000252691,0
ENSG00000252692,0
ENSG00000252693,0
ENSG00000252694,0
ENSG00000252695,0
ENSG00000252696,0
ENSG00000252697,0
ENSG00000252699,0
ENSG00000252700,1
ENSG00000252702,0
ENSG00000252704,0
ENSG00000252705,0
ENSG00000252707,1
ENSG00000252710,0
ENSG00000252711,0
ENSG00000252712,0
ENSG00000252713,0
ENSG00000252714,0
ENSG00000252716,0
ENSG00000252717,0
ENSG00000252718,0
ENSG00000252719,0
ENSG00000252720,0
ENSG00000252721,0
ENSG00000252722,0
ENSG00000252723,0
ENSG00000252724,0
ENSG00000252725,0
ENSG00000252726,0
ENSG00000252727,0
ENSG00000252729,0
ENSG00000252731,0
ENSG00000252733,2
ENSG00000252734,0
ENSG00000252735,0
ENSG00000252739,0
ENSG00000252742,0
ENSG00000252743,22
ENSG00000252744,0
ENSG00000252745,0
ENSG00000252746,0
ENSG00000252747,1
ENSG00000252748,0
ENSG00000252749,0
ENSG00000252750,0
ENSG00000252751,0
ENSG00000252752,0
ENSG00000252755,2
ENSG00000252756,2
ENSG00000252757,0
ENSG00000252758,0
ENSG00000252759,19
ENSG00000252760,0
ENSG00000252761,0
ENSG00000252762,0
ENSG00000252763,1
ENSG00000252764,2
ENSG00000252765,0
ENSG00000252766,0
ENSG00000252767,0
ENSG00000252768,7
ENSG00000252769,2
ENSG00000252770,0
ENSG00000252772,0
ENSG00000252774,0
ENSG00000252776,0
ENSG00000252777,1
ENSG00000252778,0
ENSG00000252779,1
ENSG00000252780,0
ENSG00000252782,0
ENSG00000252783,0
ENSG00000252784,0
ENSG00000252787,0
ENSG00000252789,0
ENSG00000252794,0
ENSG00000252795,0
ENSG00000252796,0
ENSG00000252797,3
ENSG00000252798,0
ENSG00000252800,0
ENSG00000252801,0
ENSG00000252802,0
ENSG00000252804,0
ENSG00000252806,0
ENSG00000252807,0
ENSG00000252809,0
ENSG00000252810,0
ENSG00000252811,0
ENSG00000252812,0
ENSG00000252814,0
ENSG00000252815,1
ENSG00000252816,0
ENSG00000252817,17
ENSG00000252820,0
ENSG00000252821,9
ENSG00000252822,1
ENSG00000252823,0
ENSG00000252824,0
ENSG00000252826,0
ENSG00000252827,2
ENSG00000252828,0
ENSG00000252830,0
ENSG00000252832,0
ENSG00000252833,0
ENSG00000252835,2
ENSG00000252837,1
ENSG00000252839,1
ENSG00000252840,10
ENSG00000252845,0
ENSG00000252846,5
ENSG00000252847,2
ENSG00000252848,0
ENSG00000252850,0
ENSG00000252852,0
ENSG00000252854,3
ENSG00000252855,0
ENSG00000252856,0
ENSG00000252857,0
ENSG00000252858,0
ENSG00000252859,1
ENSG00000252860,1
ENSG00000252861,0
ENSG00000252863,0
ENSG00000252864,0
ENSG00000252866,0
ENSG00000252867,0
ENSG00000252868,0
ENSG00000252869,0
ENSG00000252870,0
ENSG00000252872,0
ENSG00000252874,10
ENSG00000252877,0
ENSG00000252879,0
ENSG00000252881,0
ENSG00000252882,0
ENSG00000252884,0
ENSG00000252886,0
ENSG00000252887,0
ENSG00000252888,0
ENSG00000252889,0
ENSG00000252890,0
ENSG00000252891,0
ENSG00000252892,2
ENSG00000252894,0
ENSG00000252896,0
ENSG00000252897,0
ENSG00000252898,3
ENSG00000252900,0
ENSG00000252901,6
ENSG00000252902,0
ENSG00000252903,0
ENSG00000252904,0
ENSG00000252905,0
ENSG00000252906,1
ENSG00000252908,0
ENSG00000252909,0
ENSG00000252913,0
ENSG00000252914,0
ENSG00000252915,8
ENSG00000252916,5
ENSG00000252917,0
ENSG00000252918,1
ENSG00000252919,2
ENSG00000252920,0
ENSG00000252922,0
ENSG00000252923,0
ENSG00000252927,0
ENSG00000252928,0
ENSG00000252929,1
ENSG00000252930,0
ENSG00000252931,0
ENSG00000252933,6
ENSG00000252934,0
ENSG00000252935,0
ENSG00000252936,0
ENSG00000252937,0
ENSG00000252940,1
ENSG00000252941,0
ENSG00000252942,6
ENSG00000252943,0
ENSG00000252944,3
ENSG00000252945,0
ENSG00000252947,1
ENSG00000252948,0
ENSG00000252949,1
ENSG00000252950,6
ENSG00000252951,1
ENSG00000252952,0
ENSG00000252953,0
ENSG00000252955,5
ENSG00000252956,0
ENSG00000252957,1
ENSG00000252958,0
ENSG00000252959,0
ENSG00000252960,0
ENSG00000252962,0
ENSG00000252963,0
ENSG00000252964,0
ENSG00000252965,18
ENSG00000252969,0
ENSG00000252970,0
ENSG00000252971,0
ENSG00000252972,0
ENSG00000252973,0
ENSG00000252974,0
ENSG00000252975,0
ENSG00000252976,0
ENSG00000252977,0
ENSG00000252978,0
ENSG00000252979,0
ENSG00000252980,0
ENSG00000252982,1
ENSG00000252983,0
ENSG00000252984,4
ENSG00000252985,1
ENSG00000252986,0
ENSG00000252987,0
ENSG00000252988,0
ENSG00000252989,0
ENSG00000252990,0
ENSG00000252991,0
ENSG00000252992,2
ENSG00000252993,0
ENSG00000252994,4
ENSG00000252995,1
ENSG00000252996,2
ENSG00000252997,0
ENSG00000252998,0
ENSG00000252999,0
ENSG00000253000,0
ENSG00000253001,0
ENSG00000253002,2
ENSG00000253003,0
ENSG00000253005,0
ENSG00000253006,0
ENSG00000253007,0
ENSG00000253008,3
ENSG00000253010,13
ENSG00000253011,0
ENSG00000253012,1
ENSG00000253013,0
ENSG00000253015,0
ENSG00000253016,0
ENSG00000253017,0
ENSG00000253019,0
ENSG00000253020,0
ENSG00000253021,0
ENSG00000253022,1
ENSG00000253023,0
ENSG00000253024,2
ENSG00000253025,0
ENSG00000253026,0
ENSG00000253027,1
ENSG00000253028,0
ENSG00000253030,1
ENSG00000253031,0
ENSG00000253032,0
ENSG00000253035,0
ENSG00000253037,4
ENSG00000253038,0
ENSG00000253039,0
ENSG00000253040,0
ENSG00000253041,1
ENSG00000253042,1
ENSG00000253043,0
ENSG00000253046,0
ENSG00000253047,26
ENSG00000253048,0
ENSG00000253049,1
ENSG00000253051,0
ENSG00000253053,0
ENSG00000253054,0
ENSG00000253055,0
ENSG00000253056,0
ENSG00000253057,2
ENSG00000253058,2
ENSG00000253059,0
ENSG00000253060,0
ENSG00000253063,0
ENSG00000253064,1
ENSG00000253065,0
ENSG00000253066,0
ENSG00000253067,0
ENSG00000253069,0
ENSG00000253070,0
ENSG00000253072,0
