Gene stable ID,b9cc9d9a-33a0-4bed-90a0-23b3840d74ed
ENSG00000260747,10
ENSG00000260750,0
ENSG00000260751,23
ENSG00000260755,0
ENSG00000260756,0
ENSG00000260757,2
ENSG00000260758,0
ENSG00000260759,0
ENSG00000260760,0
ENSG00000260761,0
ENSG00000260762,17
ENSG00000260763,0
ENSG00000260764,0
ENSG00000260765,0
ENSG00000260766,445
ENSG00000260769,7
ENSG00000260771,2
ENSG00000260772,0
ENSG00000260773,11
ENSG00000260774,20
ENSG00000260776,0
ENSG00000260777,3
ENSG00000260778,76
ENSG00000260779,3
ENSG00000260780,0
ENSG00000260781,0
ENSG00000260782,2
ENSG00000260784,3
ENSG00000260785,0
ENSG00000260786,1
ENSG00000260788,1
ENSG00000260790,1
ENSG00000260792,9
ENSG00000260793,137
ENSG00000260795,0
ENSG00000260796,5
ENSG00000260797,0
ENSG00000260798,0
ENSG00000260799,0
ENSG00000260802,53
ENSG00000260803,0
ENSG00000260804,809
ENSG00000260805,148
ENSG00000260806,50
ENSG00000260807,229
ENSG00000260808,8
ENSG00000260809,0
ENSG00000260810,9
ENSG00000260811,0
ENSG00000260812,0
ENSG00000260814,0
ENSG00000260815,0
ENSG00000260816,50
ENSG00000260817,0
ENSG00000260818,2
ENSG00000260822,2587
ENSG00000260823,0
ENSG00000260827,0
ENSG00000260828,1
ENSG00000260830,2
ENSG00000260832,0
ENSG00000260834,0
ENSG00000260835,0
ENSG00000260836,0
ENSG00000260837,113
ENSG00000260838,2
ENSG00000260840,0
ENSG00000260841,216
ENSG00000260844,4
ENSG00000260845,0
ENSG00000260846,0
ENSG00000260847,0
ENSG00000260848,0
ENSG00000260850,0
ENSG00000260851,0
ENSG00000260852,90
ENSG00000260853,26
ENSG00000260854,0
ENSG00000260855,85
ENSG00000260857,0
ENSG00000260858,0
ENSG00000260859,1
ENSG00000260860,2
ENSG00000260861,0
ENSG00000260862,0
ENSG00000260863,0
ENSG00000260864,0
ENSG00000260865,0
ENSG00000260866,0
ENSG00000260867,0
ENSG00000260868,38
ENSG00000260869,0
ENSG00000260870,0
ENSG00000260871,37
ENSG00000260872,30
ENSG00000260874,4
ENSG00000260876,7
ENSG00000260877,136
ENSG00000260878,26
ENSG00000260879,0
ENSG00000260880,0
ENSG00000260882,0
ENSG00000260883,0
ENSG00000260884,12
ENSG00000260886,39
ENSG00000260887,0
ENSG00000260889,2
ENSG00000260891,10
ENSG00000260892,0
ENSG00000260894,0
ENSG00000260895,15
ENSG00000260896,13
ENSG00000260897,0
ENSG00000260898,7
ENSG00000260899,12
ENSG00000260900,0
ENSG00000260902,1
ENSG00000260903,0
ENSG00000260905,0
ENSG00000260907,9
ENSG00000260908,3
ENSG00000260909,0
ENSG00000260910,16
ENSG00000260911,4
ENSG00000260912,900
ENSG00000260913,2
ENSG00000260914,0
ENSG00000260916,2330
ENSG00000260917,576
ENSG00000260918,2
ENSG00000260919,5
ENSG00000260920,70
ENSG00000260921,0
ENSG00000260922,9
ENSG00000260923,28
ENSG00000260924,30
ENSG00000260926,0
ENSG00000260927,27
ENSG00000260928,0
ENSG00000260929,0
ENSG00000260930,0
ENSG00000260932,1
ENSG00000260933,0
ENSG00000260934,0
ENSG00000260936,20
ENSG00000260937,0
ENSG00000260939,0
ENSG00000260940,9
ENSG00000260941,56
ENSG00000260942,76
ENSG00000260943,0
ENSG00000260944,3
ENSG00000260945,0
ENSG00000260947,74
ENSG00000260948,73
ENSG00000260949,3
ENSG00000260951,8
ENSG00000260953,8
ENSG00000260954,1
ENSG00000260955,6
ENSG00000260957,0
ENSG00000260958,0
ENSG00000260959,0
ENSG00000260962,0
ENSG00000260963,0
ENSG00000260965,0
ENSG00000260966,437
ENSG00000260967,0
ENSG00000260969,0
ENSG00000260970,0
ENSG00000260971,6
ENSG00000260972,0
ENSG00000260973,0
ENSG00000260974,0
ENSG00000260975,0
ENSG00000260976,0
ENSG00000260977,35
ENSG00000260978,0
ENSG00000260979,9
ENSG00000260981,1
ENSG00000260983,0
ENSG00000260984,0
ENSG00000260986,0
ENSG00000260988,3
ENSG00000260989,20
ENSG00000260990,0
ENSG00000260991,0
ENSG00000260992,113
ENSG00000260994,0
ENSG00000260995,0
ENSG00000260996,9
ENSG00000260997,39
ENSG00000260999,1
ENSG00000261000,1
ENSG00000261002,0
ENSG00000261003,2
ENSG00000261007,0
ENSG00000261008,7
ENSG00000261009,0
ENSG00000261010,0
ENSG00000261011,0
ENSG00000261012,0
ENSG00000261013,0
ENSG00000261014,0
ENSG00000261017,0
ENSG00000261018,0
ENSG00000261019,2
ENSG00000261020,0
ENSG00000261024,1
ENSG00000261025,0
ENSG00000261026,57
ENSG00000261028,0
ENSG00000261029,0
ENSG00000261030,0
ENSG00000261033,26
ENSG00000261035,0
ENSG00000261036,0
ENSG00000261037,4
ENSG00000261038,0
ENSG00000261039,13
ENSG00000261040,32
ENSG00000261041,0
ENSG00000261043,0
ENSG00000261044,0
ENSG00000261045,0
ENSG00000261046,0
ENSG00000261047,0
ENSG00000261048,0
ENSG00000261049,6
ENSG00000261051,55
ENSG00000261052,4
ENSG00000261053,2
ENSG00000261054,19
ENSG00000261055,1
ENSG00000261056,2
ENSG00000261057,0
ENSG00000261058,0
ENSG00000261060,7
ENSG00000261061,110
ENSG00000261063,0
ENSG00000261064,32
ENSG00000261065,0
ENSG00000261066,0
ENSG00000261067,11
ENSG00000261068,188
ENSG00000261069,22
ENSG00000261070,0
ENSG00000261071,0
ENSG00000261072,0
ENSG00000261075,0
ENSG00000261076,14
ENSG00000261077,0
ENSG00000261078,0
ENSG00000261079,11
ENSG00000261080,1
ENSG00000261081,0
ENSG00000261082,0
ENSG00000261083,5
ENSG00000261084,0
ENSG00000261087,256
ENSG00000261089,5
ENSG00000261090,0
ENSG00000261092,0
ENSG00000261093,0
ENSG00000261094,87
ENSG00000261095,0
ENSG00000261096,1
ENSG00000261097,0
ENSG00000261098,149
ENSG00000261101,12
ENSG00000261102,0
ENSG00000261103,0
ENSG00000261104,12
ENSG00000261105,55
ENSG00000261108,0
ENSG00000261111,0
ENSG00000261113,1
ENSG00000261114,41
ENSG00000261115,311
ENSG00000261116,105
ENSG00000261117,1
ENSG00000261118,13
ENSG00000261120,1
ENSG00000261121,9
ENSG00000261122,2
ENSG00000261123,5
ENSG00000261124,0
ENSG00000261126,64
ENSG00000261127,0
ENSG00000261129,0
ENSG00000261130,0
ENSG00000261131,10
ENSG00000261135,9
ENSG00000261136,16
ENSG00000261140,0
ENSG00000261141,10
ENSG00000261143,7
ENSG00000261144,0
ENSG00000261145,1
ENSG00000261146,0
ENSG00000261147,2
ENSG00000261150,723
ENSG00000261151,0
ENSG00000261153,0
ENSG00000261154,0
ENSG00000261156,0
ENSG00000261158,6
ENSG00000261159,64
ENSG00000261161,0
ENSG00000261166,0
ENSG00000261167,257
ENSG00000261168,17
ENSG00000261170,0
ENSG00000261171,0
ENSG00000261172,7
ENSG00000261173,10
ENSG00000261174,0
ENSG00000261175,189
ENSG00000261176,0
ENSG00000261177,0
ENSG00000261178,0
ENSG00000261181,0
ENSG00000261182,0
ENSG00000261183,711
ENSG00000261184,0
ENSG00000261186,14
ENSG00000261187,19
ENSG00000261188,204
ENSG00000261189,79
ENSG00000261190,0
ENSG00000261191,0
ENSG00000261192,21
ENSG00000261193,2
ENSG00000261194,0
ENSG00000261195,2
ENSG00000261196,0
ENSG00000261197,0
ENSG00000261198,0
ENSG00000261199,0
ENSG00000261200,0
ENSG00000261202,0
ENSG00000261203,0
ENSG00000261204,0
ENSG00000261205,0
ENSG00000261206,0
ENSG00000261207,5
ENSG00000261208,6
ENSG00000261209,1
ENSG00000261210,0
ENSG00000261211,72
ENSG00000261212,0
ENSG00000261213,0
ENSG00000261215,15
ENSG00000261216,2
ENSG00000261217,3
ENSG00000261218,16
ENSG00000261219,0
ENSG00000261220,26
ENSG00000261221,1165
ENSG00000261222,22
ENSG00000261226,6
ENSG00000261227,0
ENSG00000261229,29
ENSG00000261231,0
ENSG00000261232,0
ENSG00000261233,0
ENSG00000261234,0
ENSG00000261235,16
ENSG00000261236,1805
ENSG00000261238,0
ENSG00000261239,0
ENSG00000261240,0
ENSG00000261241,8
ENSG00000261242,4
ENSG00000261243,0
ENSG00000261244,0
ENSG00000261245,0
ENSG00000261247,0
ENSG00000261248,0
ENSG00000261249,0
ENSG00000261250,0
ENSG00000261251,14
ENSG00000261253,0
ENSG00000261254,114
ENSG00000261257,1
ENSG00000261259,0
ENSG00000261260,0
ENSG00000261261,0
ENSG00000261263,0
ENSG00000261265,4
ENSG00000261266,0
ENSG00000261267,0
ENSG00000261268,1
ENSG00000261269,757
ENSG00000261270,25
ENSG00000261272,0
ENSG00000261273,0
ENSG00000261274,0
ENSG00000261275,1
ENSG00000261276,2
ENSG00000261277,0
ENSG00000261278,0
ENSG00000261279,0
ENSG00000261281,0
ENSG00000261282,0
ENSG00000261284,0
ENSG00000261285,2
ENSG00000261286,32
ENSG00000261288,0
ENSG00000261289,4
ENSG00000261290,0
ENSG00000261291,2
ENSG00000261292,12
ENSG00000261293,0
ENSG00000261294,1
ENSG00000261295,600
ENSG00000261296,0
ENSG00000261298,0
ENSG00000261299,0
ENSG00000261302,2
ENSG00000261303,0
ENSG00000261304,0
ENSG00000261305,7
ENSG00000261307,0
ENSG00000261308,17
ENSG00000261310,0
ENSG00000261312,0
ENSG00000261313,0
ENSG00000261314,2
ENSG00000261315,0
ENSG00000261316,0
ENSG00000261317,0
ENSG00000261318,0
ENSG00000261319,0
ENSG00000261320,0
ENSG00000261324,173
ENSG00000261325,0
ENSG00000261326,231
ENSG00000261327,4
ENSG00000261329,4
ENSG00000261330,0
ENSG00000261331,0
ENSG00000261332,13
ENSG00000261333,0
ENSG00000261334,3
ENSG00000261335,13
ENSG00000261336,1
ENSG00000261338,125
ENSG00000261340,5
ENSG00000261341,3
ENSG00000261342,20
ENSG00000261346,1
ENSG00000261347,0
ENSG00000261348,0
ENSG00000261349,0
ENSG00000261350,0
ENSG00000261351,113
ENSG00000261353,172
ENSG00000261356,0
ENSG00000261357,5
ENSG00000261359,5
ENSG00000261360,36
ENSG00000261362,0
ENSG00000261363,0
ENSG00000261364,0
ENSG00000261365,0
ENSG00000261366,21
ENSG00000261367,4
ENSG00000261368,0
ENSG00000261369,0
ENSG00000261371,40581
ENSG00000261373,105
ENSG00000261375,0
ENSG00000261376,0
ENSG00000261377,77
ENSG00000261379,4
ENSG00000261382,4
ENSG00000261384,0
ENSG00000261385,0
ENSG00000261386,8
ENSG00000261390,61
ENSG00000261391,0
ENSG00000261392,0
ENSG00000261393,4
ENSG00000261394,0
ENSG00000261395,3
ENSG00000261396,1
ENSG00000261397,0
ENSG00000261398,0
ENSG00000261399,11
ENSG00000261400,0
ENSG00000261401,0
ENSG00000261402,0
ENSG00000261403,0
ENSG00000261404,2
ENSG00000261405,0
ENSG00000261407,3
ENSG00000261408,45
ENSG00000261409,25
ENSG00000261410,2
ENSG00000261411,0
ENSG00000261416,7
ENSG00000261418,0
ENSG00000261419,0
ENSG00000261420,5
ENSG00000261421,0
ENSG00000261423,56
ENSG00000261424,0
ENSG00000261426,0
ENSG00000261427,0
ENSG00000261428,68
ENSG00000261429,0
ENSG00000261430,0
ENSG00000261431,0
ENSG00000261432,0
ENSG00000261433,0
ENSG00000261434,24
ENSG00000261435,0
ENSG00000261436,0
ENSG00000261437,51
ENSG00000261438,71
ENSG00000261439,0
ENSG00000261440,0
ENSG00000261441,9
ENSG00000261442,2
ENSG00000261444,0
ENSG00000261445,0
ENSG00000261446,0
ENSG00000261447,13
ENSG00000261448,8
ENSG00000261449,0
ENSG00000261451,1
ENSG00000261453,0
ENSG00000261455,319
ENSG00000261456,3
ENSG00000261457,7
ENSG00000261458,0
ENSG00000261459,2
ENSG00000261460,31
ENSG00000261461,35
ENSG00000261462,0
ENSG00000261465,7
ENSG00000261466,0
ENSG00000261467,4
ENSG00000261468,203
ENSG00000261469,16
ENSG00000261470,0
ENSG00000261471,1
ENSG00000261472,10
ENSG00000261474,99
ENSG00000261475,0
ENSG00000261476,0
ENSG00000261478,0
ENSG00000261480,1
ENSG00000261481,6
ENSG00000261482,0
ENSG00000261485,104
ENSG00000261486,0
ENSG00000261487,12
ENSG00000261488,57
ENSG00000261489,0
ENSG00000261490,173
ENSG00000261491,0
ENSG00000261496,25
ENSG00000261497,0
ENSG00000261498,0
ENSG00000261499,0
ENSG00000261501,1
ENSG00000261502,5
ENSG00000261504,35
ENSG00000261505,145
ENSG00000261507,0
ENSG00000261509,0
ENSG00000261510,0
ENSG00000261511,0
ENSG00000261512,99
ENSG00000261513,4
ENSG00000261514,2
ENSG00000261515,0
ENSG00000261517,0
ENSG00000261519,0
ENSG00000261520,41
ENSG00000261522,12
ENSG00000261523,0
ENSG00000261524,0
ENSG00000261526,116
ENSG00000261527,0
ENSG00000261528,0
ENSG00000261529,0
ENSG00000261532,0
ENSG00000261533,26
ENSG00000261534,277
ENSG00000261535,2
ENSG00000261536,0
ENSG00000261537,1
ENSG00000261538,241
ENSG00000261540,0
ENSG00000261541,0
ENSG00000261542,47
ENSG00000261543,0
ENSG00000261544,0
ENSG00000261546,5
ENSG00000261548,5
ENSG00000261549,3
ENSG00000261550,7
ENSG00000261552,0
ENSG00000261553,32
ENSG00000261554,0
ENSG00000261555,2
ENSG00000261556,119
ENSG00000261557,25
ENSG00000261558,2
ENSG00000261559,0
ENSG00000261560,10
ENSG00000261561,0
ENSG00000261564,0
ENSG00000261566,0
ENSG00000261567,9
ENSG00000261568,1
ENSG00000261569,0
ENSG00000261570,0
ENSG00000261572,155
ENSG00000261573,0
ENSG00000261574,5
ENSG00000261575,8
ENSG00000261578,650
ENSG00000261580,0
ENSG00000261581,0
ENSG00000261582,12
ENSG00000261583,0
ENSG00000261584,0
ENSG00000261586,60
ENSG00000261587,1
ENSG00000261588,1
ENSG00000261590,0
ENSG00000261592,2
ENSG00000261593,0
ENSG00000261594,39
ENSG00000261595,0
ENSG00000261596,11
ENSG00000261598,0
ENSG00000261599,0
ENSG00000261600,7
ENSG00000261602,0
ENSG00000261603,2
ENSG00000261604,23
ENSG00000261606,0
ENSG00000261607,0
ENSG00000261608,0
ENSG00000261609,959
ENSG00000261610,1
ENSG00000261611,8
ENSG00000261612,2
ENSG00000261613,2
ENSG00000261614,4
ENSG00000261615,0
ENSG00000261616,318
ENSG00000261617,0
ENSG00000261618,6
ENSG00000261620,13
ENSG00000261621,0
ENSG00000261622,0
ENSG00000261623,0
ENSG00000261624,0
ENSG00000261625,108
ENSG00000261627,0
ENSG00000261628,0
ENSG00000261629,0
ENSG00000261630,4
ENSG00000261632,0
ENSG00000261633,1
ENSG00000261634,1
ENSG00000261635,0
ENSG00000261636,0
ENSG00000261637,0
ENSG00000261638,0
ENSG00000261641,0
ENSG00000261642,0
ENSG00000261643,57
ENSG00000261644,7
ENSG00000261645,5
ENSG00000261646,0
ENSG00000261647,3
ENSG00000261648,0
ENSG00000261649,3
ENSG00000261650,0
ENSG00000261651,0
ENSG00000261652,114
ENSG00000261653,0
ENSG00000261654,9
ENSG00000261655,29
ENSG00000261656,3
ENSG00000261659,114
ENSG00000261662,254
ENSG00000261663,39
ENSG00000261664,102
ENSG00000261665,0
ENSG00000261666,0
ENSG00000261667,0
ENSG00000261668,3
ENSG00000261669,3
ENSG00000261670,1
ENSG00000261671,14
ENSG00000261672,12
ENSG00000261673,0
ENSG00000261675,0
ENSG00000261678,8
ENSG00000261679,0
ENSG00000261680,0
ENSG00000261682,0
ENSG00000261683,0
ENSG00000261684,0
ENSG00000261685,68
ENSG00000261687,6
ENSG00000261689,0
ENSG00000261691,0
ENSG00000261692,0
ENSG00000261693,10
ENSG00000261695,0
ENSG00000261696,3
ENSG00000261697,0
ENSG00000261701,5
ENSG00000261702,0
ENSG00000261703,2
ENSG00000261704,6
ENSG00000261706,8
ENSG00000261707,40
ENSG00000261708,0
ENSG00000261709,0
ENSG00000261710,0
ENSG00000261711,0
ENSG00000261713,0
ENSG00000261714,0
ENSG00000261715,0
ENSG00000261716,199
ENSG00000261717,0
ENSG00000261719,0
ENSG00000261720,0
ENSG00000261722,1
ENSG00000261723,1
ENSG00000261725,0
ENSG00000261727,0
ENSG00000261728,2
ENSG00000261729,0
ENSG00000261730,5
ENSG00000261731,0
ENSG00000261732,10
ENSG00000261733,0
ENSG00000261734,0
ENSG00000261736,0
ENSG00000261737,102
ENSG00000261738,0
ENSG00000261739,3
ENSG00000261740,98
ENSG00000261741,0
ENSG00000261742,0
ENSG00000261743,0
ENSG00000261744,2
ENSG00000261745,0
ENSG00000261747,0
ENSG00000261748,0
ENSG00000261749,1
ENSG00000261751,0
ENSG00000261752,0
ENSG00000261754,30
ENSG00000261757,1
ENSG00000261758,0
ENSG00000261759,0
ENSG00000261760,0
ENSG00000261761,0
ENSG00000261762,5
ENSG00000261763,0
ENSG00000261764,0
ENSG00000261765,1
ENSG00000261766,11
ENSG00000261770,31
ENSG00000261771,1
ENSG00000261773,1
ENSG00000261774,0
ENSG00000261775,0
ENSG00000261776,0
ENSG00000261777,40
ENSG00000261778,0
ENSG00000261779,0
ENSG00000261780,0
ENSG00000261781,0
ENSG00000261782,0
ENSG00000261783,15
ENSG00000261786,16
ENSG00000261787,1
ENSG00000261789,1
ENSG00000261790,0
ENSG00000261792,0
ENSG00000261793,0
ENSG00000261794,2
ENSG00000261795,11
ENSG00000261796,0
ENSG00000261797,5
ENSG00000261798,1
ENSG00000261799,520
ENSG00000261800,0
ENSG00000261801,282
ENSG00000261802,0
ENSG00000261803,0
ENSG00000261804,27
ENSG00000261806,0
ENSG00000261807,0
ENSG00000261809,0
ENSG00000261810,0
ENSG00000261811,0
ENSG00000261812,17
ENSG00000261813,0
ENSG00000261815,0
ENSG00000261816,0
ENSG00000261817,0
ENSG00000261818,0
ENSG00000261819,72
ENSG00000261820,0
ENSG00000261821,7
ENSG00000261822,0
ENSG00000261823,4
ENSG00000261824,553
ENSG00000261826,0
ENSG00000261829,10
ENSG00000261831,0
ENSG00000261832,5
ENSG00000261833,0
ENSG00000261834,34
ENSG00000261835,0
ENSG00000261836,0
ENSG00000261837,0
ENSG00000261838,0
ENSG00000261839,11
ENSG00000261840,74
ENSG00000261842,2
ENSG00000261845,0
ENSG00000261848,0
ENSG00000261856,0
ENSG00000261857,165
ENSG00000261863,0
ENSG00000261864,1
ENSG00000261866,0
ENSG00000261868,5
ENSG00000261872,0
ENSG00000261873,0
ENSG00000261879,102
ENSG00000261882,0
ENSG00000261884,66
ENSG00000261886,0
ENSG00000261888,418
ENSG00000261889,38
ENSG00000261898,0
ENSG00000261904,0
ENSG00000261914,0
ENSG00000261915,0
ENSG00000261916,8
ENSG00000261924,3
ENSG00000261934,192
ENSG00000261938,0
ENSG00000261939,0
ENSG00000261949,0
ENSG00000261959,0
ENSG00000261963,0
ENSG00000261965,0
ENSG00000261970,3
ENSG00000261971,289
ENSG00000261976,0
ENSG00000261978,6
ENSG00000261987,0
ENSG00000261996,14
ENSG00000261997,23
ENSG00000262000,0
ENSG00000262001,72
ENSG00000262003,18
ENSG00000262006,13
ENSG00000262008,0
ENSG00000262011,0
ENSG00000262020,0
ENSG00000262031,0
ENSG00000262038,0
ENSG00000262039,2
ENSG00000262048,0
ENSG00000262049,188
ENSG00000262050,11
ENSG00000262052,2
ENSG00000262061,174
ENSG00000262067,0
ENSG00000262074,0
ENSG00000262075,2
ENSG00000262079,3
ENSG00000262081,0
ENSG00000262085,0
ENSG00000262089,145
ENSG00000262090,0
ENSG00000262094,2
ENSG00000262095,0
ENSG00000262096,8
ENSG00000262097,40
ENSG00000262098,1
ENSG00000262099,0
ENSG00000262106,0
ENSG00000262107,0
ENSG00000262112,0
ENSG00000262115,43
ENSG00000262116,0
ENSG00000262117,0
ENSG00000262118,0
ENSG00000262119,11
ENSG00000262120,0
ENSG00000262133,2
ENSG00000262135,0
ENSG00000262136,18
ENSG00000262140,2
ENSG00000262141,1
ENSG00000262147,15
ENSG00000262151,0
ENSG00000262152,2
ENSG00000262154,0
ENSG00000262155,16
ENSG00000262158,0
ENSG00000262160,0
ENSG00000262165,34
ENSG00000262171,1
ENSG00000262172,0
ENSG00000262179,1335
ENSG00000262180,3
ENSG00000262181,0
ENSG00000262185,16
ENSG00000262187,0
ENSG00000262188,3
ENSG00000262198,1
ENSG00000262202,0
ENSG00000262209,40
ENSG00000262211,0
ENSG00000262213,2
ENSG00000262222,49
ENSG00000262223,4
ENSG00000262227,18
ENSG00000262228,14
ENSG00000262231,0
ENSG00000262235,0
ENSG00000262246,650
ENSG00000262248,0
ENSG00000262251,36
ENSG00000262259,0
ENSG00000262262,0
ENSG00000262265,0
ENSG00000262267,0
ENSG00000262271,0
ENSG00000262292,0
ENSG00000262294,3
ENSG00000262296,3
ENSG00000262298,1
ENSG00000262302,0
ENSG00000262304,1
ENSG00000262312,10
ENSG00000262313,1
ENSG00000262316,0
ENSG00000262319,0
ENSG00000262322,0
ENSG00000262332,4
ENSG00000262333,35
ENSG00000262339,3
ENSG00000262343,0
ENSG00000262352,0
ENSG00000262358,3
ENSG00000262362,3
ENSG00000262366,1
ENSG00000262370,135
ENSG00000262372,8
ENSG00000262380,0
ENSG00000262381,0
ENSG00000262384,0
ENSG00000262395,0
ENSG00000262400,0
ENSG00000262402,2
ENSG00000262406,153
ENSG00000262408,0
ENSG00000262410,6
ENSG00000262412,0
ENSG00000262413,0
ENSG00000262420,11
ENSG00000262429,1
ENSG00000262434,2
ENSG00000262445,30
ENSG00000262454,130
ENSG00000262456,0
ENSG00000262461,0
ENSG00000262468,116
ENSG00000262470,1
ENSG00000262471,0
ENSG00000262477,5
ENSG00000262480,0
ENSG00000262481,13
ENSG00000262482,9
ENSG00000262484,8
ENSG00000262488,16
ENSG00000262492,1
ENSG00000262495,0
ENSG00000262497,12
ENSG00000262500,12
ENSG00000262503,3
ENSG00000262514,0
ENSG00000262516,2
ENSG00000262518,0
ENSG00000262519,3
ENSG00000262521,0
ENSG00000262526,0
ENSG00000262528,4
ENSG00000262529,10
ENSG00000262533,0
ENSG00000262539,44
ENSG00000262543,1
ENSG00000262554,0
ENSG00000262558,1
ENSG00000262560,0
ENSG00000262561,0
ENSG00000262566,0
ENSG00000262576,203
ENSG00000262580,161
ENSG00000262583,15
ENSG00000262585,10
ENSG00000262587,62
ENSG00000262601,46
ENSG00000262609,0
ENSG00000262619,5
ENSG00000262621,12
ENSG00000262623,0
ENSG00000262624,0
ENSG00000262628,0
ENSG00000262633,0
ENSG00000262636,4
ENSG00000262648,0
ENSG00000262651,0
ENSG00000262652,0
ENSG00000262655,4922
ENSG00000262660,0
ENSG00000262662,0
ENSG00000262663,7
ENSG00000262664,0
ENSG00000262668,0
ENSG00000262670,0
ENSG00000262678,3
ENSG00000262681,5
ENSG00000262686,23
ENSG00000262691,97
ENSG00000262692,5
ENSG00000262693,6
ENSG00000262700,3
ENSG00000262703,8
ENSG00000262708,0
ENSG00000262712,19
ENSG00000262714,45
ENSG00000262721,0
ENSG00000262728,11
ENSG00000262730,0
ENSG00000262732,0
ENSG00000262759,0
ENSG00000262766,17
ENSG00000262768,0
ENSG00000262769,3
ENSG00000262772,49
ENSG00000262777,8
ENSG00000262786,0
ENSG00000262791,0
ENSG00000262801,12
ENSG00000262803,0
ENSG00000262810,1
ENSG00000262814,789
ENSG00000262815,1
ENSG00000262818,0
ENSG00000262823,209
ENSG00000262831,0
ENSG00000262833,0
ENSG00000262837,0
ENSG00000262848,0
ENSG00000262855,9
ENSG00000262869,1
ENSG00000262870,2
ENSG00000262873,2
ENSG00000262874,12
ENSG00000262877,91
ENSG00000262879,230
ENSG00000262880,0
ENSG00000262881,5
ENSG00000262884,23
ENSG00000262885,0
ENSG00000262888,6
ENSG00000262890,3
ENSG00000262898,4
ENSG00000262899,0
ENSG00000262902,84
ENSG00000262903,16
ENSG00000262904,10
ENSG00000262905,0
ENSG00000262919,1219
ENSG00000262920,0
ENSG00000262921,0
ENSG00000262943,38
ENSG00000262950,0
ENSG00000262952,0
ENSG00000262953,0
ENSG00000262959,0
ENSG00000262961,0
ENSG00000262962,0
ENSG00000262966,2
ENSG00000262967,0
ENSG00000262974,0
ENSG00000262979,3
ENSG00000262980,0
ENSG00000262983,0
ENSG00000262990,0
ENSG00000262995,2
ENSG00000262999,0
ENSG00000263001,2511
ENSG00000263002,459
ENSG00000263004,192
ENSG00000263006,34
ENSG00000263011,18
ENSG00000263013,22
ENSG00000263015,0
ENSG00000263017,0
ENSG00000263020,7
ENSG00000263029,0
ENSG00000263033,7
ENSG00000263041,0
ENSG00000263045,0
ENSG00000263050,60
ENSG00000263051,0
ENSG00000263063,16
ENSG00000263064,52
ENSG00000263065,16
ENSG00000263069,144
ENSG00000263070,0
ENSG00000263072,474
ENSG00000263080,0
ENSG00000263081,0
ENSG00000263082,5
ENSG00000263089,19
ENSG00000263096,1
ENSG00000263098,0
ENSG00000263105,10
ENSG00000263107,0
ENSG00000263110,0
ENSG00000263120,2
ENSG00000263125,0
ENSG00000263126,53
ENSG00000263142,543
ENSG00000263146,0
ENSG00000263154,0
ENSG00000263155,1829
ENSG00000263159,0
ENSG00000263164,22
ENSG00000263165,0
ENSG00000263167,0
ENSG00000263171,0
ENSG00000263176,1
ENSG00000263177,1
ENSG00000263179,0
ENSG00000263189,0
ENSG00000263196,0
ENSG00000263198,0
ENSG00000263199,0
ENSG00000263201,0
ENSG00000263204,0
ENSG00000263206,0
ENSG00000263207,2
ENSG00000263212,0
ENSG00000263214,81
ENSG00000263218,0
ENSG00000263219,3
ENSG00000263220,7
ENSG00000263232,6
ENSG00000263234,0
ENSG00000263235,23
ENSG00000263237,0
ENSG00000263241,0
ENSG00000263244,0
ENSG00000263252,0
ENSG00000263253,2
ENSG00000263257,27
ENSG00000263264,23
ENSG00000263266,581
ENSG00000263271,0
ENSG00000263272,246
ENSG00000263276,37
ENSG00000263277,0
ENSG00000263278,0
ENSG00000263279,0
ENSG00000263280,19
ENSG00000263293,41
ENSG00000263300,1
ENSG00000263301,0
ENSG00000263305,0
ENSG00000263307,7
ENSG00000263311,1
ENSG00000263312,0
ENSG00000263316,8
ENSG00000263317,0
ENSG00000263321,0
ENSG00000263325,4
ENSG00000263326,3
ENSG00000263327,149
ENSG00000263331,0
ENSG00000263335,177
ENSG00000263337,0
ENSG00000263338,2
ENSG00000263342,0
ENSG00000263343,1
ENSG00000263345,76
ENSG00000263351,0
ENSG00000263353,0
ENSG00000263354,0
ENSG00000263355,0
ENSG00000263357,0
ENSG00000263360,0
ENSG00000263361,0
ENSG00000263363,0
ENSG00000263365,0
ENSG00000263366,2
ENSG00000263368,9
ENSG00000263369,0
ENSG00000263370,7
ENSG00000263371,0
ENSG00000263372,0
ENSG00000263375,0
ENSG00000263377,0
ENSG00000263378,0
ENSG00000263381,0
ENSG00000263382,0
ENSG00000263383,0
ENSG00000263384,0
ENSG00000263388,1
ENSG00000263389,0
ENSG00000263390,0
ENSG00000263391,0
ENSG00000263392,0
ENSG00000263393,1
ENSG00000263394,0
ENSG00000263395,0
ENSG00000263396,0
ENSG00000263397,0
ENSG00000263399,0
ENSG00000263400,136
ENSG00000263401,0
ENSG00000263403,0
ENSG00000263404,0
ENSG00000263405,0
ENSG00000263407,0
ENSG00000263409,0
ENSG00000263410,0
ENSG00000263412,19
ENSG00000263413,1
ENSG00000263414,0
ENSG00000263415,0
ENSG00000263416,0
ENSG00000263417,3
ENSG00000263421,0
ENSG00000263422,5
ENSG00000263424,0
ENSG00000263425,0
ENSG00000263426,4
ENSG00000263427,19
ENSG00000263429,157
ENSG00000263432,69
ENSG00000263433,0
ENSG00000263435,0
ENSG00000263436,0
